,PageRank,HubScore,AuthorityScore,Betweenness,Colony,Day,Role
Ant621,0.010603055536685781,0.01298385551692409,0.012983855517200379,0.0020815855713781626,2,07,C
Ant665,0.006810880140582822,0.007138782820187556,0.007138782819295907,0.0014198166975652455,2,07,U
Ant356,0.005592473369863415,0.005395346809045213,0.005395346808457273,0.0014497656809197789,2,07,N
Ant540,0.03181591945037922,0.032603682183468805,0.03260368218335519,0.0062565704440851674,2,07,C
Ant227,0.008015026413683932,0.008923798025302486,0.008923798025251275,0.0023751942181257785,2,07,C
Ant114,0.0047025077415429745,0.0037350989535620835,0.003735098953018678,0.0012813161543868122,2,07,N
Ant220,0.007433130842704702,0.00645807494486968,0.006458074946130145,0.0064242012784640635,2,07,F
Ant195,0.009777189151994194,0.011552927335766294,0.011552927336597754,0.0032839896624175017,2,07,C
Ant191,0.014316027210601533,0.014920886092764844,0.014920886092489784,0.00466989137160144,2,07,C
Ant217,0.0037883519050069658,0.0023485386008395347,0.0023485386016227836,0.0015049163930421275,2,07,C
Ant492,0.007267151500268152,0.0076993325075379515,0.007699332506772203,0.001247362377277759,2,07,N
Ant324,0.006102404788810523,0.005953220814470852,0.005953220814441674,0.0016162758066675283,2,07,N
Ant329,0.01204446722355421,0.012108173395497001,0.012108173397186364,0.007880515168383876,2,07,F
Ant650,0.01467997670820765,0.016610578147903413,0.016610578146394772,0.002781202587580335,2,07,U
Ant556,0.0060815809150102885,0.0052540485282576675,0.005254048527638496,0.0021000829082508782,2,07,N
Ant552,0.009536140789127278,0.010791825242613812,0.01079182524081848,0.0016972898206211806,2,07,N
Ant252,0.006799907748508694,0.0066643527994889136,0.006664352798901017,0.0021011819803620838,2,07,N
Ant256,0.009829354642364037,0.010445825809525805,0.010445825810923287,0.0033304983298296804,2,07,F
Ant257,0.0055224225564719925,0.005370710944744536,0.0053707109440474885,0.0011949216584710685,2,07,N
Ant126,0.00883427648535048,0.009062541965018609,0.009062541966699308,0.0029571079277940573,2,07,F
Ant26,0.0046456674258206765,0.004081810272571578,0.004081810272147927,0.0014853351341785922,2,07,N
Ant318,0.006157617055148507,0.006115664475341858,0.0061156644748447606,0.0014462353611691093,2,07,N
Ant20,0.007295302468439466,0.0068678505116349115,0.006867850512951075,0.002455493277680094,2,07,F
Ant137,0.005967158104828037,0.005889667109647109,0.0058896671091877755,0.0014448342566317895,2,07,N
Ant332,0.005831317625984695,0.004974786336646362,0.004974786335858396,0.0008480452200680903,2,07,N
Ant647,0.0023737651514174063,0.0013400363905021425,0.0013400363903021035,0.0001165943539242802,2,07,N
Ant560,0.008075322199290311,0.00829980547492387,0.008299805473758864,0.0011226059045271444,2,07,N
Ant564,0.01016345525720226,0.010564026100753259,0.010564026102384565,0.003292479374423011,2,07,F
Ant243,0.006328283709866191,0.0049542612739209785,0.004954261275238209,0.002296093378640073,2,07,F
Ant244,0.0078019288836404166,0.008794418096791127,0.008794418096285478,0.0021369448842882407,2,07,N
Ant50,0.005519495274910881,0.004510231558345022,0.00451023155762724,0.000667614850021865,2,07,N
Ant52,0.005195746753508557,0.003906101616355992,0.0039061016157463458,0.000933992753343678,2,07,N
Ant55,0.011227072702889284,0.011469128369848473,0.011469128370429418,0.0053880537925700845,2,07,C
Ant635,0.006746449564083075,0.005548180311845737,0.005548180311236587,0.002204771587554909,2,07,N
Ant142,0.005882228297950578,0.00563493346985586,0.005634933469384186,0.0015677958700269928,2,07,N
Ant140,0.010458263453971455,0.011338274179433587,0.011338274180207145,0.0027212460716671493,2,07,C
Ant147,0.010089519072541865,0.010399028089229713,0.010399028088293117,0.0024043650620540103,2,07,N
Ant144,0.008325094568857145,0.008448250070169706,0.008448250069537885,0.003093869690011493,2,07,N
Ant305,0.003635220981169497,0.003414182399877953,0.003414182399950639,0.0007766137931465595,2,07,C
Ant148,0.006759336364977012,0.0077867544888465074,0.007786754487770165,0.0012871843990407553,2,07,N
Ant673,0.005134156022818608,0.0036323273705927733,0.0036323273702134036,0.000920486699460531,2,07,U
Ant278,0.0041165230904093904,0.0036725028356424656,0.0036725028359364687,0.0012746499005465957,2,07,C
Ant301,0.008166569578731854,0.0074943900309442524,0.0074943900294921085,0.001960901114818623,2,07,N
Ant476,0.007289792235305851,0.007031235816498401,0.007031235815220814,0.0007366662743588966,2,07,N
Ant575,0.004473556163875551,0.004375932643495564,0.004375932643471583,0.0007894064747513975,2,07,C
Ant43,0.00800848771880565,0.007488295664219191,0.0074882956662179695,0.003886045737457742,2,07,F
Ant40,0.008216298265548419,0.007847245240213525,0.007847245240291557,0.003428573526711528,2,07,C
Ant44,0.01244642922632377,0.013410760632139352,0.01341076063109559,0.002677716497394708,2,07,N
Ant580,0.008565355026729431,0.0089156607275127,0.00891566072787244,0.002852101280826976,2,07,C
Ant398,0.007237801382922135,0.007166663749661488,0.007166663751177863,0.0016379370282405535,2,07,F
Ant507,0.0077522591521001945,0.007323259185349105,0.007323259187228133,0.0008659241742521793,2,07,F
Ant262,0.0042889712702516795,0.004290927186499004,0.004290927186529908,0.0013536660109036457,2,07,C
Ant260,0.011406427137472697,0.01211867739630237,0.012118677394997484,0.003036235793371924,2,07,N
