,PageRank,HubScore,AuthorityScore,Betweenness,Colony,Day,Role
Ant621,0.010430260341618995,0.015737660675683277,0.01573766067501661,0.008063567709624351,1,11,U
Ant620,0.006950329736225856,0.002630289317613229,0.0026302893177746894,0.004271174814376652,1,11,N
Ant356,0.01589874959585038,0.0248132159149165,0.02481321591479128,0.007183319604559329,1,11,F
Ant353,0.011308095088933743,0.017414676557679348,0.017414676557545472,0.00602958890283378,1,11,F
Ant540,0.00566561930353972,0.002733091286105309,0.0027330912862140472,0.006525607865064013,1,11,C
Ant115,0.004449404787917871,0.004137826216964052,0.00413782621706341,0.0016813453683948724,1,11,C
Ant117,0.011651750915686435,0.0036535437546984456,0.0036535437549677784,0.010352893760699703,1,11,C
Ant113,0.01342123265832308,0.019250292793099897,0.019250292793377803,0.006636024391791182,1,11,C
Ant195,0.006192092523471852,0.008591359030067467,0.008591359029171077,2.003240204770817e-05,1,11,F
Ant196,0.014873061692817421,0.02213704516884552,0.022137045167647973,0.003657791802320475,1,11,F
Ant191,0.009053012662357468,0.0011069896397261382,0.0011069896398922799,0.003553201973319975,1,11,N
Ant190,0.006674751170603371,0.0015538469861067228,0.0015538469862310647,0.0041128444668615625,1,11,N
Ant198,0.01731242349372864,0.030210381447325355,0.030210381447709076,0.003657559165002781,1,11,F
Ant518,0.009128790311285119,0.009876523599254656,0.009876523599349355,0.004656900760773665,1,11,F
Ant318,0.010928733639591352,0.01695426444057687,0.016954264439256992,0.00020059114144257512,1,11,F
Ant492,0.011520747675697735,0.019341243357946084,0.01934124335774527,0.004247258311941827,1,11,F
Ant324,0.007889733540063686,0.008506614753522759,0.008506614753576388,0.002714431666310914,1,11,F
Ant552,0.0064414888084954585,0.000989173367118503,0.0009891733672296472,0.0026503896141097955,1,11,N
Ant252,0.01682150620726226,0.024106441146344987,0.024106441146551985,0.0032884539218428353,1,11,F
Ant124,0.007823436756147151,0.004980825834199088,0.004980825834361502,0.007741454352661044,1,11,C
Ant257,0.0075605438892135226,0.007773039364650434,0.00777303936476951,0.0027060515881724015,1,11,F
Ant255,0.018149973308127343,0.03192883643455085,0.031928836434841464,0.004449819096291357,1,11,F
Ant26,0.008003166081520005,0.007486341780037789,0.007486341780209693,0.0049332273296625526,1,11,F
Ant27,0.009831432271857716,0.0041621816300400705,0.004162181630297062,0.007450209318142755,1,11,C
Ant23,0.008978435793237132,0.01087887851725833,0.010878878517359185,0.007783341293592438,1,11,F
Ant29,0.007213737700730863,0.0019326300218418802,0.0019326300219867473,0.004279296770904208,1,11,N
Ant482,0.006229777416920433,0.0024518672850341095,0.0024518672851263643,0.007876236384011828,1,11,C
Ant137,0.003908173081578852,0.0006976941410180935,0.0006976941410765585,0.0008049698982159535,1,11,N
Ant400,0.00592048471432276,0.0030586420466771564,0.0030586420468068274,0.004582167915468224,1,11,C
Ant131,0.007936723368788883,0.011842575164968835,0.011842575164731788,0.0024166841107450122,1,11,F
Ant127,0.006909041175918045,0.0008911424619650538,0.0008911424621101043,0.0018868740763393044,1,11,N
Ant139,0.004441151477806716,0.00042115191917938894,0.00042115191925748527,0.0011569241810626628,1,11,N
Ant560,0.011887383564705922,0.018970373472314755,0.018970373472328758,0.008450018417995453,1,11,F
Ant564,0.01006620294740708,0.00511002339437937,0.005110023394607812,0.008626272864599514,1,11,C
Ant243,0.006582466761100921,0.0011459161335903888,0.0011459161337246994,0.0027360543499828963,1,11,C
Ant242,0.008757338886455248,0.00113482661402046,0.0011348266141959222,0.004191499384174909,1,11,N
Ant50,0.00714958568170316,0.0009381601373151119,0.00093816013744894,0.002804853470033886,1,11,N
Ant52,0.0052588357624471765,0.0004302440826965547,0.00043024408277325834,0.0016409089570630776,1,11,N
Ant55,0.0065427288655433465,0.0038217565596799417,0.00382175655983076,0.005576510726344162,1,11,C
Ant142,0.014846699761229492,0.02258927964409134,0.0225892796440262,0.005349513718073929,1,11,F
Ant140,0.0038012425176620003,0.0016377200046385077,0.0016377200046976785,0.0020831264210502552,1,11,C
Ant308,0.007899010651532272,0.009492860908953186,0.00949286090915493,0.0020904203043342153,1,11,F
Ant148,0.012264801297127995,0.01967322602037454,0.01967322601954523,0.0010749106098311536,1,11,F
Ant149,0.014424866896623671,0.022225269153576657,0.022225269153420654,0.004495365737745214,1,11,F
Ant475,0.009406537561643342,0.005499394329781895,0.005499394330024392,0.0093014209281618,1,11,F
Ant380,0.0044535118119491445,0.0011478262077434767,0.0011478262078189146,0.002534244044758348,1,11,N
Ant394,0.004606781381050991,0.0007547859717579678,0.0007547859718409697,0.002973903632908429,1,11,N
Ant42,0.008178887675161284,0.001784624235018709,0.0017846242352131537,0.0031785436167250493,1,11,C
Ant43,0.011983962542928694,0.020099356460850728,0.020099356461034383,0.0026581701440766647,1,11,F
Ant44,0.010820541535737955,0.01232374923987542,0.012323749239822221,0.012127062096265464,1,11,F
Ant6,0.014619927448576833,0.026734618316134516,0.02673461831540178,0.0010709077801010834,1,11,F
Ant0,0.00408034975554893,0.0006055859998072389,0.0006055859998876579,0.000809278964114229,1,11,N
Ant263,0.006201761159055439,0.008343348424784038,0.008343348424477655,0.0013857063166209135,1,11,F
Ant332,0.006526787718436246,0.01001602212390763,0.010016022123390518,0.0008767597282766844,1,11,F
Ant153,0.006875202963163353,0.003516060830992967,0.003516060831134251,0.00499702162158137,1,11,C
Ant260,0.02421179165603623,0.04343328505826643,0.04343328505849794,0.007289429641865624,1,11,F
Ant156,0.0068162271219164025,0.0008256469081685225,0.0008256469082827168,0.003993541857684284,1,11,N
Ant159,0.006708491884829567,0.0010094256150042068,0.0010094256151407359,0.001976002350854084,1,11,N
Ant158,0.007281909613524305,0.0037897183874026318,0.0037897183875273766,0.008727753805529623,1,11,C
Ant311,0.009808077273001986,0.00952669397327145,0.009526693973238373,0.012103657069282105,1,11,C
Ant268,0.005071994650305895,0.0018180177497919949,0.0018180177499014065,0.003350156639213245,1,11,C
Ant390,0.0038053781438597513,0.0004457020366049835,0.00044570203666385833,0.0010437879723489607,1,11,N
Ant9,0.007931985051351214,0.011082868430826454,0.011082868430066116,0.0010069745034156868,1,11,F
Ant395,0.004838317495853394,0.002715131796940302,0.002715131797031585,0.0044728757858286255,1,11,C
Ant462,0.011541420282575435,0.018713241745929757,0.018713241745791705,0.00466195923159705,1,11,F
Ant4,0.009435208750028718,0.00873998539597005,0.008739985396211779,0.0047438438320425765,1,11,C
Ant7,0.0032363370367417825,0.0008276005940499687,0.0008276005941032774,0.0014168337750677397,1,11,C
Ant501,0.00770319952712305,0.002341382377629608,0.002341382377797714,0.00741426895465522,1,11,C
Ant507,0.013928203715948684,0.01960625910762642,0.01960625910679763,0.0024679926843228957,1,11,F
Ant76,0.007836299554739605,0.008725605078491353,0.008725605078610123,0.0014460616532691332,1,11,F
Ant73,0.012276126387755052,0.019635190586082537,0.01963519058636326,0.0015229796846603946,1,11,F
Ant593,0.0053443604085378045,0.0013652832246731313,0.0013652832247827036,0.0034666376448178023,1,11,N
Ant19,0.006684352906051636,0.005030669032664395,0.005030669032822161,0.0023913454027692364,1,11,F
Ant614,0.008243981387166024,0.0009038337302788779,0.0009038337304372629,0.0026408798535721956,1,11,U
Ant599,0.01229319548546556,0.0066404251993297326,0.006640425199604231,0.009736846748359231,1,11,U
Ant14,0.008447804733932527,0.011729686906669227,0.011729686906505611,0.002764298370200766,1,11,F
Ant13,0.0073862828153376655,0.0012978133972361137,0.0012978133973875507,0.0031066943939855266,1,11,C
Ant97,0.00886305618350524,0.009352130784308249,0.009352130784556286,0.002513999312328638,1,11,F
Ant387,0.006288429698260866,0.002969777279451164,0.0029697772795926683,0.0037239039936561545,1,11,C
Ant91,0.014628580677503153,0.023234964574293932,0.02323496457400363,0.005357628362867257,1,11,F
Ant169,0.0041668940154129626,0.000401041576633425,0.0004010415766930264,0.000968924016040841,1,11,N
Ant298,0.008002425554223291,0.0026864464981965733,0.0026864464984056643,0.0044362048705335975,1,11,C
Ant294,0.006764827212178779,0.009838969376012297,0.009838969375120596,0.00012316857055845576,1,11,F
Ant98,0.010288587571250332,0.011704113502489637,0.011704113502566102,0.006102038258377154,1,11,F
Ant217,0.010683592227878947,0.015308156859984542,0.01530815685993142,0.004045051501427692,1,11,F
Ant215,0.0035886590145010684,0.0007395644105757014,0.0007395644106329869,0.0007772205757951936,1,11,C
Ant458,0.008015257120867224,0.004240240851780493,0.004240240851955187,0.007940683036303405,1,11,C
Ant218,0.0044396560049887335,0.0004964532146590866,0.0004964532147483947,0.000556885155783716,1,11,N
