,PageRank,HubScore,AuthorityScore,Betweenness,Colony,Day,Role
Ant387,0.005071663598104821,0.0039285114827561285,0.003928511483239566,0.0005610873127041891,4,02,F
Ant356,0.013068444989566079,0.014366205466871259,0.014366205466171168,0.0026339846019065383,4,02,N
Ant353,0.006887766854351173,0.006200166271360512,0.00620016627160224,0.00207122832067227,4,02,F
Ant540,0.010939805847446877,0.011019325896560917,0.01101932589630351,0.0024293830527071752,4,02,N
Ant227,0.007457278245869258,0.00632349060258393,0.006323490603054512,0.0015642923178729104,4,02,F
Ant114,0.006493608022874384,0.006046802142082831,0.006046802142154887,0.0010523444238824625,4,02,C
Ant117,0.018077859472274176,0.017266707635597033,0.0172667076369423,0.0028020413912912367,4,02,C
Ant221,0.006685652270969339,0.006401758623836407,0.006401758623807364,0.0015231302517678207,4,02,C
Ant220,0.010605167007649728,0.010095727496873149,0.010095727497337817,0.002462108259491261,4,02,F
Ant191,0.007541907281105938,0.005794748158060853,0.005794748158296798,0.0028619469451084765,4,02,C
Ant192,0.010503780030481321,0.010184514478892038,0.010184514479710683,0.001836672133904846,4,02,F
Ant518,0.009623300863370716,0.008369010696669439,0.008369010697695923,0.002527526153028734,4,02,F
Ant929,0.008081191030697488,0.008951345714751294,0.008951345714102013,0.0007524241068139671,4,02,N
Ant320,0.010215915114858653,0.010170526708808322,0.010170526708986152,0.0039932048368065114,4,02,F
Ant326,0.007236095516293447,0.007537975480982773,0.007537975480459868,0.0008588984627782018,4,02,N
Ant650,0.012361753879109535,0.010885004622414056,0.010885004623721961,0.001567020738762433,4,02,U
Ant252,0.01316794705243806,0.014168193889601575,0.014168193888705263,0.001550975003899815,4,02,N
Ant250,0.011151910063755073,0.012036283245183663,0.012036283244239613,0.0008558101092613979,4,02,N
Ant251,0.007669069689018301,0.007297317994832305,0.007297317994912654,0.0018843736389564597,4,02,C
Ant256,0.012053983361477096,0.009462332638884383,0.009462332640248778,0.0015889392438004975,4,02,F
Ant261,0.007405773757727413,0.00592483770452147,0.005924837705208468,0.002011158869811048,4,02,F
Ant126,0.009833910233268428,0.009684730942832771,0.009684730944006244,0.0013715570219046663,4,02,F
Ant255,0.007421013437697285,0.0065217588668743925,0.006521758867171973,0.002157883984133235,4,02,F
Ant24,0.009647577910633703,0.010149352068483702,0.01014935206799158,0.003167274219280226,4,02,N
Ant25,0.011589924433123738,0.011825888010751672,0.011825888010981615,0.002574158283284029,4,02,F
Ant26,0.002613456994562882,0.0007520615261339761,0.0007520615262670765,3.6993891145484374e-05,4,02,C
Ant27,0.013213521964061429,0.013321276686683021,0.01332127668778809,0.001926772734120528,4,02,F
Ant23,0.007255987660721821,0.00700378362056162,0.0070037836207251245,0.001778521665969298,4,02,C
Ant120,0.01334394859892345,0.014452095476284657,0.014452095476350893,0.0027445005191930535,4,02,C
Ant482,0.008368495777290636,0.007315181759441327,0.007315181760333265,0.0011319505970825306,4,02,F
Ant838,0.008838178391142397,0.00933887023217279,0.009338870231885175,0.001756812271675325,4,02,N
Ant332,0.008918447881059152,0.008284046636634684,0.008284046636951257,0.002219180126170532,4,02,F
Ant334,0.010367735801916371,0.010765324737833344,0.010765324737626874,0.0024329916051308896,4,02,N
Ant647,0.007441514318413069,0.006566173048144606,0.006566173048521433,0.0012464323349467886,4,02,U
Ant646,0.011102726031744335,0.011977534112827273,0.01197753411210945,0.001528481799786753,4,02,N
Ant564,0.010013323676981266,0.010860106701928851,0.010860106701292968,0.0015736776763591094,4,02,N
Ant242,0.011257546128093222,0.011954153860639881,0.01195415386017696,0.002280456657004616,4,02,N
Ant245,0.005321277114961189,0.0033099979340763495,0.0033099979345091934,0.0011428940416977225,4,02,C
Ant51,0.01298471024184553,0.012855697579641449,0.012855697579752048,0.0030476501168358945,4,02,C
Ant59,0.012780603461235015,0.013710753374999449,0.013710753374320081,0.0028583594990987914,4,02,N
Ant140,0.013597369264730812,0.014045086640684755,0.014045086640694291,0.0029631273486378385,4,02,C
