,PageRank,HubScore,AuthorityScore,Betweenness,Colony,Day,Role
Ant621,0.01474924079530326,0.01296894036734958,0.012968940367955218,0.00385451519970453,2,29,C
Ant356,0.011499430690079153,0.00803873894211517,0.00803873894278192,0.0025736944025977187,2,29,N
Ant227,0.01361513286631469,0.015509701767782384,0.015509701767624093,0.0047270863947208724,2,29,C
Ant114,0.004570760194832092,0.00279408719273525,0.002794087192783424,0.0065197302950688076,2,29,C
Ant112,0.012193475165471203,0.014369203442371624,0.014369203441281378,0.0054671616038974675,2,29,F
Ant195,0.013976957346844137,0.012718559683803176,0.012718559684117777,0.0040597442977872225,2,29,C
Ant518,0.017789446234809967,0.02378722848178448,0.02378722848120152,0.005732822014061401,2,29,C
Ant492,0.009087062392162261,0.007255898869596137,0.007255898870143253,0.0024079868090690656,2,29,N
Ant324,0.007540311361922186,0.006819112512374497,0.0068191125124416555,0.003248171203993745,2,29,C
Ant650,0.018131684889610294,0.015470496349519608,0.015470496350538177,0.005606493019751111,2,29,U
Ant556,0.01052527063610989,0.009343732443572698,0.00934373244386402,0.006222643034302993,2,29,N
Ant552,0.011250049613920468,0.00889415817739744,0.008894158177996917,0.0021980989770145226,2,29,N
Ant256,0.010705036398840729,0.010085235190370988,0.010085235190065092,0.0033997097071829232,2,29,C
Ant257,0.009692475233537402,0.007929361964190957,0.007929361964469356,0.004987859333885926,2,29,N
Ant126,0.021362134059452295,0.026767234452515495,0.026767234452119985,0.00908043367990039,2,29,C
Ant20,0.00787324593445587,0.006808561658005325,0.006808561657863472,0.009916112492752215,2,29,C
Ant137,0.009622071940962252,0.007150997719734648,0.007150997720344905,0.001251428774549429,2,29,N
Ant400,0.00977333501127373,0.007643049761326655,0.00764304976181215,0.0035645698828649184,2,29,N
Ant560,0.008244218802574789,0.006790679094715422,0.006790679095079387,0.004424486396358016,2,29,N
Ant564,0.016639980263904376,0.026029823386072258,0.026029823384672753,0.00968802632616685,2,29,C
Ant243,0.0037162665726812403,0.002698810739372745,0.002698810739082789,0.00022415056913182186,2,29,F
Ant244,0.010903492668738756,0.009676230589078384,0.009676230589478384,0.0027224926594605764,2,29,N
Ant50,0.009189379262023966,0.007320502622029326,0.007320502622776009,0.0013678803860462635,2,29,N
Ant52,0.008182176440060637,0.006329640241688191,0.006329640242368887,0.002307571527276981,2,29,N
Ant55,0.01707912482490695,0.0226810526796411,0.022681052678329004,0.011172920198597568,2,29,F
Ant98,0.012533675177519764,0.010340935677290516,0.010340935678107557,0.004112888255598488,2,29,N
Ant140,0.009967270135625358,0.008748972368163601,0.008748972368518512,0.002405545459164879,2,29,C
Ant147,0.01072502774986071,0.008872520292359378,0.008872520292702895,0.003670613109528834,2,29,N
Ant144,0.01438732243792785,0.016548797256162723,0.01654879725598522,0.0069968746756543816,2,29,C
Ant305,0.008997056942475441,0.01073062674783397,0.01073062674751065,0.0023680841651160496,2,29,C
Ant148,0.0067093877873495075,0.004288212866090385,0.004288212866347404,0.002412196743940698,2,29,N
Ant673,0.00970746904545282,0.008128258949340527,0.008128258949497298,0.003748345591901479,2,29,U
Ant476,0.012455105022525195,0.008306796289604774,0.008306796290415478,0.0019332007979085113,2,29,N
Ant575,0.011489145001554292,0.011795150016944103,0.011795150016921434,0.013776140167499937,2,29,C
Ant44,0.02132008660910762,0.018805371729425015,0.0188053717309504,0.00446004043910924,2,29,N
Ant665,0.007360190747556871,0.005362345242487694,0.005362345242761883,0.003014738962234717,2,29,U
Ant398,0.01795511733411169,0.023281598927953305,0.023281598926002754,0.010831367096534242,2,29,F
Ant262,0.007548130476836709,0.0075008585926714805,0.007500858592587173,0.002868193755975515,2,29,C
Ant265,0.01770566052830261,0.023076145038358892,0.02307614503780623,0.008687482502469247,2,29,C
Ant268,0.02166638047019382,0.0320182615878839,0.03201826158585486,0.0121382649413609,2,29,F
Ant395,0.007653514438037367,0.006456519957253427,0.006456519957353578,0.003960863087446292,2,29,C
Ant502,0.005518819970693264,0.004465576881443693,0.004465576881429459,0.004006222715517885,2,29,C
Ant7,0.012099932565492183,0.013821203233764437,0.01382120323325958,0.0061835485866496105,2,29,C
Ant6,0.011412102258645095,0.011721781476858427,0.011721781477131299,0.00659905142301697,2,29,C
Ant2,0.011752295701653237,0.01385107461284666,0.013851074612709324,0.005657460022719695,2,29,C
Ant72,0.01233320484668773,0.016113446508106897,0.016113446507441696,0.009537072936209414,2,29,F
Ant593,0.013907787865031761,0.012555027838415903,0.012555027838810398,0.004535587430413244,2,29,N
Ant592,0.0083150894317403,0.0047941386732448365,0.004794138673751867,0.0006626724053539556,2,29,Q
Ant19,0.015903275184815203,0.014406714529108267,0.014406714529719674,0.005317507729791923,2,29,N
Ant599,0.010010285034661948,0.008042569758105805,0.008042569758553721,0.00323490225940497,2,29,N
Ant12,0.002803992683638528,0.0019398727602997082,0.0019398727601307288,0.00025190881225968536,2,29,F
Ant96,0.01093270606925197,0.008707981483565195,0.008707981484270941,0.0017753002456895916,2,29,N
Ant169,0.010005089380295073,0.007647587908200671,0.007647587908559679,0.0039830923786754666,2,29,N
Ant298,0.01616421124319829,0.012901585499888808,0.012901585501079137,0.0038793476231808685,2,29,N
Ant296,0.00806872281079464,0.005794993484825085,0.005794993485087236,0.003406690904284916,2,29,N
Ant294,0.0057302480596476794,0.006252538777425326,0.0062525387769920985,0.002740469527937372,2,29,F
Ant99,0.009872344309874884,0.008486610190740197,0.008486610191146727,0.005429110496331564,2,29,N
Ant161,0.006441822258559287,0.005597815396801098,0.005597815396901113,0.0021299371751934784,2,29,N
Ant217,0.01516611626325399,0.021216067325761992,0.02121606732413511,0.010659474889892061,2,29,F
Ant215,0.015318538615941566,0.019759619075890522,0.019759619073860948,0.002969377382611088,2,29,F
Ant210,0.013263234275382459,0.013244547772227574,0.013244547772578835,0.008340051922137031,2,29,C
Ant219,0.008673303726552756,0.006323593916730774,0.00632359391709366,0.0047302759705929835,2,29,N
Ant332,0.012895565674364963,0.010129524933348706,0.010129524934150645,0.0024000982820534893,2,29,N
Ant60,0.011069007499830788,0.008685595314941258,0.008685595315835017,0.0010826101981234544,2,29,N
Ant62,0.008549237812331911,0.005128479270801482,0.0051284792712617214,0.001997025461566683,2,29,N
Ant63,0.007873883048624297,0.006568389724479347,0.006568389724767698,0.003522309597326864,2,29,N
