,PageRank,HubScore,AuthorityScore,Betweenness,Colony,Day,Role
Ant621,0.010514191704449649,0.012667641526383135,0.01266764152478749,0.00454028184534045,3,37,F
Ant540,0.009222972486443725,0.006780549445060399,0.006780549446041922,0.002883332569134121,3,37,N
Ant227,0.012111661797949478,0.014798218418824505,0.014798218418031939,0.003976373124744851,3,37,C
Ant117,0.006901732388962156,0.007377201423533723,0.007377201422893821,0.0055773372932126425,3,37,F
Ant111,0.006108613903439062,0.006456701763878922,0.006456701763780619,0.0016267476683537283,3,37,F
Ant220,0.010682158993178438,0.009075147163258057,0.009075147164535828,0.002710912594933277,3,37,N
Ant194,0.009394725906052956,0.009489634294762865,0.009489634293301822,0.003465006746848284,3,37,F
Ant196,0.030627860544683302,0.03310267886406492,0.03310267886114342,0.010460897910254799,3,37,F
Ant191,0.009880476597216291,0.009364959791060843,0.00936495979150315,0.004474711694546853,3,37,N
Ant190,0.008510422984528232,0.010286707626022165,0.010286707625406753,0.0019267276888906212,3,37,C
Ant518,0.0016205066418732866,8.159650004220065e-06,8.15965000471805e-06,0.0,3,37,C
Ant324,0.009219753224280994,0.0076661294985578094,0.007666129499321025,0.0020773277977466503,3,37,N
Ant329,0.011323718551777884,0.0068705530139358765,0.006870553015091102,0.005132408314233239,3,37,N
Ant650,0.00650703380219484,0.006084606231031658,0.006084606229737973,7.410520049549373e-05,3,37,F
Ant556,0.007604897411381329,0.008325018090266837,0.008325018089737657,0.0030324209330119404,3,37,F
Ant252,0.014474267000604352,0.01711175796156977,0.01711175796014792,0.009173804842414918,3,37,F
Ant251,0.005128140213366322,0.004426688877090593,0.0044266888763401435,0.0018868456994305686,3,37,F
Ant256,0.010971556399628941,0.013734932508333625,0.013734932507458726,0.00237109207545621,3,37,F
Ant126,0.018476611883637993,0.02159166526725979,0.0215916652653296,0.00811648833728692,3,37,F
Ant26,0.01145241303705903,0.014583668390366861,0.014583668389235657,0.0023937300017160346,3,37,F
Ant27,0.010961059197952337,0.012361931542510477,0.012361931540957835,0.004427082725659396,3,37,F
Ant20,0.012817983171630012,0.014171909522583166,0.014171909522360878,0.004492207386778228,3,37,C
Ant23,0.008141735084160122,0.005502528645646673,0.00550252864656109,0.00216894811657969,3,37,N
Ant482,0.00890707043876606,0.00975769985077098,0.009757699848893691,9.71978334525493e-05,3,37,F
Ant331,0.007558209922091985,0.00758800163977784,0.007588001639683143,0.003215705208152659,3,37,F
Ant334,0.01267156664499866,0.009951868178596491,0.009951868180279228,0.003652472440992412,3,37,N
