,PageRank,HubScore,AuthorityScore,Betweenness,Colony,Day,Role
Ant387,0.006280588180478997,0.005024801117378163,0.005024801117603268,0.0009631876267975259,4,01,F
Ant356,0.01020408435699773,0.011614030006369675,0.011614030006075082,0.0009448660897880718,4,01,N
Ant353,0.008466901509050724,0.00838668089823939,0.008386680898287105,0.00203969401205575,4,01,F
Ant540,0.012752311593095665,0.013781372313264985,0.013781372313248674,0.0029564708540504585,4,01,N
Ant227,0.008353362871615156,0.007267727398994221,0.007267727399227032,0.0022218666758640165,4,01,F
Ant114,0.007509029306677059,0.007150162766280966,0.007150162766415765,0.001474615627986668,4,01,C
Ant117,0.01672018605041084,0.018004401395245916,0.01800440139521418,0.002175708352130008,4,01,C
Ant221,0.006108524447070022,0.005913858325014217,0.005913858325033166,0.0011830546944281834,4,01,C
Ant220,0.010399369752587784,0.009639927746146536,0.00963992774628907,0.0019291746085584624,4,01,F
Ant191,0.007960370872411244,0.006775260042228887,0.006775260042481038,0.0012381342788560141,4,01,C
Ant192,0.008077420068241992,0.007801457900196981,0.007801457900253275,0.0016918811950629828,4,01,F
Ant518,0.00729088693655245,0.005697162371849874,0.005697162372055895,0.0010440869276600456,4,01,F
Ant929,0.006789039318669168,0.006762764010513623,0.00676276401030542,0.0006952010459722485,4,01,N
Ant320,0.010472354492973984,0.01064755359940081,0.010647553599404721,0.0022854750258081567,4,01,F
Ant326,0.008252926647577619,0.0087897388939803,0.008789738893816155,0.0015451459419514241,4,01,N
Ant650,0.012890486359170776,0.011772466616831515,0.011772466617280599,0.0020616502363787837,4,01,U
Ant252,0.013381202058837168,0.014698444513693296,0.014698444513380331,0.002015917903075002,4,01,N
Ant250,0.010392499852027998,0.011601448377094788,0.011601448376841609,0.0015631441411184234,4,01,N
Ant251,0.006480467310777776,0.005851058511250244,0.005851058511267728,0.0019505781749445832,4,01,C
Ant256,0.006383994942268834,0.004532820238923568,0.0045328202391122325,0.0011316034867580836,4,01,F
Ant261,0.0068066561759329855,0.005503629895984839,0.005503629896223058,0.00119596583187036,4,01,F
Ant126,0.010294010067898339,0.009613460584549751,0.009613460584758149,0.0016983941449485638,4,01,F
Ant255,0.008459148317599948,0.007598994647704966,0.007598994647818532,0.001819757014160583,4,01,F
Ant24,0.008963960367186122,0.009038112332892152,0.009038112332735321,0.0020449355711608243,4,01,N
Ant25,0.009270127247001915,0.009172494930130587,0.009172494930215337,0.001991713601619284,4,01,F
Ant26,0.003617562821389723,0.001915481274324384,0.001915481274428515,0.0002480388159088528,4,01,C
Ant27,0.014178657398398853,0.013335008401592473,0.013335008401988193,0.002478886760697185,4,01,F
Ant23,0.006299600322050002,0.005610198246727812,0.005610198246782344,0.001545476753802184,4,01,C
Ant120,0.011515848982322437,0.011073253099832753,0.011073253099912164,0.0026991819754251132,4,01,C
Ant482,0.008887326357148968,0.008408803782287418,0.008408803782435933,0.0018126006699367603,4,01,F
Ant838,0.006773411362514931,0.0070142457729496155,0.007014245772792808,0.0007457848583222069,4,01,N
Ant5,0.008862854940222837,0.007833291073108614,0.007833291073385835,0.001550559239226352,4,01,F
Ant332,0.009838029898896034,0.009556334373928787,0.009556334374029389,0.0024767004487733146,4,01,F
Ant334,0.009346648654218803,0.009534499399139997,0.009534499398994367,0.0015515704161374229,4,01,N
Ant647,0.012006400807388448,0.01138545398147575,0.011385453981917714,0.0017430543242923078,4,01,U
Ant646,0.007748979942355218,0.007856848280303702,0.007856848280118558,0.0010694900205034765,4,01,N
Ant564,0.008171738353004497,0.008633321170660764,0.008633321170507486,0.0011714320513412273,4,01,N
Ant242,0.011503844641396773,0.011910880305616031,0.011910880305581103,0.0026248528775528993,4,01,N
Ant245,0.0052609693053246665,0.0031235096366971017,0.003123509636836275,0.0005904824410783069,4,01,C
Ant51,0.012640895129693786,0.01325608964838137,0.013256089648427838,0.0026403060229477854,4,01,C
Ant59,0.01334443053856929,0.014503051549622836,0.014503051549289919,0.0020795159683634347,4,01,N
Ant140,0.01684125987545549,0.018404399063974848,0.018404399063919236,0.0025399231578008812,4,01,C
Ant305,0.009162467693485315,0.00935796635402112,0.009357966353915238,0.0016036038374851059,4,01,N
Ant148,0.017901035520423433,0.019373975055015806,0.019373975055013613,0.003178840633647927,4,01,C
Ant149,0.015317641177742055,0.015748459060305,0.015748459060244198,0.002163992227861246,4,01,C
Ant476,0.005442359033325044,0.0049393686880027775,0.004939368687971247,0.0010320755780176519,4,01,C
Ant475,0.00980728085395411,0.01043600017249689,0.010436000172298895,0.001282961993536444,4,01,N
Ant115,0.00760213036069182,0.0074409140213406045,0.007440914021226582,0.0015602721072893264,4,01,N
Ant44,0.023230958017571926,0.025571771394181687,0.025571771393729254,0.002499843270377375,4,01,N
Ant49,0.01184897399280185,0.013250700787817109,0.013250700787534198,0.0020609102191009934,4,01,C
Ant501,0.008111942268215027,0.007430383526648923,0.0074303835268325034,0.0013421893189242366,4,01,C
Ant740,0.010745567743972,0.011923093930132987,0.011923093929950187,0.0019870411741968437,4,01,N
Ant954,0.011998430417109969,0.013341292590456362,0.013341292590384511,0.0019362585126176375,4,01,U
Ant0,0.008972829416399698,0.00913601216001398,0.009136012159997584,0.0020373162702920495,4,01,N
Ant263,0.006879853612673815,0.0070833228840386925,0.007083322883969488,0.0012253119075017705,4,01,N
Ant262,0.010564853618689517,0.010140467982479614,0.010140467982795252,0.001135592167341551,4,01,C
Ant153,0.008884953048888228,0.008082627339854074,0.008082627340040113,0.0019649046381425518,4,01,C
Ant264,0.013212518019860685,0.014398857316784489,0.014398857316494172,0.0016969777167286668,4,01,N
Ant158,0.00899407014133382,0.009850732263083653,0.00985073226292368,0.0018698886245422368,4,01,N
Ant311,0.0141654772187668,0.014288407259668586,0.01428840725969898,0.002345746849326471,4,01,C
Ant391,0.010943502532709924,0.011880602802299817,0.011880602801928078,0.0014688152531328385,4,01,N
Ant397,0.006920499436051879,0.006826823221484645,0.006826823221499533,0.0015923358106375526,4,01,C
Ant502,0.012737415953019438,0.01551965664163976,0.015519656641244495,0.0009520780330637029,4,01,Q
Ant4,0.007863949698107369,0.008311601423175356,0.008311601422964035,0.0013186474178238298,4,01,N
Ant6,0.010040051415086085,0.010564439208746564,0.010564439208553714,0.0014023803543455817,4,01,N
Ant1,0.00657121527191104,0.0054062098140181016,0.005406209814207441,0.0011909483622659159,4,01,C
Ant507,0.010211795940745423,0.010159563389513477,0.01015956338954517,0.002891816991432874,4,01,C
Ant2,0.018188050315442073,0.01723380720469899,0.017233807205234312,0.0024775222481375346,4,01,F
Ant73,0.010378204003185839,0.01144139196965775,0.011441391969435026,0.001493776996899518,4,01,N
Ant71,0.009435137430738205,0.010138575944846195,0.01013857594456115,0.0014604144913540438,4,01,N
Ant593,0.008261699186383874,0.007836402790280339,0.00783640279024863,0.0021730394377441832,4,01,C
Ant592,0.0122646565350227,0.013131974523212908,0.013131974523244772,0.0027384447487871495,4,01,C
Ant19,0.006708000643639667,0.0058274810804313055,0.0058274810805374454,0.0013482626180203,4,01,C
Ant614,0.008894135593365224,0.0073594498049806955,0.007359449805354649,0.0008263621009248222,4,01,C
Ant599,0.010315075509731708,0.010592731240607505,0.01059273124081298,0.0016314784323235583,4,01,C
Ant14,0.010212270289084795,0.008772376107212645,0.00877237610753301,0.0020939963520181723,4,01,F
Ant17,0.008568866827374738,0.009560923938648132,0.009560923938356686,0.00044433489135524434,4,01,N
Ant97,0.008223073008152521,0.008350988732942176,0.008350988732796424,0.0017800401641905668,4,01,C
Ant96,0.010806398013226628,0.01045535968631156,0.010455359686473334,0.0025414142785995207,4,01,F
Ant298,0.014208689888189527,0.014332518436471427,0.014332518436559928,0.0029348178712432413,4,01,C
Ant299,0.01280819868234192,0.01370335151292776,0.013703351512749767,0.002590899487590099,4,01,N
Ant296,0.007914346798651103,0.008345013398443927,0.008345013398351177,0.0017274737946193516,4,01,C
Ant217,0.007491503788489113,0.008036686318622593,0.008036686318387519,0.0007274926856357225,4,01,N
Ant210,0.007292673382396278,0.007016130455953307,0.0070161304560292055,0.0018658639037646503,4,01,C
Ant62,0.009551770587564127,0.010132950672375171,0.010132950672234325,0.0014216108382205854,4,01,N
Ant65,0.007163188520669559,0.006113214068101359,0.006113214068189628,0.001688360533195578,4,01,F
Ant607,0.007048248893807147,0.006867148808221548,0.006867148808135656,0.0011860487065439734,4,01,C
Ant610,0.0068069018038294585,0.006034049646915088,0.006034049646979876,0.0018938541617893037,4,01,F
Ant289,0.012738857471501734,0.01397470905008879,0.01397470904982166,0.0014566560990872232,4,01,N
Ant173,0.006724360587113462,0.005828363142854714,0.005828363143121328,0.0010504151626274212,4,01,C
Ant172,0.015497649205439282,0.01636413845983402,0.01636413845957234,0.0022492724140191745,4,01,N
Ant170,0.007533922184277587,0.007142667263153628,0.007142667263057183,0.0009553849665762985,4,01,N
Ant176,0.011113670646015445,0.010804768027879448,0.010804768027980449,0.0025853523118759296,4,01,F
Ant202,0.006698749648413357,0.005762771675176976,0.005762771675427404,0.0010237641256542252,4,01,F
Ant638,0.012806568949048988,0.012191049755481303,0.012191049755716646,0.002650938544498885,4,01,C
Ant32,0.010176788048411337,0.009969546662650326,0.009969546662699166,0.0023117986734152818,4,01,F
Ant632,0.008137529119236169,0.008872464146557249,0.0088724641464375,0.0019848703254112367,4,01,C
Ant530,0.010105413640382498,0.01068794957992903,0.010687949579695913,0.0011759093230098105,4,01,N
Ant534,0.008144215458579058,0.00818035457903365,0.008180354578878448,0.0011837750322464722,4,01,N
Ant237,0.006653304028588151,0.00631304308279227,0.006313043082716694,0.0008481858128555246,4,01,N
Ant433,0.006847089422033708,0.006703203585560532,0.0067032035855181605,0.001303151291926738,4,01,N
Ant186,0.01035065105267387,0.009464696865140747,0.009464696865498853,0.0016576533856267194,4,01,F
