,PageRank,HubScore,AuthorityScore,Betweenness,Colony,Day,Role
Ant621,0.013768495368491215,0.019369258431797674,0.01936925843125242,0.0013261869143212784,3,32,F
Ant540,0.00905464711653052,0.004476169798118076,0.004476169798666406,0.00286741483451554,3,32,N
Ant227,0.01440085323096402,0.014081690402865554,0.01408169040310962,0.00672339152944019,3,32,C
Ant117,0.009004318940154089,0.012351600943102906,0.012351600942698287,0.002420881081882055,3,32,F
Ant111,0.006375282286484118,0.005777049943842995,0.005777049943891468,0.002563496933515314,3,32,F
Ant220,0.010064294916099812,0.004630694794346444,0.004630694794978123,0.0026976471325224063,3,32,N
Ant194,0.011700717283246011,0.01743229732335498,0.017432297322749243,0.0021673702514108163,3,32,F
Ant196,0.021540257721873485,0.03369041287506867,0.03369041287336486,0.0025452443912049876,3,32,F
Ant191,0.009411989702880706,0.003349008069518435,0.0033490080700188684,0.003382253060754415,3,32,N
Ant190,0.007325473083140221,0.008019547260629969,0.008019547260596642,0.0032678231124746117,3,32,C
Ant518,0.0016624054586201619,1.5307784419349494e-05,1.5307784423532678e-05,1.1439029970258524e-05,3,32,C
Ant324,0.009575413395936306,0.007580816269018249,0.007580816269280065,0.005373543643032287,3,32,N
Ant329,0.00574967543971109,0.0021857541489056684,0.0021857541491897494,0.001342122864049447,3,32,N
Ant650,0.008922245440609424,0.012914835019009393,0.012914835018549968,0.0015825451327149019,3,32,F
Ant556,0.008097736326094885,0.009108741655767518,0.009108741655715766,0.002792327888884147,3,32,F
Ant252,0.011829321345883357,0.016572530729659096,0.016572530729268592,0.0038104625659238847,3,32,F
Ant251,0.007498036155210914,0.012217641256180908,0.012217641255422124,0.0012796790493787118,3,32,F
Ant256,0.010464174510434035,0.011672947277941846,0.011672947277861452,0.004885813895717403,3,32,F
Ant126,0.01492082417442023,0.023734676612041265,0.0237346766110085,0.002240939075525576,3,32,F
Ant26,0.007609344336641,0.0047104494578331865,0.004710449458055831,0.0037338515450518104,3,32,F
Ant27,0.016342704108086,0.025277460780143028,0.025277460779267805,0.00240512045447931,3,32,F
Ant20,0.012516725752788338,0.009182138605999188,0.009182138606584553,0.004297702044999878,3,32,C
Ant23,0.007257991309677281,0.002988581282756238,0.0029885812832114956,0.0012741228099705853,3,32,N
Ant124,0.013444901060999355,0.020773406631934662,0.020773406631012445,0.0019184730021482924,3,32,F
Ant331,0.009195776087191144,0.007289145242987789,0.007289145243259528,0.007462841524922702,3,32,F
Ant334,0.008318396144648918,0.0049188012243483155,0.004918801224742783,0.0026160574441285622,3,32,N
Ant560,0.013740451863999921,0.02014441582437095,0.020144415823586077,0.00230884614840707,3,32,F
Ant564,0.008499309263713851,0.00282471622526966,0.002824716225735115,0.0018130501513277631,3,32,N
Ant243,0.013386735161282937,0.017984388225812303,0.017984388225321158,0.004675072221314256,3,32,F
Ant242,0.008999908018508465,0.00390885302273778,0.00390885302330536,0.0033274641829714323,3,32,N
Ant245,0.003247623397414753,0.0024139838007151064,0.0024139838006853047,0.00034831777538480905,3,32,C
Ant244,0.00492274146179942,0.0022276432582745594,0.0022276432585226305,0.0014816005938319827,3,32,N
Ant51,0.010630717212742955,0.00959992907036521,0.009599929070573623,0.005921353195824572,3,32,C
Ant53,0.011464950596823599,0.004922531468773279,0.004922531469449877,0.0043983980267135285,3,32,N
Ant52,0.013050982380671613,0.016094899748209074,0.016094899747947068,0.002376432873904773,3,32,F
Ant54,0.009990349032953637,0.014690705978946445,0.014690705978426415,0.0015987465851337048,3,32,F
Ant397,0.010065501376656627,0.007512413729606305,0.007512413730091829,0.004097634186072202,3,32,C
Ant673,0.00679679870208029,0.008450014678724102,0.008450014678485168,0.0012377347878499093,3,32,F
Ant301,0.011251772670734779,0.008948505234107298,0.008948505234538754,0.0066900325608518375,3,32,C
Ant476,0.012201347867182345,0.016346654546650866,0.016346654546239583,0.004942330530127482,3,32,F
Ant475,0.00893177686928575,0.012734113761809081,0.012734113761330742,0.0028333401806412977,3,32,F
Ant380,0.018204142876683174,0.029122504188996465,0.029122504187587543,0.0035922739396785715,3,32,F
Ant229,0.012147483013061568,0.012142763716204086,0.01214276371646917,0.006947048467714452,3,32,C
Ant576,0.011311971206383251,0.006203407532292017,0.006203407532902637,0.007044261057669619,3,32,N
Ant115,0.015406376252437999,0.0124027459252652,0.012402745925924594,0.006566752015383962,3,32,N
Ant48,0.01660420650898788,0.02244986211488744,0.022449862114455658,0.004286596609624754,3,32,F
Ant580,0.0076531267631814726,0.002833324675857258,0.0028333246763428315,0.0014563206044239437,3,32,N
Ant398,0.008322508566533144,0.004378300012442707,0.004378300012913106,0.00443585356800825,3,32,N
Ant663,0.01683322193731741,0.02129990712420767,0.021299907123874442,0.009227511440605247,3,32,U
Ant954,0.010380386488011139,0.00522278077870289,0.005222780779236246,0.00356431167151358,3,32,U
Ant260,0.019088219088098598,0.027518911717571908,0.027518911716459864,0.006031674075118981,3,32,F
Ant264,0.008989356991213625,0.004673248703934291,0.004673248704404818,0.00470978240463538,3,32,N
Ant159,0.009686661700992652,0.010420134412341036,0.010420134412266444,0.00462717316920523,3,32,C
Ant158,0.008670457411155283,0.004433621750800621,0.004433621751308417,0.0025613603111858682,3,32,N
Ant112,0.00949233957895183,0.011737228925179252,0.011737228925008959,0.002450472702387622,3,32,F
Ant390,0.009530774688136063,0.005250459407029518,0.005250459407536061,0.0034116190234183426,3,32,C
Ant9,0.009454865657350322,0.009118334817298237,0.009118334817523508,0.0026963139368680867,3,32,F
Ant4,0.01326463592280636,0.02250935696143993,0.02250935696016991,0.001277147200556259,3,32,F
Ant6,0.01003633749274654,0.01613974198581651,0.016139741984974847,0.0018034662762471153,3,32,F
Ant1,0.014606916811347345,0.01755299996508946,0.017552999964963543,0.004333262583905744,3,32,F
Ant0,0.008316135751483005,0.013081557503838931,0.013081557503203936,0.0016482844988524412,3,32,F
Ant482,0.00921781212360764,0.012072469932187524,0.012072469931836305,0.0025667549025149973,3,32,F
Ant74,0.009773839812940254,0.005468622426242438,0.00546862242688417,0.002665125287720534,3,32,N
Ant72,0.009852833043669521,0.004927412558531302,0.004927412559116501,0.0020502418852100033,3,32,N
Ant71,0.007816850777718364,0.004294030810654639,0.004294030811007448,0.00547952354114542,3,32,N
Ant70,0.016346714034515722,0.02247644771663478,0.02247644771603443,0.002613113117688645,3,32,F
Ant610,0.008809776315204614,0.0030208740922804764,0.0030208740927586217,0.0030115627815055887,3,32,N
Ant614,0.009110118394304114,0.005704807066137196,0.005704807066528258,0.018363021265098124,3,32,N
Ant17,0.010487464042682495,0.005940181742307548,0.005940181742878315,0.005084961073397092,3,32,N
Ant13,0.009608792323531793,0.00460012534419426,0.004600125344686084,0.0033594167385750744,3,32,N
Ant12,0.014144388832416362,0.015513977334828004,0.015513977334930523,0.006280377903874391,3,32,C
Ant97,0.016687426030035646,0.01336294101799991,0.013362941018797201,0.005438542908901454,3,32,N
Ant96,0.012202578207976902,0.013228364804695669,0.013228364804855357,0.004723178571867964,3,32,C
Ant137,0.005175520460103356,0.0011513371543515824,0.0011513371545515566,0.0007813833753617509,3,32,N
