,PageRank,HubScore,AuthorityScore,Betweenness,Colony,Day,Role
Ant6,0.029959150690425984,0.031868148747515625,0.031868148746385626,0.004696176834688525,4,40,N
Ant954,0.038192076979968057,0.04630498269828571,0.046304982693320305,0.005345804168039856,4,40,U
Ant263,0.02174193877926413,0.02252902391464155,0.02252902391109103,0.004818008521884283,4,40,N
Ant356,0.027579968323652754,0.03775236294864108,0.037752362944457274,0.005203313429937833,4,40,N
Ant264,0.034627090764707526,0.04508630008668018,0.04508630008089596,0.003840322035136421,4,40,N
Ant170,0.020437904625005804,0.019205744517619392,0.019205744517362452,0.006463669998847307,4,40,N
Ant176,0.024392149466852215,0.022883322704371132,0.02288332270594695,0.005753758517521998,4,40,N
Ant391,0.026218546667623376,0.0318001643181117,0.0318001643122955,0.0028717968123086143,4,40,N
Ant227,0.020014862778838904,0.01273819195939141,0.012738191964144687,0.02019323269132395,4,40,C
Ant117,0.04298981204378914,0.052846365763915,0.052846365759093475,0.005545204722409985,4,40,N
Ant242,0.03167458306677301,0.04024280210791679,0.040242802104177626,0.004695060614029078,4,40,N
Ant2,0.04057756213457002,0.02538155909109375,0.025381559104333935,0.004137971078569979,4,40,F
Ant51,0.029007625166490306,0.020307117579970425,0.02030711758859165,0.003593220061448195,4,40,C
Ant191,0.009789722038626934,0.0014008898928630734,0.0014008898938721972,0.0,4,40,C
Ant73,0.041060694657364734,0.04598287571439808,0.04598287571077686,0.005653320014561605,4,40,N
Ant593,0.03155582191396223,0.029336327153008223,0.029336327157971784,0.005493151868886453,4,40,C
Ant592,0.0405743460380959,0.055352630331133065,0.055352630324914984,0.0032568139060164653,4,40,N
Ant638,0.02925614226913496,0.02019947736535118,0.020199477376414064,0.0021666472249115393,4,40,F
Ant599,0.02575808136124202,0.020375065845379927,0.020375065849647933,0.006094949029010177,4,40,N
Ant502,0.01610531044843322,0.016760697469617798,0.01676069746739995,0.001558852568749393,4,40,Q
Ant97,0.017097019692336502,0.00944240644220066,0.009442406446927261,0.002257747582536782,4,40,F
Ant299,0.027801365024900947,0.03259003358712913,0.032590033581679244,0.003780943170331791,4,40,N
Ant305,0.01974744259480575,0.011347706558117614,0.011347706560198265,0.016985700758899006,4,40,C
Ant148,0.010976331695025031,0.004416057448214662,0.004416057450430609,0.0013983749026599116,4,40,F
Ant650,0.02994187830334047,0.022898360384478896,0.02289836039126332,0.0029761869512990296,4,40,U
Ant476,0.017795062763610738,0.0072543826438028714,0.00725438264728465,0.01338808835081185,4,40,F
Ant475,0.030916176186521233,0.02619116225340378,0.026191162257060335,0.007336008404531691,4,40,N
Ant262,0.021945403199916086,0.019139731259083723,0.01913973126211013,0.0038661355492469918,4,40,C
Ant252,0.040668777137971755,0.055889234135528085,0.0558892341263448,0.005631125717258128,4,40,N
Ant256,0.022608826394232943,0.015845409438788174,0.015845409441461646,0.01942796774853948,4,40,C
Ant24,0.024561814423754783,0.025172638898655668,0.02517263889391249,0.0010482171813137348,4,40,N
Ant25,0.028737637211338478,0.02053045330550923,0.020530453313092497,0.005027715434275164,4,40,F
Ant27,0.029414803128567098,0.0346203309458329,0.03462033093982219,0.002662675453607598,4,40,N
Ant44,0.07077702512442635,0.08568992789184492,0.08568992788217834,0.0068702739458865675,4,40,N
Ant49,0.025497046904430404,0.03061811459750435,0.030618114593139827,0.0020399961230696297,4,40,N
