,PageRank,HubScore,AuthorityScore,Betweeness,Colony,Day,Role
Ant42,0.010232898135482778,0.005167936614172845,0.005167936614499158,0.004434238773844578,1,13,C
Ant43,0.00794692208897695,0.010735828035058244,0.010735828034592956,0.0016223638712292267,1,13,F
Ant44,0.01548721684111746,0.017857910634608756,0.017857910634565367,0.013349495378797795,1,13,F
Ant6,0.015710801023676856,0.028286709398391174,0.028286709396951847,0.00372979470155118,1,13,F
Ant507,0.011863965896510767,0.019925426750668912,0.019925426749482014,7.195745293350514e-05,1,13,F
Ant153,0.009196057897635126,0.005852023767511032,0.0058520237678810075,0.002552501735455861,1,13,C
Ant260,0.024247453110470735,0.04059673422193931,0.040596734221580486,0.005798869721071609,1,13,F
Ant156,0.009860202057073384,0.0027881042731183483,0.002788104273506392,0.002850459648036294,1,13,N
Ant159,0.005976290111023048,0.0018752303908235806,0.0018752303910520103,0.0016118987136978264,1,13,N
Ant158,0.010393756138333803,0.008594534240483943,0.008594534240811578,0.003550594195443493,1,13,F
Ant311,0.0112428991045915,0.011837284428282958,0.011837284428270973,0.009906700710237101,1,13,F
Ant268,0.006412284703184548,0.0021516620308002572,0.0021516620310445306,0.0014088662646928563,1,13,N
Ant390,0.004411435491065808,0.0006077508679369755,0.0006077508680783606,0.00023432086209820187,1,13,N
Ant395,0.006774496549544385,0.0030694149478446976,0.003069414948077345,0.003907463762209057,1,13,C
Ant394,0.006584167312785471,0.002185576015781406,0.002185576016046264,0.0013050502212061318,1,13,C
Ant4,0.008807673007558574,0.007144115279041716,0.00714411527924793,0.003062058588330465,1,13,F
Ant7,0.006884169972933455,0.0037733154501579614,0.0037733154504203557,0.0027330045596817955,1,13,C
Ant501,0.009366194708788522,0.005668626134239716,0.005668626134520829,0.004096318637908958,1,13,C
Ant0,0.004586488768717578,0.0012877825044098612,0.0012877825045600876,0.0008758275057479346,1,13,N
Ant76,0.009981900181806657,0.012296608452573915,0.012296608452466844,0.004781778111470168,1,13,F
Ant73,0.014913686580559894,0.030564809369434707,0.03056480936939923,0.002041947198878804,1,13,F
Ant593,0.00750066231110021,0.003131170596610264,0.003131170596916692,0.0028841734070436903,1,13,C
Ant19,0.008984094324451635,0.007126879888998218,0.007126879889229608,0.0028120065817533405,1,13,F
Ant614,0.007917980220785197,0.002046733553603051,0.0020467335539082554,0.001194406559102348,1,13,
Ant599,0.01220249235903299,0.008464834475909457,0.008464834476346932,0.00490145738944233,1,13,
Ant13,0.008988789307320048,0.004778200843218247,0.0047782008435294345,0.004311200124450084,1,13,C
Ant97,0.011251588760673921,0.01054653073676494,0.010546530737033613,0.003011825843963327,1,13,F
Ant387,0.010106693737687036,0.007274436823052213,0.007274436823345803,0.0050174703032167985,1,13,F
Ant169,0.007005518033808153,0.0021692256204414065,0.002169225620699118,0.003027204400389847,1,13,N
Ant298,0.008003134418855582,0.005660071529880901,0.005660071530146701,0.0028208754397574653,1,13,F
Ant294,0.012264821940443866,0.023986203497038217,0.023986203495561114,0.0002563477797991854,1,13,F
Ant98,0.010436574544128012,0.013235075637795864,0.013235075637588991,0.006648093128819907,1,13,F
Ant217,0.011259302804429737,0.019077892719125602,0.019077892718476562,0.0020701828852905824,1,13,F
Ant215,0.004586500398554301,0.0012706535089505484,0.0012706535090824995,0.001224432178897489,1,13,C
Ant458,0.013353163991273228,0.009942189486413103,0.009942189486853584,0.0046998457437632535,1,13,C
Ant218,0.00856743260196935,0.005987543167657282,0.005987543167934634,0.0037795049939568105,1,13,C
Ant219,0.007126499658583336,0.001631879840683311,0.0016318798409358027,0.0008303352443366091,1,13,Q
Ant332,0.006361190202851787,0.008871631832977721,0.008871631832388885,8.775629795306155e-05,1,13,F
Ant60,0.00829272124439727,0.0062772733397959135,0.006277273340032989,0.002582133375622932,1,13,F
Ant63,0.00654008208667095,0.0016291285740749105,0.0016291285743079858,0.0016899226858409554,1,13,N
Ant64,0.018199310379675038,0.025816667029133187,0.02581666702920924,0.005275970979042784,1,13,F
Ant178,0.0053825635727473235,0.0013860579133048111,0.0013860579134810456,0.0011351746331663643,1,13,N
Ant289,0.011359232542172078,0.011698765530840755,0.011698765531089932,0.0027311820435901063,1,13,F
Ant173,0.008838955069503551,0.002137033242318728,0.0021370332426531987,0.00228025921058374,1,13,N
Ant176,0.005582961550794222,0.007998129888481306,0.00799812988798876,3.007824949501193e-05,1,13,F
Ant207,0.010359188560877966,0.004493464132533653,0.0044934641329369964,0.00375374510015255,1,13,C
Ant202,0.013786400107682428,0.007622304600030565,0.00762230460057894,0.006414240096524258,1,13,C
Ant209,0.01263962468123474,0.01461145064628299,0.014611450646483294,0.002674733277205439,1,13,F
Ant38,0.015318338914775975,0.02098023778980139,0.020980237789617027,0.009226873024584817,1,13,F
Ant32,0.016538884796798485,0.02968145938839434,0.029681459387363673,0.0057820583720805735,1,13,F
Ant30,0.015366589796260098,0.026418730409506617,0.02641873040844435,0.002878230809218494,1,13,F
Ant530,0.008167983792774482,0.010770180054743696,0.010770180054410227,0.003175642400260017,1,13,F
Ant538,0.008925103803538822,0.002525989621556878,0.002525989621897228,0.0028363656756140265,1,13,N
Ant232,0.012356244603069817,0.011045437557580534,0.011045437557862229,0.0019318684489283606,1,13,F
Ant109,0.006530118679320605,0.00434772653186184,0.004347726532071019,0.00316901447714019,1,13,F
Ant238,0.010901404674147604,0.015868061070960022,0.015868061070561865,0.004803196130510029,1,13,F
Ant342,0.005914497033986204,0.004120132588273437,0.004120132588501878,0.0005876744196123563,1,13,C
Ant437,0.009575292676841993,0.0036246794118540634,0.003624679412283893,0.0027236823035808174,1,13,C
Ant100,0.01687497958774563,0.02707675863916828,0.027076758638459292,0.005849220608399187,1,13,F
Ant347,0.009641175274791405,0.010449225143036754,0.01044922514312352,0.004005999312392472,1,13,F
Ant186,0.011730985911517857,0.009948787887046047,0.009948787887379764,0.00357143512793664,1,13,C
Ant621,0.01223381607930669,0.01945953013673922,0.019459530135740897,0.0009553305959648938,1,14,
Ant620,0.011558442985967112,0.005966689321855299,0.0059666893222472496,0.004513544604169301,1,14,C
Ant356,0.015616445334922275,0.023036659525843682,0.023036659524993532,0.003358593789678932,1,14,F
Ant540,0.007835999561358966,0.003689484743901751,0.0036894847441372256,0.003852320655270583,1,14,C
Ant115,0.008444182351649019,0.010407827242772444,0.010407827242923585,0.0026273955210866715,1,14,F
Ant117,0.010291889909453542,0.007059610054120765,0.007059610054397698,0.005099416023746457,1,14,C
Ant113,0.012856958778682615,0.01883669015785698,0.018836690157360225,0.0048295514923926645,1,14,F
Ant191,0.009273117714044874,0.002591529396651798,0.002591529396965147,0.002163015486331022,1,14,N
Ant190,0.0076155083609559734,0.0037182210064776702,0.003718221006697447,0.0028332472893495384,1,14,C
Ant217,0.01463005663637532,0.02189426748773871,0.021894267487312057,0.003124867246846314,1,14,F
Ant492,0.01269852586638327,0.017565181554240233,0.017565181553764537,0.004550057923271781,1,14,F
Ant324,0.010548301589969382,0.011620724187629515,0.011620724187752958,0.003487156144160741,1,14,F
Ant552,0.011733304995519679,0.006457688026582169,0.006457688026950154,0.00490383777211564,1,14,N
Ant257,0.010517349371442214,0.011465609984694402,0.011465609984835229,0.0025480947807023507,1,14,F
Ant255,0.015209821849029782,0.022506860996155103,0.022506860995759305,0.003020291343756401,1,14,F
Ant26,0.010821981253731596,0.011299636708594796,0.01129963670874307,0.0027471868186323507,1,14,F
Ant27,0.012233921760054953,0.013219067115709585,0.01321906711594621,0.004651554319345004,1,14,F
Ant23,0.011987924318788699,0.01510500872413454,0.015105008723942956,0.004523925021988689,1,14,F
Ant29,0.008732841939266229,0.0053493106880914375,0.005349310688330826,0.0038765272816699953,1,14,C
Ant482,0.008425312653874651,0.004245034417043145,0.004245034417272995,0.0036298967958660502,1,14,N
Ant137,0.007389943526512186,0.0038495392833803924,0.003849539283599388,0.0030353893772603253,1,14,C
Ant332,0.010719700328608512,0.01615986394938909,0.01615986394932693,0.0026461496540207967,1,14,F
Ant127,0.0070145134790553995,0.0030628665886240367,0.0030628665888528203,0.0021160951557021956,1,14,C
Ant139,0.0048774781457674625,0.0010477041364014322,0.001047704136538849,0.000882910303854651,1,14,N
Ant560,0.012021411159069061,0.014883819483160022,0.014883819483199745,0.005153528280554181,1,14,F
Ant564,0.01033251626305829,0.005919257180446175,0.0059192571807580195,0.004025827209751381,1,14,C
Ant243,0.007530662974299071,0.005203123415388718,0.0052031234155876975,0.003925597188780966,1,14,C
Ant242,0.010060878226412823,0.0032164381066457984,0.0032164381069782855,0.00303951885959961,1,14,N
Ant50,0.007179132089945342,0.0016674274909682992,0.0016674274911857067,0.001783371810909542,1,14,N
Ant52,0.008321786900475326,0.003183722809234622,0.0031837228094838783,0.0028319957833605985,1,14,N
Ant55,0.007843565901928909,0.0048818983482635196,0.004881898348510962,0.0024526303674971186,1,14,C
Ant142,0.020575015787349275,0.03241586673079022,0.03241586672977749,0.0031691533430126526,1,14,F
Ant308,0.01189660545641303,0.014258773548336332,0.014258773548487882,0.0027666813493474685,1,14,F
Ant148,0.007163941134478902,0.01098121593449037,0.010981215933918547,1.5981809059865024e-05,1,14,F
Ant149,0.014600235304505015,0.022594538914200858,0.022594538913286194,0.002602711099944887,1,14,F
Ant475,0.012677390248951237,0.015064388985260458,0.015064388985399368,0.003431224586269294,1,14,F
Ant380,0.0037916362195502397,0.0007686648954413464,0.0007686648955494453,0.0005671279570022023,1,14,N
Ant462,0.01327103593403594,0.01769449887070817,0.01769449887040466,0.005559583079142011,1,14,F
Ant42,0.008090327475922697,0.00367394448020974,0.003673944480467983,0.0031466507703826795,1,14,C
Ant43,0.007899344075747375,0.010806497531990561,0.010806497531573558,0.0009061449665290562,1,14,F
Ant44,0.010679061975896076,0.015266825378746584,0.015266825378248739,0.0030589093357093165,1,14,F
Ant6,0.012981938920844097,0.019907694969776086,0.01990769496894407,0.002452530958376102,1,14,F
Ant0,0.0054521627829009585,0.0015330136448587581,0.0015330136450110686,0.001418323602271973,1,14,N
Ant153,0.010841914370511603,0.012486538410424238,0.012486538410478155,0.002909617202102678,1,14,C
Ant260,0.025300157110250264,0.03733455537273431,0.03733455537255354,0.005568915606525808,1,14,F
Ant156,0.010718755848289995,0.0030259239623087013,0.003025923962649378,0.0028225360831825586,1,14,N
Ant159,0.005381013209388453,0.0021345937899702235,0.0021345937901270213,0.00177030783261163,1,14,N
Ant158,0.012058444319620342,0.011099238031525268,0.011099238031730588,0.006579107173936729,1,14,F
Ant311,0.012784841912658735,0.01511726152602798,0.015117261525977388,0.008315916137404542,1,14,F
Ant268,0.006507556803761448,0.0027510539470168866,0.0027510539472096834,0.0025539223505114763,1,14,N
Ant390,0.005721245755325323,0.0012594924380038516,0.0012594924381610368,0.0010540841324599294,1,14,N
Ant395,0.0054135643929291875,0.001871232048197123,0.001871232048356497,0.0016709542740600252,1,14,C
Ant394,0.006152646964692673,0.002387775262758213,0.002387775262946622,0.002284242853903306,1,14,C
Ant4,0.008907179905002494,0.0069195774274355215,0.00691957742764279,0.003370287542080243,1,14,F
Ant7,0.0057092703786771224,0.0027002837129951186,0.00270028371312871,0.0025518084648862094,1,14,C
Ant501,0.008517297709751423,0.00507873451315585,0.0050787345134539995,0.002614792525165128,1,14,C
Ant507,0.01916094351741415,0.029025152346041957,0.029025152345469225,0.005496194013388916,1,14,F
Ant76,0.009983936098825693,0.011071866231830707,0.011071866231825067,0.00573354500866675,1,14,F
Ant73,0.009646782457804764,0.015049589479825732,0.015049589479298514,0.0016183095363977126,1,14,F
Ant593,0.007461150329629143,0.004664825627989744,0.0046648256281987995,0.0031324675787510565,1,14,C
Ant19,0.010255771201407991,0.010436477562588599,0.01043647756279863,0.0032195208710757957,1,14,F
Ant614,0.011999356558236418,0.004221779389574002,0.004221779389992029,0.0026913580766042685,1,14,
Ant599,0.015380564768735935,0.015720794311021385,0.015720794311330076,0.005110419902683536,1,14,
Ant13,0.009847319260275794,0.005570804325309589,0.0055708043256136605,0.00435007074356061,1,14,C
Ant97,0.013778241607404465,0.014945962882928234,0.014945962883180975,0.003173968044479599,1,14,F
Ant387,0.010308466383022623,0.008691381917397824,0.008691381917587868,0.00430615876198767,1,14,F
Ant169,0.006368157980186417,0.0020046801779516027,0.002004680178160426,0.0020412883922897042,1,14,N
Ant298,0.008512619699594942,0.006764612922517895,0.006764612922721137,0.0036870718263306485,1,14,F
Ant294,0.012086758176005739,0.019424975393571572,0.019424975392556266,0.0006328849214760448,1,14,F
Ant98,0.012110124993914341,0.01683130746952942,0.016831307469123428,0.006262175596556774,1,14,F
Ant518,0.009930372103352396,0.011775559006849123,0.011775559006782087,0.00433975250253958,1,14,F
Ant215,0.005518892839991576,0.0015018773169007556,0.0015018773170691333,0.0009508745790002869,1,14,C
Ant458,0.007690224406512585,0.004583082343380204,0.004583082343601334,0.003453754254574329,1,14,C
Ant218,0.005593663818955569,0.002198287558720655,0.002198287558882835,0.0010254810048120754,1,14,C
Ant219,0.006488788370145392,0.0011570540034628052,0.00115705400366347,0.0008148567879546967,1,14,Q
Ant400,0.0077965307830112004,0.004866906336253168,0.00486690633645285,0.002777073376444091,1,14,C
Ant60,0.007204255419194281,0.005454923087019713,0.00545492308716453,0.0039519981190146505,1,14,F
Ant63,0.006173316069498302,0.0021646996627250935,0.002164699662905528,0.00221771690078346,1,14,N
Ant64,0.014608268826955931,0.016032161473450917,0.016032161473620337,0.0064113737038769365,1,14,F
Ant178,0.008224595859547375,0.0036943629770632785,0.0036943629773458714,0.0026193058375585205,1,14,N
Ant289,0.012017831559545113,0.014379910397811797,0.014379910397913451,0.0048388024321965395,1,14,F
Ant173,0.00531082579129952,0.0010041129361569013,0.0010041129363183325,0.0006610460625487664,1,14,N
Ant176,0.00858551102598662,0.011821380789282,0.011821380788893368,0.0023272453427474835,1,14,F
Ant207,0.009828147013160739,0.005193067243295862,0.005193067243599676,0.0025676276414159566,1,14,C
Ant202,0.01271001570897475,0.008958968304571982,0.008958968304902244,0.0062599974087032915,1,14,C
Ant209,0.013816606789405373,0.015807925390033967,0.01580792539027077,0.0029647069223673883,1,14,F
Ant38,0.016950096818530935,0.023897454350427852,0.02389745435006556,0.006438850424055343,1,14,F
Ant32,0.01346013542758065,0.01995427857939156,0.01995427857881919,0.0023091997465472295,1,14,F
Ant30,0.01836922272953449,0.028769354208705033,0.02876935420858374,0.002941115653026329,1,14,F
Ant530,0.010322520735210297,0.014324788754775445,0.014324788754525928,0.0027247232125536115,1,14,F
Ant538,0.006871312445896635,0.0023119928672974653,0.0023119928674933733,0.0022096640892847142,1,14,N
Ant232,0.012721250894177305,0.012229354761458672,0.012229354761713145,0.0024965576756635324,1,14,F
Ant109,0.0063499881138208425,0.004647162503437149,0.004647162503598571,0.0022717164708355654,1,14,F
Ant238,0.009207802562014743,0.015036859085776458,0.01503685908497868,7.514051275885906e-06,1,14,F
Ant342,0.0055222678318714215,0.004171344304136508,0.004171344304243517,0.0012209556380303847,1,14,C
Ant437,0.006519759873770902,0.0020071564532165814,0.002007156453414917,0.0017551974397384085,1,14,C
Ant100,0.00741880578469408,0.011441712408936917,0.011441712408378832,0.0004424898822361127,1,14,F
Ant347,0.010211358561618113,0.012182815241960182,0.012182815241845965,0.0035441012156459846,1,14,F
Ant186,0.00802756249992142,0.006304761019325464,0.006304761019516927,0.0015625839606722438,1,14,C
Ant621,0.01130804964151771,0.016630863497014037,0.01663086349898813,4.417298810313748e-05,1,15,
Ant620,0.007922143684286804,0.0025122942044702133,0.0025122942049564346,0.0034697187569250674,1,15,C
Ant356,0.012869491432594546,0.020991453778122643,0.020991453780303915,0.0049573184937622625,1,15,F
Ant540,0.007510556936420164,0.0027918108962066385,0.0027918108964662845,0.002662546109962712,1,15,C
Ant115,0.0071836364565242535,0.011931024724200589,0.011931024722425626,0.0018877249935474278,1,15,F
Ant117,0.013060428580239456,0.007711432008366531,0.007711432008464836,0.004657372194259312,1,15,C
Ant113,0.012561906805957241,0.019708089101308262,0.0197080890986888,0.005760834221614916,1,15,F
Ant191,0.01181225322732406,0.0020762129593809658,0.0020762129602520905,0.001533117358274858,1,15,N
Ant190,0.00787786355681596,0.003496075374407117,0.0034960753743344744,0.003588857663061296,1,15,C
Ant518,0.011119340261278305,0.013393276124652576,0.013393276124631011,0.006676288771418231,1,15,F
Ant492,0.010316024219609966,0.013208667815082729,0.01320866781378308,0.0025163698119066865,1,15,F
Ant324,0.012489581951752626,0.017235235047535363,0.017235235048041468,0.0036317466959106693,1,15,F
Ant552,0.012142233552240282,0.0024714126450086664,0.002471412645840947,0.002291895361256283,1,15,N
Ant257,0.009023359608939635,0.006125037930844498,0.006125037931387708,0.0045301105725436604,1,15,F
Ant255,0.015503990658596114,0.027282271126481832,0.027282271122340315,0.006256324495236737,1,15,F
Ant26,0.009493185258235545,0.008834696723679916,0.008834696725143117,0.004151387143217063,1,15,F
Ant27,0.011111841548407999,0.011557557682555357,0.011557557682534922,0.004620846854773514,1,15,F
Ant23,0.010079200697600965,0.011628038768006773,0.011628038767509058,0.0058139522889341985,1,15,F
Ant29,0.008639476216972815,0.004764734473194366,0.00476473447349008,0.004806810594858128,1,15,C
Ant482,0.006660313684738204,0.0028767672421524527,0.0028767672422934064,0.003396206567717407,1,15,N
Ant137,0.004505883737432859,0.0018313320743105746,0.0018313320743819775,0.0018881888747817204,1,15,C
Ant332,0.009773046737084002,0.0158749731853365,0.015874973183285384,0.0029049047979940105,1,15,F
Ant127,0.006844383473773874,0.0017307929971407256,0.0017307929975829302,0.001584906834758278,1,15,C
Ant139,0.006773510098155635,0.0015995048463149934,0.0015995048466824386,0.0017782342978233195,1,15,N
Ant560,0.014725192993478523,0.031568802607011295,0.031568802612900224,0.0017220390945157265,1,15,F
Ant564,0.00952057821280285,0.003947826003615492,0.0039478260037587734,0.003633386982841822,1,15,C
Ant243,0.008997632825102483,0.004676361903354151,0.004676361903899827,0.0033801587433718518,1,15,C
Ant242,0.00736003584707994,0.0015626388486567535,0.001562638848858757,0.0019500861178250108,1,15,N
Ant50,0.009432371231175986,0.002060062475289225,0.002060062475804319,0.0017737805326977834,1,15,N
Ant52,0.006756661435031765,0.0016613601049503136,0.0016613601051334093,0.0018308152434349737,1,15,N
Ant55,0.007793134765877351,0.005639338117242913,0.005639338117722995,0.00329395715913162,1,15,C
Ant142,0.01737937994143471,0.023420398024655734,0.023420398026194444,0.004828158154110513,1,15,F
Ant308,0.010946035367413275,0.01403939552298104,0.01403939552118387,0.0026722142201896183,1,15,F
Ant148,0.006505280239792704,0.007554180117993161,0.007554180117865015,7.879783658596265e-05,1,15,F
Ant149,0.016468411771348074,0.02625544604809443,0.026255446048868966,0.005601306561479629,1,15,F
Ant387,0.009397285064546882,0.007350356992117902,0.007350356992229239,0.003800703015972194,1,15,F
Ant380,0.005538144360305144,0.0010590008676717088,0.001059000867941331,0.0019252334839751112,1,15,N
Ant462,0.014078354107699248,0.02177638706563463,0.021776387064175534,0.0035108304338456,1,15,F
Ant42,0.008803854989944931,0.004192511068808169,0.004192511068734076,0.0030821059213148806,1,15,C
Ant43,0.00835915375737148,0.010080069989633903,0.010080069988820058,0.0015168444019765057,1,15,F
Ant44,0.011425862855429424,0.012924274688344414,0.012924274687775914,0.008196043864331794,1,15,F
Ant501,0.0070248336677553045,0.0030776058124303294,0.003077605812669866,0.0029544187753940366,1,15,C
Ant507,0.010614441410569855,0.014776256780036523,0.014776256779300112,5.142793416261354e-05,1,15,F
Ant153,0.007971664012037244,0.006433623083323768,0.006433623085186956,0.002781536442953338,1,15,C
Ant260,0.02668907415438449,0.05776477033096844,0.05776477035364018,0.005267176799507741,1,15,F
Ant156,0.010505102471450697,0.00244850963154695,0.002448509632383798,0.001737704129672101,1,15,N
Ant159,0.00549408267752913,0.0011355806403007841,0.0011355806405732775,0.001189827802349974,1,15,N
Ant158,0.011139194208801863,0.00974972862057522,0.009749728620272364,0.009113730184339674,1,15,F
Ant311,0.01372421224763672,0.015504164320066509,0.015504164320039163,0.010719444168126504,1,15,F
Ant268,0.006120588981161183,0.0016000691910457122,0.0016000691912640625,0.0019895004129908906,1,15,N
Ant390,0.00454187255753102,0.0007211264098603231,0.0007211264100952715,0.0010449426632360447,1,15,N
Ant395,0.008177045532700511,0.0024918804627212343,0.0024918804630336263,0.002322532162585237,1,15,C
Ant394,0.006581176387019203,0.0027116657892542256,0.00271166578921959,0.0025825956178803133,1,15,C
Ant4,0.010094515091624769,0.008941553784699864,0.008941553785924454,0.005254941310168512,1,15,F
Ant7,0.0072408703550423895,0.0031771431218690317,0.0031771431221575496,0.002778574239627285,1,15,C
Ant6,0.014571287691335345,0.024544343458864453,0.02454434345150689,0.0038662411986500477,1,15,F
Ant0,0.005509013121653272,0.0008266604288004493,0.0008266604291379541,0.0007342093739616737,1,15,N
Ant76,0.01069772701851133,0.015224429858632088,0.015224429856360121,0.00388990895652427,1,15,F
Ant73,0.006372265694869211,0.007388113188073708,0.0073881131873322564,3.90080450604253e-05,1,15,F
Ant593,0.006269270246702469,0.002238654171256675,0.002238654171575173,0.003108101359809845,1,15,C
Ant19,0.007785724346234439,0.0053942146768758996,0.005394214677408976,0.0027469190245852136,1,15,F
Ant614,0.010237844329289952,0.0028183119769705773,0.002818311977509966,0.0029454781323846936,1,15,
Ant599,0.014949343201927494,0.018907925304303283,0.018907925302570107,0.003789136959616509,1,15,
Ant13,0.011023829536309683,0.006410649234312756,0.006410649234601376,0.004226649764439932,1,15,C
Ant97,0.01292499028681053,0.014038343756631263,0.014038343757087603,0.003612258942713199,1,15,F
Ant475,0.010602982468081504,0.009844733712691458,0.009844733713755573,0.0044653577957047995,1,15,F
Ant169,0.008823377640049994,0.0019675540464997067,0.001967554047015386,0.002277750476725867,1,15,N
Ant298,0.009100992225470287,0.004662470845700696,0.004662470846006281,0.0035919586835114407,1,15,F
Ant294,0.01030326845038157,0.015474111905940226,0.015474111906806962,0.0002212488796027118,1,15,F
Ant98,0.010024108412625408,0.01305455598584462,0.01305455598502211,0.007228754846533343,1,15,F
Ant217,0.013046514314903846,0.018748865218721694,0.018748865217080767,0.005187614588064021,1,15,F
Ant215,0.006044885620021615,0.001722190343163304,0.0017221903436437204,0.0010450830586849031,1,15,C
Ant458,0.008957743339459624,0.0029678363953252592,0.002967836395964412,0.0027303897346563823,1,15,C
Ant218,0.007071911353395037,0.003253326867347383,0.0032533268675635995,0.0035303315748859304,1,15,C
Ant219,0.00711251793513773,0.0012468003614568598,0.0012468003619253644,0.0013195847503263613,1,15,Q
Ant400,0.006830037878666569,0.003365755555943754,0.003365755556149528,0.0019632071859256536,1,15,C
Ant60,0.008712373868687758,0.008928435543624763,0.008928435544808695,0.0022868169430779513,1,15,F
Ant63,0.006952881888499142,0.0017620693970783442,0.0017620693973221361,0.0017906031143351067,1,15,N
Ant64,0.016407192408424514,0.021611012718349653,0.021611012721310354,0.004432771210835471,1,15,F
Ant178,0.005907081591810723,0.0017344680871607253,0.0017344680873741542,0.002480474234542281,1,15,N
Ant289,0.011967110163375323,0.016548410999924972,0.016548410999995742,0.0025509449348128043,1,15,F
Ant173,0.009115187764061514,0.0017812226448054168,0.0017812226453908456,0.0006697738387114546,1,15,N
Ant176,0.009357164811750715,0.012509299636805344,0.012509299635758551,0.003345926706727577,1,15,F
Ant207,0.00834649126107643,0.0030363804426634497,0.003036380443147913,0.0028238069063957452,1,15,C
Ant202,0.013743924060170503,0.009965382398090179,0.00996538239875448,0.004542529322024086,1,15,C
Ant209,0.014875005450753173,0.01505538718581045,0.015055387186658905,0.0038843760481829318,1,15,F
Ant38,0.017741651421510754,0.027517380254740917,0.027517380253466155,0.009692786347527342,1,15,F
Ant32,0.013191619954644067,0.020820851437482295,0.020820851433863273,0.00318737737874058,1,15,F
Ant30,0.02678016186127797,0.059288945619900855,0.05928894559379035,0.005542422262358659,1,15,F
Ant530,0.008789320163403183,0.012327400471414455,0.012327400469413944,0.0035280509506277658,1,15,F
Ant538,0.012943066805094565,0.0025444370331459774,0.002544437034104168,0.0019249169664055633,1,15,N
Ant232,0.011195971520044246,0.013056677669395477,0.013056677671294595,0.0018063407922046695,1,15,F
Ant109,0.007337677573072361,0.004583232631627436,0.004583232631496465,0.0037304016889448365,1,15,F
Ant238,0.006310413824461588,0.007933092213404661,0.007933092213131088,2.666624518884797e-05,1,15,F
Ant342,0.004063176365035041,0.0013237376146067407,0.001323737614739475,0.0009716830629063148,1,15,C
Ant437,0.006807051648463535,0.0017198081365887767,0.0017198081368201546,0.0018454864458195422,1,15,C
Ant100,0.017441538280228427,0.028195979382989785,0.028195979384187546,0.006374888240333929,1,15,F
Ant347,0.00963194468418528,0.010904455759150526,0.010904455757822095,0.005268694616089441,1,15,F
Ant186,0.008134611970554336,0.004186441777354902,0.004186441777889298,0.0028882426310524283,1,15,C
Ant621,0.012704183556222819,0.024059069951675442,0.024059069944903783,5.4792157081968106e-05,1,16,
Ant620,0.010525833401490154,0.005374232313152635,0.005374232314626929,0.00437879840579754,1,16,C
Ant356,0.01786721536621453,0.03939978062628108,0.039399780612999064,0.0017527155011537688,1,16,F
Ant540,0.006682433555421772,0.002419790190507192,0.002419790191194037,0.002041215637259484,1,16,C
Ant115,0.0061897000416655835,0.0056565388521700125,0.005656538853725634,0.0027843140202827897,1,16,F
Ant117,0.015568919575690737,0.013066552598792993,0.01306655260043129,0.008283490281625693,1,16,C
Ant113,0.011724496515141835,0.018768501000695516,0.01876850099912003,0.004816900177877918,1,16,F
Ant191,0.009705698633683825,0.0020976935490866788,0.0020976935503065138,0.0019066537153547803,1,16,N
Ant190,0.009066248761856903,0.00480235727801367,0.004802357279296664,0.0027548774303556016,1,16,C
Ant217,0.013228180676448266,0.02014768515847013,0.02014768515648154,0.0020538006824749296,1,16,F
Ant492,0.010742566613795848,0.014977429186960283,0.014977429185634902,0.0019369753598508014,1,16,F
Ant324,0.014458414005170589,0.02251834622628253,0.02251834622720711,0.006759949253842568,1,16,F
Ant552,0.010185837039410416,0.0031578260515931354,0.0031578260527233373,0.0021608532726235274,1,16,N
Ant257,0.010780119260164535,0.009490606900435355,0.009490606901760755,0.0037109536871533302,1,16,F
Ant127,0.006300889310603815,0.0019305097513862464,0.0019305097520729891,0.0014025928422580715,1,16,C
Ant26,0.009515959897431713,0.008386718988004381,0.008386718988604235,0.0031517013270283695,1,16,F
Ant27,0.01229018277317736,0.011765985506952108,0.011765985507196998,0.009103712750350348,1,16,F
Ant23,0.00874501968803543,0.011265365580844126,0.01126536557922929,0.004141991408050334,1,16,F
Ant29,0.008314773945513417,0.004321336234728456,0.004321336235425737,0.0037223023085445283,1,16,C
Ant482,0.007085360581334452,0.0021429264072497984,0.0021429264081817582,0.0014270172882229802,1,16,N
Ant137,0.006025124352038344,0.0024303042951235405,0.0024303042956662054,0.0019405935738507935,1,16,C
Ant400,0.006815286018589065,0.003579496473467638,0.0035794964743435316,0.0025474475994896905,1,16,C
Ant255,0.01504066626197399,0.023766899384630318,0.023766899386688745,0.003814371912597927,1,16,F
Ant139,0.005432826175629292,0.0011382849302688874,0.0011382849308244328,0.0011005767943495469,1,16,N
Ant560,0.013608104642043269,0.03106734431226619,0.031067344301543214,0.0028665019018061116,1,16,F
Ant564,0.00890621807172597,0.004416857085789107,0.004416857087041508,0.0032053684861408317,1,16,C
Ant243,0.0076979170987887926,0.00465913095547771,0.00465913095586945,0.00257668822225131,1,16,C
Ant242,0.00806561057363565,0.001710333486894989,0.0017103334879029657,0.001932019901762277,1,16,N
Ant50,0.00597483352479652,0.0009612618469622033,0.0009612618476034814,0.0007382618003589171,1,16,N
Ant52,0.009541953892037368,0.0023037463842293954,0.002303746385424464,0.002318001583721143,1,16,N
Ant55,0.009699566187650338,0.006154024200703484,0.006154024201568936,0.0029912743928203647,1,16,C
