,Ant,Betweenness,Colony,Day,group_period1,group_period2,group_period3,group_period4
496,Ant149,0.002341024777592312,1,05,F,F, , 
497,Ant475,0.004269689614500752,1,05,F,F, , 
498,Ant380,0.0011728137947228951,1,05,N,N,N,N
499,Ant462,0.004628079444603495,1,05,F,F, , 
500,Ant42,0.0061134864720727945,1,05,C,C,F,F
501,Ant43,0.003313123875670931,1,05,F,F, , 
502,Ant44,0.006758510271786715,1,05,F,F,F,F
503,Ant6,0.0022009829845988983,1,05,F,F, , 
504,Ant507,0.00348591910717112,1,05,F,F, , 
505,Ant263,0.003211464911324334,1,05,F, , , 
506,Ant153,0.0014980195286902094,1,05,C,C,F,F
507,Ant260,0.004767152125388584,1,05,F,F, , 
508,Ant156,0.0016606382733027935,1,05,N,N,N,N
509,Ant159,0.001394001392516211,1,05,N,N, , 
510,Ant158,0.0038384121188831223,1,05,C,F, , 
511,Ant311,0.005059729069868672,1,05,C,F, , 
512,Ant268,0.0028873734232666426,1,05,C,N,C,C
513,Ant390,0.0007875422885810849,1,05,N,N,N,N
514,Ant332,0.0008147194509697719,1,05,F,F, , 
515,Ant395,0.0017314252095713921,1,05,C,C, , 
516,Ant394,0.0025100231737427694,1,05,N,C,F,F
517,Ant4,0.0022355994387010737,1,05,C,F,F,F
518,Ant7,0.0018430680811775048,1,05,C,C, , 
519,Ant501,0.0022880866191204567,1,05,C,C,F,F
520,Ant0,0.0007065659508147073,1,05,N,N,N,N
521,Ant76,0.0040469800955536695,1,05,F,F,F,F
522,Ant73,0.002754802890848938,1,05,F,F, , 
523,Ant593,0.002898803016809619,1,05,N,C,F,F
524,Ant19,0.0037816400372552585,1,05,F,F,F,F
525,Ant614,0.001520920324169654,1,05,,,,
526,Ant599,0.006369154983929792,1,05,,,,
527,Ant14,0.0020859875530771115,1,05,F, , , 
528,Ant13,0.002634323731994791,1,05,C,C, , 
529,Ant97,0.004745201936870388,1,05,F,F,F,F
530,Ant387,0.004516274702966887,1,05,C,F,F,F
531,Ant91,0.004711939234646628,1,05,F, , , 
532,Ant169,0.0018528147846078088,1,05,N,N, , 
533,Ant298,0.003021588812652488,1,05,C,F, , 
534,Ant294,0.0006025281375324391,1,05,F,F,F,F
535,Ant98,0.005616268265255943,1,05,F,F, , 
536,Ant518,0.0038315634616678178,1,05,F,F,F,F
537,Ant215,0.0022576845483626784,1,05,C,C,C,C
538,Ant458,0.003668647916890063,1,05,C,C, , 
539,Ant218,0.0013370789754373026,1,05,N,C,C,C
540,Ant219,0.0002091135876071348,1,05,Q,Q,Q,Q
541,Ant178,0.001992895675012946,1,05,N,N,N,N
542,Ant60,0.003961763544110253,1,05,C,F,F,F
543,Ant63,0.0018021627004144694,1,05,N,N,F,F
544,Ant64,0.005753654525461167,1,05,F,F,F,F
545,Ant527,0.0023669841491637707,1,05,F, , , 
546,Ant289,0.001715602303144512,1,05,F,F, , 
547,Ant173,0.0012215730773987177,1,05,N,N,N,N
548,Ant176,0.0017181306211231629,1,05,F,F,F,F
549,Ant207,0.002921443869452307,1,05,C,C,C,C
550,Ant202,0.004500388733945408,1,05,F,C,F,F
551,Ant209,0.002692729250423366,1,05,F,F, , 
552,Ant38,0.01175009560202315,1,05,F,F,F,F
553,Ant32,0.0024593008701399677,1,05,F,F,F,F
554,Ant30,0.003152632474013493,1,05,F,F,C,C
555,Ant530,0.003472099631209378,1,05,F,F, , 
556,Ant538,0.0010311546228032457,1,05,N,N,N,N
557,Ant232,0.0016621174425544467,1,05,F,F, , 
558,Ant109,0.0026947573854356967,1,05,C,F,F,F
559,Ant238,0.002448287303555247,1,05,F,F, , 
560,Ant342,0.004036664058628274,1,05,C,C, , 
561,Ant437,0.0018840120977519248,1,05,N,C, , 
562,Ant100,0.007963358379901784,1,05,F,F, , 
563,Ant347,0.0037776476011308915,1,05,F,F,F,F
564,Ant186,0.0016226374324338172,1,05,C,C, , 
565,Ant621,0.006049632253863969,1,06,,,,
566,Ant620,0.002218535137941384,1,06,N,C, , 
567,Ant356,0.002862884107057838,1,06,F,F,F,F
568,Ant353,0.0028222021269123103,1,06,F, , , 
569,Ant540,0.002738909186428025,1,06,C,C,N,N
570,Ant115,0.0014539278936082762,1,06,C,F,F,F
571,Ant117,0.00545343344499095,1,06,C,C,F,F
572,Ant113,0.00438829212321709,1,06,C,F, , 
573,Ant195,7.65599100905948e-05,1,06,F, , , 
574,Ant196,0.006966910028690993,1,06,F, , , 
575,Ant191,0.0067223032519835675,1,06,N,N,N,N
576,Ant190,0.0016700780069005992,1,06,N,C,C,C
577,Ant198,0.0018612700544149007,1,06,F, , , 
578,Ant217,0.0029177484852042812,1,06,F,F, , 
579,Ant318,0.0003510150379437628,1,06,F, , , 
580,Ant492,0.004255029509390556,1,06,F,F, , 
581,Ant324,0.0014281462902946825,1,06,F,F, , 
582,Ant552,0.0027191326585146594,1,06,N,N, , 
583,Ant252,7.044501457891566e-05,1,06,F, , , 
584,Ant124,0.004893580718201118,1,06,C, , , 
585,Ant257,0.0034052309408073786,1,06,F,F, , 
586,Ant255,0.004264382154320621,1,06,F,F,F,F
587,Ant26,0.002179736027964282,1,06,F,F,F,F
588,Ant27,0.005452390405112883,1,06,C,F, , 
589,Ant23,0.005161958367032104,1,06,F,F,F,F
590,Ant29,0.0028392187219868177,1,06,N,C,C,C
591,Ant482,0.0032499072604989503,1,06,C,N,N,N
592,Ant137,0.0011712885370064566,1,06,N,C, , 
593,Ant400,0.00360307810424516,1,06,C,C,F,F
594,Ant131,0.004129744821194881,1,06,F, , , 
595,Ant127,0.0018622682204429983,1,06,N,C,F,F
596,Ant139,0.0005203607882626827,1,06,N,N,N,N
597,Ant560,0.00499408848435376,1,06,F,F,F,F
598,Ant564,0.0031167379067756035,1,06,C,C,F,F
599,Ant243,0.003373117156595604,1,06,C,C,F,F
600,Ant242,0.0009805126516817374,1,06,N,N,C,C
601,Ant50,0.0015158855552310753,1,06,N,N, , 
602,Ant52,0.002255080411470954,1,06,N,N, , 
603,Ant55,0.0026115463811368046,1,06,C,C,F,F
604,Ant142,0.004167342211152114,1,06,F,F, , 
605,Ant140,0.0033823019333358013,1,06,C, , , 
606,Ant308,0.0026440418036916785,1,06,F,F, , 
607,Ant148,0.0012279804554526852,1,06,F,F, , 
608,Ant149,0.002752415049757202,1,06,F,F, , 
609,Ant475,0.003434522727131498,1,06,F,F, , 
610,Ant380,0.00040854137839376045,1,06,N,N,N,N
611,Ant462,0.002524283020972354,1,06,F,F, , 
612,Ant42,0.004894870532066299,1,06,C,C,F,F
613,Ant43,0.0031395542211047883,1,06,F,F, , 
614,Ant44,0.0073321926947883765,1,06,F,F,F,F
615,Ant6,0.0021210332578034917,1,06,F,F, , 
616,Ant0,0.0012605057292498685,1,06,N,N,N,N
617,Ant263,0.0005948054696214178,1,06,F, , , 
618,Ant332,0.000997561331066531,1,06,F,F, , 
619,Ant153,0.003224189050726663,1,06,C,C,F,F
620,Ant260,0.003915092048750616,1,06,F,F, , 
621,Ant156,0.00212706961633793,1,06,N,N,N,N
622,Ant159,0.0012816325422357047,1,06,N,N, , 
623,Ant158,0.002583501630622031,1,06,C,F, , 
624,Ant311,0.00529612353700497,1,06,C,F, , 
625,Ant268,0.0025978780671584763,1,06,C,N,C,C
626,Ant390,0.000593717063937487,1,06,N,N,N,N
627,Ant9,9.182842451061514e-05,1,06,F, , , 
628,Ant395,0.0021819437564075035,1,06,C,C, , 
629,Ant394,0.0014012769159066074,1,06,N,C,F,F
630,Ant4,0.004713403619435761,1,06,C,F,F,F
631,Ant7,0.0013915989984038064,1,06,C,C, , 
632,Ant501,0.003761338563950142,1,06,C,C,F,F
633,Ant507,0.0030096175689519372,1,06,F,F, , 
634,Ant76,0.002645985403249226,1,06,F,F,F,F
635,Ant73,0.001873347720264949,1,06,F,F, , 
636,Ant593,0.0015241476744924053,1,06,N,C,F,F
637,Ant19,0.0038072704792006867,1,06,F,F,F,F
638,Ant614,0.0015016757604719747,1,06,,,,
639,Ant599,0.0029162642055425535,1,06,,,,
640,Ant14,0.002532906464395393,1,06,F, , , 
641,Ant13,0.0037851616606408975,1,06,C,C, , 
642,Ant97,0.0036122143953967027,1,06,F,F,F,F
643,Ant387,0.004374904362878949,1,06,C,F,F,F
644,Ant91,0.006912209201348568,1,06,F, , , 
645,Ant169,0.000977666577854478,1,06,N,N, , 
646,Ant298,0.002583600735388156,1,06,C,F, , 
647,Ant294,0.0007800714479520315,1,06,F,F,F,F
648,Ant98,0.006035176838649222,1,06,F,F, , 
649,Ant518,0.0065276329702269415,1,06,F,F,F,F
650,Ant215,0.005396116716534282,1,06,C,C,C,C
651,Ant458,0.005091850909476957,1,06,C,C, , 
652,Ant218,0.001874223365069004,1,06,N,C,C,C
653,Ant219,0.00028065358694387226,1,06,Q,Q,Q,Q
654,Ant178,0.0022790409878056246,1,06,N,N,N,N
655,Ant60,0.0022280023086874916,1,06,C,F,F,F
656,Ant63,0.0018003971748279373,1,06,N,N,F,F
657,Ant64,0.005710826180678887,1,06,F,F,F,F
658,Ant527,0.0016323842898633167,1,06,F, , , 
659,Ant289,0.0025916969239600696,1,06,F,F, , 
660,Ant173,0.0015914908329897688,1,06,N,N,N,N
661,Ant176,0.0037619553850399157,1,06,F,F,F,F
662,Ant207,0.004249956046732238,1,06,C,C,C,C
663,Ant202,0.003074175036468597,1,06,F,C,F,F
664,Ant209,0.00307800539742794,1,06,F,F, , 
665,Ant38,0.004191182650549505,1,06,F,F,F,F
666,Ant32,0.003088831967239833,1,06,F,F,F,F
667,Ant30,0.0028350550050542326,1,06,F,F,C,C
668,Ant530,0.003109764057770372,1,06,F,F, , 
669,Ant538,0.001159194178348739,1,06,N,N,N,N
670,Ant232,0.001122048817145225,1,06,F,F, , 
671,Ant109,0.00292018818387496,1,06,C,F,F,F
672,Ant238,0.0007672021207068313,1,06,F,F, , 
673,Ant342,0.002629699853905292,1,06,C,C, , 
674,Ant437,0.001787776262983898,1,06,N,C, , 
675,Ant100,0.0071260711792498176,1,06,F,F, , 
676,Ant347,0.0030229587747361395,1,06,F,F,F,F
677,Ant186,0.0052053682067824125,1,06,C,C, , 
678,Ant621,0.004043718396512424,1,07,,,,
679,Ant620,0.0037479946337153213,1,07,N,C, , 
680,Ant356,0.006467133322521741,1,07,F,F,F,F
681,Ant353,0.003176615279776593,1,07,F, , , 
682,Ant540,0.0025832136306720324,1,07,C,C,N,N
683,Ant115,0.0018115046551804774,1,07,C,F,F,F
684,Ant117,0.004761374640694955,1,07,C,C,F,F
685,Ant113,0.004564442466083477,1,07,C,F, , 
686,Ant195,6.513591403324553e-05,1,07,F, , , 
687,Ant196,0.003976584930562084,1,07,F, , , 
688,Ant191,0.0039684292408538316,1,07,N,N,N,N
689,Ant190,0.0035106596556008993,1,07,N,C,C,C
690,Ant198,0.0030778033123682776,1,07,F, , , 
691,Ant217,0.001462752373420127,1,07,F,F, , 
692,Ant318,0.0003973742264411985,1,07,F, , , 
693,Ant492,0.003920149390676657,1,07,F,F, , 
694,Ant324,0.0021388738112793114,1,07,F,F, , 
695,Ant552,0.0028336281914966327,1,07,N,N, , 
696,Ant252,0.00461844491518616,1,07,F, , , 
697,Ant124,0.00782401379827874,1,07,C, , , 
698,Ant257,0.004060419377984691,1,07,F,F, , 
699,Ant255,0.002032409055400759,1,07,F,F,F,F
700,Ant26,0.0037339802508372707,1,07,F,F,F,F
701,Ant27,0.005222779507327693,1,07,C,F, , 
702,Ant23,0.012419396740293184,1,07,F,F,F,F
703,Ant29,0.004865324243393514,1,07,N,C,C,C
704,Ant482,0.0033806240918225175,1,07,C,N,N,N
705,Ant137,0.0024238282496732706,1,07,N,C, , 
706,Ant400,0.003963176803693262,1,07,C,C,F,F
707,Ant131,0.00426311247989958,1,07,F, , , 
708,Ant127,0.0017975707639217866,1,07,N,C,F,F
709,Ant139,0.002448883851244233,1,07,N,N,N,N
710,Ant560,0.0060407043047468285,1,07,F,F,F,F
711,Ant564,0.006002688468042208,1,07,C,C,F,F
712,Ant243,0.003013218315287315,1,07,C,C,F,F
713,Ant242,0.0007398140446137179,1,07,N,N,C,C
714,Ant50,0.002497905259198584,1,07,N,N, , 
715,Ant52,0.001429878519020771,1,07,N,N, , 
716,Ant55,0.003986900086875387,1,07,C,C,F,F
717,Ant142,0.004209904607704439,1,07,F,F, , 
718,Ant140,0.003850371076793895,1,07,C, , , 
719,Ant308,0.002747512283910227,1,07,F,F, , 
720,Ant148,0.0011253034179788523,1,07,F,F, , 
721,Ant149,0.0021493792806651234,1,07,F,F, , 
722,Ant475,0.0054997058815328525,1,07,F,F, , 
723,Ant380,0.0011204330637985453,1,07,N,N,N,N
724,Ant462,0.002944183263047047,1,07,F,F, , 
725,Ant42,0.0026008494926941365,1,07,C,C,F,F
726,Ant43,0.0028732948601258683,1,07,F,F, , 
727,Ant44,0.00871061777589609,1,07,F,F,F,F
728,Ant501,0.003648972964673992,1,07,C,C,F,F
729,Ant507,0.004832977827844385,1,07,F,F, , 
730,Ant263,0.0007319175237323765,1,07,F, , , 
731,Ant153,0.001770401115634187,1,07,C,C,F,F
732,Ant260,0.005694741693171195,1,07,F,F, , 
733,Ant156,0.0013470674569312454,1,07,N,N,N,N
734,Ant159,0.0018413683511968673,1,07,N,N, , 
735,Ant158,0.004980094987135911,1,07,C,F, , 
736,Ant311,0.007882238821730852,1,07,C,F, , 
737,Ant268,0.002520207136701174,1,07,C,N,C,C
738,Ant390,0.0009722198500611202,1,07,N,N,N,N
739,Ant9,7.268361120839128e-05,1,07,F, , , 
740,Ant395,0.0013712771797276158,1,07,C,C, , 
741,Ant394,0.0014347753539780642,1,07,N,C,F,F
742,Ant4,0.0029256923161406025,1,07,C,F,F,F
743,Ant7,0.0018153574535368373,1,07,C,C, , 
744,Ant6,0.0035231720415609567,1,07,F,F, , 
745,Ant0,0.0011613298787588365,1,07,N,N,N,N
746,Ant76,0.0034292038301130664,1,07,F,F,F,F
747,Ant73,6.311520411755049e-05,1,07,F,F, , 
748,Ant593,0.0011702094568716607,1,07,N,C,F,F
749,Ant19,0.00458676910349041,1,07,F,F,F,F
750,Ant614,0.0026505485000443128,1,07,,,,
751,Ant599,0.004946588008722844,1,07,,,,
752,Ant14,0.0019604876588653125,1,07,F, , , 
753,Ant13,0.0025722940929814443,1,07,C,C, , 
754,Ant97,0.0037892984216867836,1,07,F,F,F,F
755,Ant387,0.002702139798976943,1,07,C,F,F,F
756,Ant91,0.004505199876833258,1,07,F, , , 
757,Ant169,0.001208943452341449,1,07,N,N, , 
758,Ant298,0.004319289553036535,1,07,C,F, , 
759,Ant294,0.000493269743138249,1,07,F,F,F,F
760,Ant98,0.0073384347653344785,1,07,F,F, , 
761,Ant518,0.006358941158798357,1,07,F,F,F,F
762,Ant215,0.0027003772463228973,1,07,C,C,C,C
763,Ant458,0.0017018336691361784,1,07,C,C, , 
764,Ant218,0.001207018098703305,1,07,N,C,C,C
765,Ant219,0.00047897766854939044,1,07,Q,Q,Q,Q
766,Ant332,0.00021194807442462697,1,07,F,F, , 
767,Ant60,0.0032880406176794452,1,07,C,F,F,F
768,Ant63,0.001253872907573633,1,07,N,N,F,F
769,Ant64,0.005784651620817605,1,07,F,F,F,F
770,Ant178,0.002067217192536369,1,07,N,N,N,N
771,Ant289,0.0021503329029657573,1,07,F,F, , 
772,Ant173,0.0008016375395392884,1,07,N,N,N,N
773,Ant176,0.0014389687534313966,1,07,F,F,F,F
774,Ant207,0.002538260614419489,1,07,C,C,C,C
775,Ant202,0.003919803084681721,1,07,F,C,F,F
776,Ant209,0.0019137394105320624,1,07,F,F, , 
777,Ant38,0.004679965891217308,1,07,F,F,F,F
778,Ant32,0.004686651309036183,1,07,F,F,F,F
779,Ant30,0.003702237691264186,1,07,F,F,C,C
780,Ant530,0.003286773927919795,1,07,F,F, , 
781,Ant538,0.0012754497044811814,1,07,N,N,N,N
782,Ant232,0.0011150567559157455,1,07,F,F, , 
783,Ant109,0.004323451971480251,1,07,C,F,F,F
784,Ant238,0.0022281620586844836,1,07,F,F, , 
785,Ant342,0.003926111057040092,1,07,C,C, , 
786,Ant437,0.002212878935658668,1,07,N,C, , 
787,Ant100,0.007015515445616903,1,07,F,F, , 
788,Ant347,0.0038090005381707574,1,07,F,F,F,F
789,Ant186,0.004503154133365653,1,07,C,C, , 
790,Ant527,0.0026662793995931204,1,07,F, , , 
791,Ant621,0.005783257708752142,1,08,,,,
792,Ant620,0.0038463109334742874,1,08,N,C, , 
793,Ant356,0.004453815381882815,1,08,F,F,F,F
794,Ant353,0.0029792504399915095,1,08,F, , , 
795,Ant540,0.004206717402068565,1,08,C,C,N,N
796,Ant115,0.0018514614384390097,1,08,C,F,F,F
797,Ant117,0.005332412168093498,1,08,C,C,F,F
798,Ant113,0.004049960616181188,1,08,C,F, , 
799,Ant195,4.939184772577524e-05,1,08,F, , , 
800,Ant196,0.00481566566500951,1,08,F, , , 
801,Ant191,0.003229611792457556,1,08,N,N,N,N
802,Ant190,0.0023642958813441376,1,08,N,C,C,C
803,Ant198,0.001968040342293279,1,08,F, , , 
804,Ant217,0.0034554212409515796,1,08,F,F, , 
805,Ant318,0.0013244423325468424,1,08,F, , , 
806,Ant492,0.004791261155623942,1,08,F,F, , 
807,Ant324,0.002902785794795256,1,08,F,F, , 
808,Ant552,0.004724706001186317,1,08,N,N, , 
809,Ant252,0.0024384848129785116,1,08,F, , , 
810,Ant124,0.005760831319655378,1,08,C, , , 
811,Ant257,0.0035367048138395473,1,08,F,F, , 
812,Ant127,0.002211540548594447,1,08,N,C,F,F
813,Ant26,0.003406820546695218,1,08,F,F,F,F
814,Ant27,0.005136458443448435,1,08,C,F, , 
815,Ant23,0.004086967067005017,1,08,F,F,F,F
816,Ant29,0.005108139450505956,1,08,N,C,C,C
817,Ant482,0.003398682952073339,1,08,C,N,N,N
818,Ant137,0.002364173340742902,1,08,N,C, , 
819,Ant400,0.003934161196423137,1,08,C,C,F,F
820,Ant131,0.004091057193593888,1,08,F, , , 
821,Ant255,0.0016500504323161906,1,08,F,F,F,F
822,Ant139,0.0007521683041172992,1,08,N,N,N,N
823,Ant560,0.005275978652170606,1,08,F,F,F,F
824,Ant564,0.005007004009279513,1,08,C,C,F,F
825,Ant243,0.003265450972863025,1,08,C,C,F,F
826,Ant242,0.0016414287781988126,1,08,N,N,C,C
827,Ant50,0.0020950282966458837,1,08,N,N, , 
828,Ant52,0.00171846364309378,1,08,N,N, , 
829,Ant55,0.004718483850270071,1,08,C,C,F,F
830,Ant142,0.0036808463960353414,1,08,F,F, , 
831,Ant140,0.004501423787023453,1,08,C, , , 
832,Ant308,0.004257149621691705,1,08,F,F, , 
833,Ant148,0.000541697495628416,1,08,F,F, , 
834,Ant149,0.0037306736297037213,1,08,F,F, , 
835,Ant475,0.0047296231503626855,1,08,F,F, , 
836,Ant380,0.0017264117967267386,1,08,N,N,N,N
837,Ant462,0.00350311894424428,1,08,F,F, , 
838,Ant42,0.003934647205976483,1,08,C,C,F,F
839,Ant43,0.0027514520818552736,1,08,F,F, , 
840,Ant44,0.007799791177854448,1,08,F,F,F,F
841,Ant6,0.0017646718989013804,1,08,F,F, , 
842,Ant0,0.001314863039295915,1,08,N,N,N,N
843,Ant263,0.0021696042179326566,1,08,F, , , 
844,Ant153,0.004372441078931212,1,08,C,C,F,F
845,Ant260,0.004882709903235421,1,08,F,F, , 
846,Ant156,0.0020558581875062877,1,08,N,N,N,N
847,Ant159,0.0014595059652632338,1,08,N,N, , 
848,Ant158,0.004690499841833937,1,08,C,F, , 
849,Ant311,0.005086755644711815,1,08,C,F, , 
850,Ant268,0.004275601775738967,1,08,C,N,C,C
851,Ant390,0.0008551111922039434,1,08,N,N,N,N
852,Ant9,5.1755739618323274e-05,1,08,F, , , 
853,Ant395,0.003945642214595272,1,08,C,C, , 
854,Ant394,0.0022696694508223436,1,08,N,C,F,F
855,Ant4,0.0020334682758761714,1,08,C,F,F,F
856,Ant7,0.0013789462219519193,1,08,C,C, , 
857,Ant501,0.0019426245801420665,1,08,C,C,F,F
858,Ant507,0.0037879652556041597,1,08,F,F, , 
859,Ant76,0.0019705237044464626,1,08,F,F,F,F
860,Ant73,5.5019359959371585e-05,1,08,F,F, , 
861,Ant593,0.0016008363450060491,1,08,N,C,F,F
862,Ant19,0.0041317701468657295,1,08,F,F,F,F
863,Ant614,0.004013978147729943,1,08,,,,
864,Ant599,0.005201404647286576,1,08,,,,
865,Ant14,0.0028306577041631257,1,08,F, , , 
866,Ant13,0.003475308636082272,1,08,C,C, , 
867,Ant97,0.003047278732298418,1,08,F,F,F,F
868,Ant387,0.0056421593971686885,1,08,C,F,F,F
869,Ant91,0.003502809753234114,1,08,F, , , 
870,Ant169,0.002162203806880449,1,08,N,N, , 
871,Ant298,0.003643131012538331,1,08,C,F, , 
872,Ant294,0.00018213314011290062,1,08,F,F,F,F
873,Ant98,0.008726502403530881,1,08,F,F, , 
874,Ant518,0.004881964577064522,1,08,F,F,F,F
875,Ant215,0.0011592600068084206,1,08,C,C,C,C
876,Ant458,0.003960464361054519,1,08,C,C, , 
877,Ant218,0.0011984031339193654,1,08,N,C,C,C
878,Ant219,0.00031312561497600136,1,08,Q,Q,Q,Q
879,Ant332,0.001990425928190797,1,08,F,F, , 
880,Ant60,0.002831824518870075,1,08,C,F,F,F
881,Ant63,0.002295748847795316,1,08,N,N,F,F
882,Ant64,0.003886364427380183,1,08,F,F,F,F
883,Ant178,0.0027333343133990997,1,08,N,N,N,N
884,Ant289,0.0033978579932698125,1,08,F,F, , 
885,Ant173,0.0009122687659312274,1,08,N,N,N,N
886,Ant176,0.0024094228055737002,1,08,F,F,F,F
887,Ant207,0.005377813574408329,1,08,C,C,C,C
888,Ant202,0.004317186637888058,1,08,F,C,F,F
889,Ant209,0.0032999008715261253,1,08,F,F, , 
890,Ant38,0.008566742132127441,1,08,F,F,F,F
891,Ant32,0.004734533142055616,1,08,F,F,F,F
892,Ant30,0.004795035114600713,1,08,F,F,C,C
893,Ant530,0.002136514324855317,1,08,F,F, , 
894,Ant538,0.0015646116325861686,1,08,N,N,N,N
895,Ant232,0.0015295723930456103,1,08,F,F, , 
896,Ant109,0.002755545381221479,1,08,C,F,F,F
897,Ant238,0.002399675291765674,1,08,F,F, , 
898,Ant342,0.0024596324823145605,1,08,C,C, , 
899,Ant437,0.0035553780319557966,1,08,N,C, , 
900,Ant100,0.0030433701651194985,1,08,F,F, , 
901,Ant347,0.0032819990570327213,1,08,F,F,F,F
902,Ant186,0.003915102633530438,1,08,C,C, , 
903,Ant527,0.0012720277460737273,1,08,F, , , 
904,Ant621,0.003978330669904608,1,09,,,,
905,Ant620,0.0031429368805584753,1,09,N,C, , 
906,Ant356,0.0026481873216986614,1,09,F,F,F,F
907,Ant353,0.004193258589307601,1,09,F, , , 
908,Ant540,0.0025368473914973923,1,09,C,C,N,N
909,Ant115,0.0011848007934611151,1,09,C,F,F,F
910,Ant117,0.005208832841462604,1,09,C,C,F,F
911,Ant113,0.004304222384840952,1,09,C,F, , 
912,Ant195,5.4317400293903413e-05,1,09,F, , , 
913,Ant196,0.0033879621273573673,1,09,F, , , 
914,Ant191,0.003680963722073148,1,09,N,N,N,N
915,Ant190,0.003087572093534093,1,09,N,C,C,C
916,Ant198,0.0018028588302873138,1,09,F, , , 
917,Ant518,0.0034405274809428802,1,09,F,F,F,F
918,Ant318,0.0007011652066967465,1,09,F, , , 
919,Ant492,0.004523347270230605,1,09,F,F, , 
920,Ant324,0.0026891006393162343,1,09,F,F, , 
921,Ant552,0.0027335057966997424,1,09,N,N, , 
922,Ant252,0.003960376010822251,1,09,F, , , 
923,Ant124,0.005593508322453056,1,09,C, , , 
924,Ant257,0.004516389689636795,1,09,F,F, , 
925,Ant255,0.0020011370675874665,1,09,F,F,F,F
926,Ant26,0.004138211094638996,1,09,F,F,F,F
927,Ant27,0.00706068881540417,1,09,C,F, , 
928,Ant23,0.005382065351719415,1,09,F,F,F,F
929,Ant29,0.0028937661782764655,1,09,N,C,C,C
930,Ant482,0.0032726387874786964,1,09,C,N,N,N
931,Ant137,0.002025405782437461,1,09,N,C, , 
932,Ant400,0.0038257638212062643,1,09,C,C,F,F
933,Ant131,0.002173164064121116,1,09,F, , , 
934,Ant127,0.0015854938402750317,1,09,N,C,F,F
935,Ant139,0.0012191481264561012,1,09,N,N,N,N
936,Ant560,0.0052669064517798046,1,09,F,F,F,F
937,Ant564,0.004387020433753738,1,09,C,C,F,F
938,Ant243,0.0027218923927466577,1,09,C,C,F,F
939,Ant242,0.0010346361366559813,1,09,N,N,C,C
940,Ant50,0.0018416117381177073,1,09,N,N, , 
941,Ant52,0.0018518272127031727,1,09,N,N, , 
942,Ant55,0.003096955859653413,1,09,C,C,F,F
943,Ant142,0.005726425121195108,1,09,F,F, , 
944,Ant140,0.0021015743448341033,1,09,C, , , 
945,Ant308,0.002765760909004804,1,09,F,F, , 
946,Ant9,0.00012753216803097604,1,09,F, , , 
947,Ant148,0.0021614754581613747,1,09,F,F, , 
948,Ant149,0.0021560061916637814,1,09,F,F, , 
949,Ant387,0.0035376129671974114,1,09,C,F,F,F
950,Ant380,0.0013885397949366517,1,09,N,N,N,N
951,Ant462,0.0031209375180396687,1,09,F,F, , 
952,Ant42,0.002922044205144736,1,09,C,C,F,F
953,Ant43,0.002516407821468113,1,09,F,F, , 
954,Ant44,0.007674170604844918,1,09,F,F,F,F
955,Ant501,0.005946862647725277,1,09,C,C,F,F
956,Ant507,0.0018176776155202229,1,09,F,F, , 
957,Ant263,0.0012250377434823688,1,09,F, , , 
958,Ant153,0.004333292692784967,1,09,C,C,F,F
959,Ant260,0.005762264807361113,1,09,F,F, , 
960,Ant156,0.0023679622496436915,1,09,N,N,N,N
961,Ant159,0.0008758047205412344,1,09,N,N, , 
962,Ant158,0.004962706794273361,1,09,C,F, , 
963,Ant311,0.010016877654490467,1,09,C,F, , 
964,Ant268,0.003182207616853127,1,09,C,N,C,C
965,Ant390,0.0006919056113020715,1,09,N,N,N,N
966,Ant332,0.00020139025071558178,1,09,F,F, , 
967,Ant395,0.003601356579384236,1,09,C,C, , 
968,Ant394,0.0016826320829707614,1,09,N,C,F,F
969,Ant4,0.007038212423527767,1,09,C,F,F,F
970,Ant7,0.002194632315847165,1,09,C,C, , 
971,Ant6,0.0013149740345179898,1,09,F,F, , 
972,Ant0,0.0006565740808789339,1,09,N,N,N,N
973,Ant76,0.0021664763650123694,1,09,F,F,F,F
974,Ant73,0.0004279342480619543,1,09,F,F, , 
975,Ant593,0.0029971962736460864,1,09,N,C,F,F
976,Ant19,0.004452136938527027,1,09,F,F,F,F
977,Ant614,0.0016744359967410273,1,09,,,,
978,Ant599,0.004553719450391795,1,09,,,,
979,Ant14,0.0011510813855653396,1,09,F, , , 
980,Ant13,0.0027211148197859134,1,09,C,C, , 
981,Ant97,0.00407571069674961,1,09,F,F,F,F
982,Ant475,0.004543109616089488,1,09,F,F, , 
983,Ant91,0.001711820527895261,1,09,F, , , 
984,Ant169,0.0008480158549403721,1,09,N,N, , 
985,Ant298,0.006067022703190568,1,09,C,F, , 
986,Ant294,0.0002846118828620859,1,09,F,F,F,F
987,Ant98,0.004348415428854569,1,09,F,F, , 
988,Ant217,0.0020113518129253726,1,09,F,F, , 
989,Ant215,0.002140626337276139,1,09,C,C,C,C
990,Ant458,0.003035675483157709,1,09,C,C, , 
991,Ant218,0.0024166064395403876,1,09,N,C,C,C
992,Ant219,0.0006068987866650151,1,09,Q,Q,Q,Q
993,Ant527,0.0019898621263653607,1,09,F, , , 
994,Ant60,0.0061463907029359706,1,09,C,F,F,F
995,Ant63,0.0015941853013533922,1,09,N,N,F,F
996,Ant64,0.007908029437685468,1,09,F,F,F,F
