,pagerank,hubs,auth,degcentr,between,indegcentr,outdegcentr,closecentr,evcentr,load,haratio,paratio,phratio,haprod,paprod,phprod,hadiff,padiff,phsum,hasum,pasum,ha_harmonic_mean,hasum_normed,role
RIR,0.0025408061777491154,1.4949188000535467e-05,8.682292346160633e-05,0.09642857142857142,0.009691302602203982,0.04285714285714286,0.05357142857142857,0.3698139579718527,0.018716824042250835,0.010280348015114899,0.1543971971313523,26.241783318561268,101.83923331270675,1.2979322055836546e-09,2.2060022030148796e-07,3.798298922409346e-08,-7.187373546107086e-05,0.002453983254287509,0.002555755365749651,0.00010177211146214179,0.002627629101210722,2.550663805509179e-05,9.923686313390338e-05,I
RIS,0.0036907083667906864,7.07701491949071e-05,0.00029074752758146175,0.1357142857142857,0.018016694535961632,0.049999999999999996,0.08571428571428572,0.397148033126294,0.04289859836754736,0.01769896543111522,0.23531415125511876,12.271782901992452,45.69396495584784,2.0576245904990413e-08,1.0730643326686067e-06,2.611919817526688e-07,-0.00021997737838655467,0.0033999608392092247,0.0037614785159855936,0.00036151767677636883,0.0039814558943721485,0.00011383258538540935,0.00035251189835133474,I
RIVL,0.0020841786955088292,0.002852304138562511,0.00014337477081582972,0.06785714285714285,0.0016768481679413244,0.02857142857142857,0.039285714285714285,0.35222640470069777,0.015751493579533076,0.0018256419201558146,18.59695778771541,13.588797456209287,0.7281471830437742,4.089484521634426e-07,2.9881864280781333e-07,5.9447115187036486e-06,0.002708929367746681,0.0019408039246929995,0.0049364828340713405,0.0029956789093783407,0.0022275534663246587,0.00027302555750095863,0.0029210534561198054,I
RIVR,0.0022989684933394316,0.001443711424811252,0.00018491649619324744,0.07857142857142857,0.0018275934946051647,0.02857142857142857,0.049999999999999996,0.35222640470069777,0.015108390323737253,0.0021263855163938194,7.406820115316987,11.794632769615092,1.5814476340363952,2.669660581902577e-07,4.251171986469968e-07,3.3190470791152483e-06,0.0012587949286180047,0.0021140519971461842,0.0037426799181506836,0.0016286279210044993,0.002483884989532679,0.00032784168163542144,0.0015880571187018963,I
RMDDL,0.009097498126714718,0.005009879338159408,0.002453054835152015,0.09642857142857142,0.00213148967597719,0.075,0.02142857142857143,0.3683227726574501,0.032788941159880174,0.002147329572095752,2.034010476202089,3.6935832677688794,1.812294183559084,1.228950873400011e-05,2.2316661767523936e-05,4.557736789397198e-05,0.0025568245030073928,0.006644443291562703,0.014107377464874126,0.0074629341733114226,0.011550552961866732,0.003293479065633259,0.0072770247810937,M
RMDDR,0.010557364989837073,0.007164137357825681,0.002728871722184035,0.09285714285714286,0.002630557632592865,0.06785714285714285,0.024999999999999998,0.3663531321619557,0.029733517134428015,0.0026295792826341894,2.61572577488691,3.85464018059904,1.4715866818915735,1.955001184961275e-05,2.880969478154213e-05,7.563441292389271e-05,0.004435265635641646,0.007828493267653037,0.017721502347662753,0.009893009080009715,0.013286236712021109,0.003952288265683781,0.009646564013959651,M
RMDL,0.0043743979182494595,0.001452155048603713,0.0013940556387025738,0.10714285714285714,0.0034625218120713295,0.07142857142857142,0.03571428571428571,0.38219266786212397,0.033327681791983435,0.00320589446836768,1.0342574813812833,3.11554456794294,2.991746957634074,2.024384933776416e-06,6.09815408386446e-06,6.352304021587524e-06,5.8099409901139114e-05,0.0029803422795468856,0.005826552966853173,0.0028462106873062866,0.005768453556952033,0.0014225123549742105,0.002775308641715027,M
RMDR,0.005434579802573372,0.0007346961928705652,0.0014354465777620031,0.10357142857142856,0.004888580059643535,0.07142857142857142,0.03214285714285714,0.38487660513643657,0.0354824814423322,0.004838943531644082,0.5082831867837698,3.7597929153409297,7.297713959869739,1.0546171357508253e-06,7.801048979178449e-06,3.992765090801924e-06,-0.0007007503848914379,0.0039991332248113685,0.006169275995443937,0.002170142770632568,0.006870026380335375,0.0009719334138033861,0.002116082274566988,M
RMDVL,0.010944378738930102,0.00429777810511766,0.003476112780048559,0.10357142857142856,0.0042815790207245494,0.07142857142857142,0.03214285714285714,0.38060019841269843,0.03517302409222047,0.00412989156619784,1.232828188954287,3.139421880314972,2.5406087481451594,1.4939561397012377e-05,3.804389480408666e-05,4.7036511318289014e-05,0.0008216653250691006,0.007468265958881544,0.015242156844047762,0.007773890885166218,0.014420491518978661,0.003843522276732585,0.007580235240340013,M
RMDVR,0.010149962063465209,0.002157847671128183,0.0031628664655290943,0.12142857142857143,0.007504052890136946,0.07857142857142857,0.04285714285714286,0.3881475111290975,0.04478404809061718,0.007175261572303237,0.6800940709518165,3.1989880991643442,4.682045790691098,6.824984036731384e-06,3.21029746369266e-05,2.190207200068781e-05,-0.0010050187944009113,0.006987095597936114,0.012307809734593392,0.005320714136657277,0.013312828528994304,0.002565439097624275,0.005188169656384676,M
RMED,0.004431450802326325,0.007104074030415956,0.0010055438515337279,0.05357142857142857,0.004004634755380604,0.02857142857142857,0.024999999999999998,0.3205054302422724,0.006695674973350317,0.0035749045771096147,6.995339511619325,4.36362328976116,0.6229132257240821,7.143457962125194e-06,4.456018107653442e-06,3.14813545618724e-05,0.006098530178882228,0.0034259069507925973,0.011535524832742282,0.008109617881949685,0.0054369946538600535,0.001761724921225953,0.007907598931153784,I
RMEL,0.0018494610374124297,0.00851401404704415,0.0005959326901747737,0.049999999999999996,0.0025326379880556632,0.039285714285714285,0.010714285714285714,0.34211253789905477,0.008168221879912724,0.002614946451285764,14.051088817453286,3.052254924353026,0.2169706698282322,5.073779295240833e-06,1.102154291398617e-06,1.5746337251990272e-05,0.007918081356869376,0.001253528347237656,0.01036347508445658,0.009109946737218924,0.0024453937275872033,0.0011138987837353157,0.00888300856227041,I
RMER,0.0025642410276289244,0.010639416171742643,0.0008341279445250902,0.06428571428571428,0.00018189492508554795,0.05714285714285714,0.007142857142857143,0.3201310080106809,0.009040987819177044,0.00018070578337023627,12.604032647833286,3.0377397694985406,0.24078700524756735,8.874634342282695e-06,2.1389050976430197e-06,2.7282027457601152e-05,0.009805288227217553,0.0017301130831038343,0.013203657199371568,0.011473544116267734,0.0033983689721540145,0.0015469734987465327,0.011187726291307327,I
RMEV,0.0037872335491457346,0.00355861246026796,0.0016063510889030674,0.09999999999999999,0.014062366530936876,0.06785714285714285,0.03214285714285714,0.3816603660962993,0.027779054068037684,0.013261922949339509,2.201633348533828,2.343076065062035,1.0612622108205492,5.716381000535462e-06,6.083626735600479e-06,1.3477296497934862e-05,0.0019522613713648927,0.002180882460242667,0.007345846009413695,0.005164963549171028,0.005393584638048802,0.0022135223012185383,0.005036298976771749,I
RMFL,0.0022708593923674533,0.0007298784125839443,0.000274994880571104,0.06428571428571428,0.005190391311905085,0.03571428571428571,0.02857142857142857,0.37334079408330095,0.027541768904545773,0.004982417505411721,2.561022889679049,7.968070822243739,3.069233206084126,2.0071282689994875e-07,6.244747073978577e-07,1.6574512485024972e-06,0.0004548835320128403,0.001995864511796349,0.0030007378049513975,0.0010048732931550483,0.0025458542729385573,0.00039947887612728003,0.000979840862364709,M
RMFR,0.0019298525455217193,1.2990086771941369e-05,0.0001412268192879192,0.03571428571428571,0.0003486710840898409,0.024999999999999998,0.010714285714285714,0.35450471262243577,0.023891938470300807,0.0003358260016197291,0.08589803603030012,12.761311483034584,83.94281259856051,1.8345486370753534e-09,2.7254693669872673e-07,2.5068952023379065e-08,-0.00012823673251597783,0.0017886257262338002,0.0019428426322936608,0.0001542169060598606,0.0020710793648096386,2.3791796683604297e-05,0.00015037520377367188,M
RMGL,0.003779695781747465,0.0008158359708683208,9.94893515120726e-05,0.1392857142857143,0.017591515276384657,0.049999999999999996,0.08928571428571429,0.3301592082616179,0.007537587250297707,0.01816785894760747,7.451281422361557,34.521126753871634,4.576811758118653,8.11669916819114e-08,3.760394822389716e-07,3.08361177768884e-06,0.0007163466193562482,0.0036802064302353926,0.004595531752615786,0.0009153253223803935,0.0038791851332595374,0.00017735113341085912,0.0008925236239581062,I
RMGR,0.002047425342853114,0.0022365582135716396,9.01312646211595e-05,0.11071428571428571,0.015386134344268011,0.04285714285714286,0.06785714285714285,0.34512864339690535,0.009957040821614034,0.016108135067271948,22.33626252533133,20.447413209045365,0.9113609122098203,2.0158382018805322e-07,1.8453703536876223e-07,4.579185967232862e-06,0.00214642694895048,0.0019572940782319544,0.004283983556424753,0.002326689478192799,0.0021375566074742732,0.00017327952189359508,0.0022687292420812345,I
RMHL,0.003013568239759468,0.000712217501063991,0.0002616291113901002,0.04285714285714286,0.0010794627566256133,0.02857142857142857,0.014285714285714285,0.3464376015893083,0.009628405468266538,0.0012004989799625021,2.622021982176791,11.094422922260092,4.172660223990412,1.863368319198497e-07,7.88437180681698e-07,2.146316041007298e-06,0.0004505883896738908,0.0027519391283693678,0.0037257857408234587,0.0009738466124540911,0.003275197351149568,0.00038268209703021163,0.0009495870883004304,I
RMHR,0.002110537237486988,0.0014199414383490414,8.106338699223252e-05,0.04642857142857143,0.002263543085509867,0.03214285714285714,0.014285714285714285,0.35681268601190474,0.011301701572443146,0.0024021596754590867,15.59289068031435,23.17657301355386,1.4759606099140241,1.1510526232319562e-07,1.7108729684392507e-07,2.996839280686486e-06,0.001338878051356809,0.0020294738504947553,0.0035304786758360296,0.0015010048253412739,0.0021916006244792206,0.000153370942424552,0.0014636132460623097,I
SAADL,0.0031256405927221373,0.0002225538419986545,0.0005535263413538562,0.05357142857142857,0.006816155255352171,0.03214285714285714,0.02142857142857143,0.33831128747795414,0.014628525017045662,0.0067854519908499365,0.3949306814371359,5.54657407001219,13.440502921212634,1.2318941391575942e-07,1.7301244016765833e-06,6.956233226172634e-07,-0.00033097249935520174,0.002572114251368281,0.003348194434720792,0.0007760801833525108,0.0036791669340759934,0.00031746568604188775,0.0007567472250483557,S
SAADR,0.0034267574121400316,0.00012265635695822306,0.0007393004458411214,0.06428571428571428,0.008546903452720226,0.03571428571428571,0.02857142857142857,0.37436085089773613,0.02540608793458308,0.008886655129705288,0.16369449349591153,4.573275554765421,25.83183716720946,9.067989938446204e-08,2.533403282584493e-06,4.203135803526844e-07,-0.0006166440888828984,0.00268745696629891,0.0035494137690982547,0.0008619568027993445,0.004166057857981153,0.0002104047420705176,0.0008404845692776525,S
SAAVL,0.0036856458995019967,0.0006094845429378004,0.000675043147766756,0.060714285714285714,0.0039465987877286,0.024999999999999998,0.03571428571428571,0.3586808152580404,0.020880429527059593,0.004055769102257879,0.8897024149861551,5.38016606912604,5.949536500173912,4.1142836437991537e-07,2.487970009553465e-06,2.2463442064885526e-06,-6.555860482895565e-05,0.0030106027517352407,0.004295130442439797,0.0012845276907045564,0.004360689047268752,0.000640590883882385,0.001252528780259959,S
SAAVR,0.0030570289306228286,0.0003495292851291131,0.00033462266530462776,0.049999999999999996,0.003116278220094535,0.02857142857142857,0.02142857142857143,0.3591509080696499,0.022270362705385405,0.0030095534515646753,1.0142376585131105,8.870655468701052,8.502864876570477,1.1696042099192501e-07,1.022951168678367e-06,1.0685211367396144e-06,1.4906619824485326e-05,0.0027224062653182007,0.0034065582157519416,0.0006841519504337409,0.0033916515959274566,0.0003419135790456318,0.0006671090192841459,S
SABD,0.003770655798388211,0.00016696268594813707,0.0033561170281571624,0.06428571428571428,0.0003114578915501735,0.049999999999999996,0.014285714285714285,0.4183696837513632,0.10799666919128893,0.00034938513786792385,0.04960097481802159,1.120179651166947,21.307632047884304,5.603463133773994e-07,1.2654762132290214e-05,6.295588198848129e-07,-0.0031891543422090255,0.00041453877023104853,0.003937618484336348,0.0035230797141052993,0.007126772826545374,0.0003181002752415448,0.00343531616250837,I
SABVL,0.0038070321212873713,0.0001182511667998995,0.001936964735511006,0.04642857142857143,0.00013124644874242233,0.03571428571428571,0.010714285714285714,0.39830253322259135,0.07216817602693991,0.00014134648450466356,0.06073616262436461,1.9553677844545894,29.684190922233032,2.290483400244352e-07,7.3740869658912975e-06,4.5018599038692814e-07,-0.0018187135687111067,0.0018700673857763653,0.003925283288087271,0.0020552159023109057,0.005743996856798377,0.0002228946747316337,0.002004018353143018,I
SABVR,0.002740499315830397,7.874807548679985e-05,0.001478768916215058,0.04285714285714286,0.00012430792038898469,0.03214285714285714,0.010714285714285714,0.40298844537815126,0.0866246509299274,0.00010277777261435644,0.052894760650298536,1.840782196606879,30.87953514257345,1.1645020624163658e-07,4.052565203158624e-06,2.1580904699453543e-07,-0.0014000208407282581,0.001261730399615339,0.002819247391317197,0.0015575169917018577,0.004219268232045455,0.00014953314392338605,0.001518717636036687,I
SDQL,0.0010943440726539993,0.00015059000726856236,7.863604365924575e-06,0.04642857142857143,0.0006213036425080374,0.010714285714285714,0.03571428571428571,0.29245692940997103,0.0034381539138362677,0.000728891806119606,8.429990061569985,61.26110107663923,6.814521596128178,1.1841802386216805e-09,8.605488827545669e-09,1.647972818552739e-07,0.0001427264029026378,0.0010864804682880747,0.0012449340799225617,0.00015845361163448692,0.0011022076770199239,1.4946711866098575e-05,0.0001545063686400335,I
SDQR,0.002332313798207473,0.00021561189995633305,0.0002117168713798476,0.06785714285714285,0.012315066849407771,0.02142857142857143,0.04642857142857143,0.3832617382617383,0.04105589429176045,0.012611129284572208,0.9724650118616573,10.51933388601596,10.337725087457223,4.564867689101953e-08,4.937901804325354e-07,5.028746093258849e-07,3.8950285764854594e-06,0.0021205969268276257,0.002547925698163806,0.0004273287713361806,0.0025440306695873206,0.00021364663440883835,0.0004166835706267384,I
SIADL,0.0017813163636140523,6.985601875556657e-07,1.7813786329157997e-05,0.02142857142857143,0.00018428047592536367,0.017857142857142856,0.0035714285714285713,0.33337243656586724,0.012401229889489385,0.0001380596191064061,0.02511560919066042,64.04436787330343,166.50056945849974,1.2444001919173162e-11,3.173198908605344e-08,1.2443566930622087e-09,-1.711522614160233e-05,0.0017635025772848943,0.0017820149238016079,1.8512346516713664e-05,0.0017991301499432103,1.3444002798822111e-06,1.8051184859713678e-05,I
SIADR,0.0014411182795040839,9.27229064530631e-07,1.3462532624268435e-05,0.017857142857142856,3.809152768058403e-05,0.014285714285714285,0.0035714285714285713,0.3293655563186813,0.009509667263866532,2.3797089817315107e-05,0.039519564208151725,61.42211084294734,131.8832314206626,1.2482851531413521e-11,1.9401101853253328e-08,1.3362467541825641e-09,-1.2535303559737805e-05,0.0014276557468798155,0.0014420455085686144,1.4389761688799065e-05,0.0014545808121283522,1.7349629273054778e-06,1.4031297874487346e-05,I
SIAVL,0.0018339369520472496,6.985601875556657e-07,8.981566040439317e-05,0.024999999999999998,8.886060332377665e-05,0.02142857142857143,0.0035714285714285713,0.33623575810692374,0.01099369557188742,5.482573934013649e-05,0.006998502887477966,18.373238674344663,171.41904330084017,6.274164457752886e-11,1.6471625848814365e-07,1.2811153411873925e-09,-8.91171002168375e-05,0.0017441212916428565,0.0018346355122348052,9.051422059194884e-05,0.0019237526124516427,1.386337840997985e-06,8.825941794375083e-05,I
SIAVR,0.0018585177986093033,9.27229064530631e-07,0.0001333637715012594,0.024999999999999998,5.9962134147049744e-05,0.02142857142857143,0.0035714285714285713,0.33500261962975897,0.01194298738854937,4.516452553660269e-05,0.0064676665158916085,12.963650294265431,170.08134337020363,1.2365876509138957e-10,2.478589430247547e-07,1.7232717198180318e-09,-0.00013243654243672877,0.001725154027108044,0.0018594450276738339,0.00013429100056579001,0.0019918815701105625,1.8416537902077564e-06,0.00013094567314956039,I
SIBDL,0.002306850571172067,8.539225880147905e-07,4.525264278551179e-06,0.017857142857142856,1.745195018740996e-05,0.010714285714285714,0.007142857142857143,0.3193847818847819,0.009960617277624028,2.1192467429026566e-05,0.05878878150779952,158.81642680873574,212.5361179302455,3.864225384191307e-12,1.0439108485680339e-08,1.9698718098986492e-09,-3.671341690536388e-06,0.002302325306893516,0.002307704493760082,5.379186866565969e-06,0.0023113758354506185,1.4367321604717547e-06,5.245185770245821e-06,I
SIBDR,0.0032768448727521185,1.1329840368031076e-06,6.126804734805753e-05,0.03571428571428571,0.004067935168043322,0.024999999999999998,0.010714285714285714,0.3464376015893083,0.013759461916423577,0.004415757099349081,0.01589750356523537,45.97915888937894,294.3366182794852,6.941571961144615e-11,2.0076588681601637e-07,3.7126129319082607e-09,-6.0135063311254425e-05,0.003215576825404061,0.0032779778567889216,6.240103138486064e-05,0.003338112920100176,2.224826034791706e-06,6.0846557293422835e-05,I
SIBVL,0.0040145431831554775,3.5701496671760396e-05,9.298762065849324e-05,0.05357142857142857,0.002651134283418328,0.03571428571428571,0.017857142857142856,0.3948589954713874,0.04856472595065916,0.002651191688182058,0.34665813661378286,38.980832429051794,87.84270703405915,3.3197972294541145e-09,3.7330281863240146e-07,1.4332520009206367e-07,-5.728612398673284e-05,0.003921555562496984,0.004050244679827238,0.00012868911733025364,0.004107530803813971,5.159406324832504e-05,0.0001254833386067242,I
SIBVR,0.004340554882500262,2.1652812546532994e-06,0.00012270523269634407,0.04642857142857143,0.001717408743198526,0.03214285714285714,0.014285714285714285,0.3832617382617383,0.026743790065857854,0.0017919105857291554,0.01631647230978369,32.70824212661089,356.7985640151124,2.6569134020526493e-10,5.326087968884471e-07,9.398522121871671e-09,-0.00012053995144169077,0.004217849649803918,0.0043427201637549154,0.00012487051395099736,0.004463260115196606,4.255469634881611e-06,0.00012175986057855259,I
SMBDL,0.003081891725651044,0.0035924768899575654,6.975474711508423e-05,0.06785714285714285,0.003335801404154289,0.039285714285714285,0.02857142857142857,0.3634378552482001,0.020984052775742865,0.00319932291972071,45.04405091741693,38.64211018315871,0.8554924347307461,2.5059231697577423e-07,2.1497657795885912e-07,1.1071624801752815e-05,0.003522722142842481,0.0030121369785359596,0.006674368615608609,0.0036622316370726496,0.003151646472766128,0.00013685224847005117,0.003571001667465857,S
SMBDR,0.0030477594140992576,0.005014610826583906,6.900226495686694e-05,0.07857142857142857,0.0045730146599755024,0.049999999999999996,0.02857142857142857,0.38060019841269843,0.02754186918089127,0.004336072537674361,63.474266583644734,38.57812704184178,0.606566263395835,3.4601950491151627e-07,2.1030230261646252e-07,1.528332735476516e-05,0.00494560856162704,0.0029787571491423906,0.008062370240683164,0.005083613091540773,0.0031167616790561247,0.00013613132969828061,0.004956975042997053,S
SMBVL,0.0025325754255896404,0.002142053050473114,0.00013847426402375092,0.04642857142857143,0.004396741214398486,0.02857142857142857,0.017857142857142856,0.3285757108598835,0.008037523818493712,0.004442717765951628,14.427099972898045,17.057336113041874,1.1768183061439266,2.9661921966409505e-07,3.506965181431632e-07,5.4249109159375344e-06,0.0020035787864493633,0.0023941011615658896,0.0046746284760627544,0.002280527314496865,0.002671049689613391,0.00026013213503609,0.002223717025523633,S
SMBVR,0.0024432885472443224,0.002146499725070404,7.688594331556655e-05,0.05357142857142857,0.0017092796261688966,0.03214285714285714,0.02142857142857143,0.3513232600732601,0.016933098631353498,0.0017276024504467831,24.70479853426228,28.120642465380026,1.1329881097780132,1.6503565618864225e-07,1.8785454474699992e-07,5.2445181949276045e-06,0.0020696137817548376,0.002366402603928756,0.004589788272314726,0.0022233856683859703,0.0025201744905598887,0.0001484543671709885,0.0021679988367891666,S
SMDDL,0.00644670307728418,0.0007194625717875281,0.0004392862581700159,0.08928571428571429,0.0025160014984879995,0.060714285714285714,0.02857142857142857,0.39203453913754344,0.0450795164863416,0.0022143105803121657,1.6013455980558253,14.348765313994226,8.83760637846944,3.1605002105391963e-07,2.8319480723532943e-06,4.638161575533447e-06,0.00028017631361751215,0.0060074168191141634,0.007166165649071708,0.001158748829957544,0.006885989335454196,0.0005455022052803274,0.0011298832007415197,M
SMDDR,0.008518552247869595,0.0021605250234920537,0.0011305034999977421,0.10357142857142856,0.005008809372142404,0.07857142857142857,0.024999999999999998,0.41207841031149306,0.05405019227049662,0.004765587624209613,1.894360713050272,7.469115393233303,3.924650559505877,2.442481100890471e-06,9.63025313113021e-06,1.8404545295446745e-05,0.0010300215234943116,0.0073880487478718525,0.010679077271361649,0.003291028523489796,0.009649055747867338,0.0014843269108469907,0.0032090456065345337,M
SMDVL,0.005768263171930338,0.002164493322099108,0.0003274356730436774,0.09285714285714286,0.00560369580566658,0.05357142857142857,0.039285714285714285,0.38487660513643657,0.033489856403610734,0.005704083569306052,6.41453614721683,17.094408305738614,2.6526929806167665,7.087323277200667e-07,1.8887351339940676e-06,1.2485367115753436e-05,0.001837057649055431,0.005440827498886661,0.007932756494029447,0.0024919289951427855,0.006095698844974015,0.0005688222490299784,0.002429852472132111,M
SMDVR,0.0066711762242979665,0.0007441705575859886,0.00040724129772671803,0.08928571428571429,0.0022289011382806974,0.05357142857142857,0.03571428571428571,0.3837985194077631,0.03264341741492446,0.0022858046286982456,1.7835496189866624,15.988772589494268,8.845712892388185,3.0305698360133334e-07,2.716778462946731e-06,4.964492930590208e-06,0.0003369292598592706,0.006263934926571248,0.007415346781883955,0.0011514118553127067,0.007078417522024685,0.0005264093507514346,0.001122728997707052,M
URADL,0.0011296617977320433,0.003553757296542892,7.244431406956705e-06,0.02857142857142857,0.00021399818858472953,0.014285714285714285,0.014285714285714285,0.28845488721804513,0.0027290997147224375,0.00026179512705969544,206.08144233211678,65.50878779779993,0.3169861760305335,2.574495097177688e-08,8.183757406729188e-09,4.0145438563160095e-06,0.0035465128651359355,0.0011224173663250867,0.004683419094274935,0.0035610017279498487,0.001136906229139,1.4459386958286508e-05,0.003472293499851454,S
URADR,0.001055250204296188,0.0035646406238627713,6.7642578265197825e-06,0.03571428571428571,0.00028891326218361853,0.010714285714285714,0.024999999999999998,0.26349244505494507,0.0010414379640445687,0.0003646672636687998,212.63336920431877,62.94643134316763,0.29520455769785336,2.411214823869411e-08,7.1379844533470895e-09,3.7615877465736805e-06,0.0035578763660362514,0.0010484859464696683,0.00461989082815896,0.0035714048816892913,0.0010620144621227077,1.3502892580070033e-05,0.003482437500294896,S
URAVL,0.0010335965563477894,0.0021405142843675144,3.6011452293971223e-06,0.024999999999999998,3.243428358635732e-05,0.007142857142857143,0.017857142857142856,0.24621037094082918,0.000675321163951409,3.372406310194329e-05,157.37750375174795,75.99334753913249,0.480627617245416,7.70830280360647e-09,3.7221313080131354e-09,2.2124281931355154e-06,0.002136913139138117,0.0010299954111183923,0.0031741108407153037,0.0021441154295969117,0.0010371977015771864,7.190193864754391e-06,0.0020907033014574868,S
URAVR,0.0010056829482760579,0.004988205052946321,6.4176727227285325e-06,0.02857142857142857,5.922931774186255e-05,0.007142857142857143,0.02142857142857143,0.2495739005984908,0.000677866356905059,6.375773128845325e-05,303.8314344054793,61.25612108735705,0.20120882149147368,3.201266750367024e-08,6.454144024864466e-09,5.016552764252585e-06,0.004981787380223592,0.0009992652755533293,0.005993888001222379,0.00499462272566905,0.0010121006209987864,1.2818853099412835e-05,0.004870201518979785,S
URBL,0.001691423472412447,2.1453501398799276e-05,0.00010324831160883942,0.05357142857142857,0.0017183356210093994,0.017857142857142856,0.03571428571428571,0.29152355623100307,0.003128598752182639,0.001840635012213523,0.18943771517671576,14.93552926647275,53.77536354273793,2.2150377975239e-09,1.7463661774214554e-07,3.6286955831362356e-08,-8.179481021004014e-05,0.0015881751608036075,0.0017128769738112462,0.0001247018130076387,0.0017946717840212863,3.552535033934457e-05,0.00012159536214979717,S
URBR,0.001447706545357651,3.0362993853648737e-05,1.907684499818267e-05,0.06785714285714285,0.0020073314720161343,0.017857142857142856,0.049999999999999996,0.2962509652509653,0.004480902061642396,0.0020636936618863657,1.044232751371287,49.78898313926886,35.86717453633042,5.792301274268301e-10,2.7617673368642418e-08,4.39567049385814e-08,1.1286148855466066e-05,0.0014286297003594684,0.0014780695392112998,4.943983885183141e-05,0.0014667833903558335,2.34317158339756e-05,4.8208241442711056e-05,S
URXL,0.001770429779759895,3.0001933455350467e-05,2.7150764591416784e-05,0.049999999999999996,0.0011188728186108505,0.017857142857142856,0.03214285714285714,0.3110467001783688,0.0050869985709647925,0.001234313444567438,0.8075724358653451,47.65527168097451,44.258605193072,8.14575432533572e-10,4.806852217589477e-08,5.311631643972715e-08,2.8511688639336837e-06,0.0017432790151684782,0.0018004317132152454,5.715269804676725e-05,0.0017975805443513117,2.850523108697393e-05,5.572896535521077e-05,S
URXR,0.0014935627783373255,7.620517471514547e-05,0.00043195695677953385,0.07142857142857142,0.0046803366440683145,0.02857142857142857,0.04285714285714286,0.30380503642698764,0.004008603706106288,0.00496699372850802,0.1724266889482627,3.379430407025758,17.325674279677784,3.291735536080692e-08,6.451548324897766e-07,1.1381721247123399e-07,-0.00035575178206438836,0.0010616058215577916,0.001569767953052471,0.0005081621314946793,0.0019255197351168594,0.00012955453907588773,0.00049550328836136,S
URYDL,0.0017040731166997145,8.239723084904476e-05,0.00023824426860575597,0.049999999999999996,0.0030608248914725674,0.02142857142857143,0.02857142857142857,0.3854179224432389,0.030014565252933032,0.003075777020882649,0.33191997266169404,6.864501348895201,18.442902466241303,1.9630667998770302e-08,4.0598565333885453e-07,1.4041090598035757e-07,-0.0001558470377567112,0.0014658288480939585,0.0017864703475487594,0.00032064149945480074,0.0019423173853054705,0.0001224462088166946,0.0003126539887922256,S
URYDR,0.0012872627970276882,7.990237804370868e-05,8.78925440382843e-05,0.04285714285714286,0.0029111362224438163,0.014285714285714285,0.02857142857142857,0.3663531321619557,0.024689063594565942,0.0029734669427411435,0.8162253706723575,13.14975322864486,14.318451024753179,7.022823280970306e-09,1.1314080207660111e-07,1.0285535864970817e-07,-7.990165994575625e-06,0.001199370252989404,0.0013671651750713969,0.00016779492208199298,0.0013751553410659724,8.370722062183268e-05,0.00016361497740379386,S
URYVL,0.0012629528118698785,0.00010199424708388909,0.00010401152562946966,0.05714285714285714,0.0068171025683041045,0.010714285714285714,0.04642857142857143,0.3708148076551324,0.02668495627453549,0.007077083575474419,0.8945959324793532,11.077413488653738,11.276943635541082,1.060857724462439e-08,1.3136164876061465e-07,1.2881392114914888e-07,-2.017278545580567e-06,0.001158941286240409,0.0013649470589537677,0.00020600577271335873,0.0013669643374993482,0.00010299300941809446,0.0002008739563112466,S
URYVR,0.0012703884907796822,9.557218576585996e-05,1.6246837668083464e-05,0.05357142857142857,0.005455028087088634,0.014285714285714285,0.039285714285714285,0.3779753694581281,0.02892924093106566,0.006150327408315965,3.641283836722057,48.40158295810596,12.033363537600467,1.5527457877218438e-09,2.0639795585099042e-08,1.2141380483560624e-07,7.932534809777649e-05,0.0012541416531115987,0.001365960676545542,0.00011181902343394342,0.0012866353284477657,2.7772479852484517e-05,0.00010903349615978823,S
VA01,0.0029533980719032046,0.008393749072019032,0.001279098205740205,0.04285714285714286,0.00042747976257980565,0.024999999999999998,0.017857142857142856,0.3931594589055134,0.054237012893584895,0.0003887353962362865,6.511334074194378,2.2910574685094316,0.3514381553510188,1.0736429377453055e-05,3.77768617460797e-06,2.4790082325340323e-05,0.007114650866278827,0.0016742998661629996,0.011347147143922237,0.009672847277759238,0.00423249627764341,0.0022199108637100703,0.009431886669416481,M
VA02,0.0042461778750788794,0.014272853573072434,0.0028662005441199324,0.06428571428571428,0.001881998518997378,0.03571428571428571,0.02857142857142857,0.41965106103697225,0.09728427910596858,0.0016918139090308182,4.962398606818872,1.4763149543795584,0.2972919839410963,4.0908860677284334e-05,1.2170397335981104e-05,6.06050750562207e-05,0.011406653028952501,0.001379977330958947,0.018519031448151313,0.017139054117192368,0.007112378419198812,0.004773759438246737,0.016712102591141312,M
VA03,0.0033031208038824833,0.022695066475234588,0.0017911826861597663,0.07142857142857142,0.0012711491466423706,0.03571428571428571,0.03571428571428571,0.404177201854193,0.09563109475101861,0.001154610937648454,12.60009140084612,1.8338621780364448,0.14547945972698834,4.0651010131685144e-05,5.916492794208433e-06,7.496454621984326e-05,0.02090388378907482,0.001511938117722717,0.025998187279117072,0.024486249161394354,0.0050943034900422495,0.0033203133614907883,0.023876271424277767,M
