,Colony,Day,Degree Assortativity Coefficient,Average Clustering,Nodes,Edges,Density,Diameter,Betweenness Centrality,Average Degree,Normalized Degree Average
101,3,20,0.022104480373435573,0.7807608185806689,141,6368,0.6451874366767983,3,0.002576662074595643,90.32624113475177,102.49786228056938
102,3,21,0.0256683509399365,0.7780704549310956,140,6480,0.6659815005138746,3,0.0024211686551380016,92.57142857142857,105.79591836734693
103,3,22,0.008938921855919255,0.8104068358828269,115,4684,0.7145690312738368,2,0.002525937776337728,81.4608695652174,113.33686200378072
104,3,23,0.02516593962740639,0.8140819320058932,115,4647,0.7089244851258582,3,0.0026123407788420654,80.81739130434782,112.44158790170133
105,3,24,0.02802263438807683,0.7970045462609474,115,4477,0.6829900839054157,3,0.002867499645612684,77.86086956521739,108.3281663516068
106,3,25,0.008291409868798037,0.7844742346576705,115,4440,0.6773455377574371,3,0.0028945005838952914,77.21739130434783,107.43289224952741
107,3,26,0.00014644389557719802,0.7827877801690062,115,4535,0.6918382913806255,3,0.002774346408537698,78.8695652173913,109.73156899810964
108,3,27,0.009257918291587904,0.8020595298056179,115,4545,0.6933638443935927,3,0.002725744719629006,79.04347826086956,109.97353497164461
109,3,28,0.009105455199811669,0.814800016736554,115,4634,0.7069412662090008,3,0.0026123407788420654,80.59130434782608,112.12703213610584
110,3,29,-0.01110545159722888,0.8159804702536251,115,4695,0.7162471395881007,3,0.002529987917080119,81.65217391304348,113.60302457466919
111,3,30,0.03254162473789472,0.7703693775507356,115,4321,0.6591914569031274,3,0.003103757855585481,75.14782608695653,104.55349716446125
112,3,31,0.025067694784609948,0.7473524781202467,115,4161,0.6347826086956522,3,0.003271163672937634,72.36521739130434,100.6820415879017
113,3,32,-0.016255084771381823,0.7605832506521846,95,2990,0.6696528555431132,3,0.003593059519079097,62.94736842105263,106.01662049861494
114,3,33,-0.004416182597944555,0.7724058097319116,95,2977,0.6667413213885778,3,0.0035858348685715666,62.67368421052632,105.55567867036011
115,3,34,-0.03153313928378955,0.8272450563461115,95,3348,0.7498320268756999,3,0.002728509675011137,70.48421052631579,118.71024930747923
116,3,35,0.019606391301678548,0.7903922285557663,95,2915,0.6528555431131019,3,0.0037592264807523265,61.36842105263158,103.35734072022161
117,3,36,-0.005346830639163928,0.7912804687453374,94,3028,0.692747654998856,2,0.0033396994021863474,64.42553191489361,109.66047985513806
118,3,37,0.045902846017742506,0.8042085456060514,94,2969,0.679249599633951,3,0.0035635065103001005,63.170212765957444,107.52376641014033
119,3,38,-0.02205530457467405,0.8008713520708267,94,2985,0.6829100892244337,3,0.0034714969214088894,63.51063829787234,108.10321412403803
120,3,39,-0.04592190159832069,0.7972353715828392,93,3059,0.7150537634408602,2,0.0031312773248257115,65.78494623655914,113.17840212741356
121,3,40,0.0028582087973801577,0.7810076652966946,93,2853,0.6669004207573632,3,0.0036630036630036626,61.354838709677416,105.5567117585848
122,3,41,-0.008872895492580144,0.8028312621220512,94,2992,0.6845115534202699,3,0.003459063193180348,63.659574468085104,108.35672249886825
123,4,01,-0.04623763547395576,0.8591989993549147,102,4269,0.8287711124053582,2,0.0017122888759464178,83.70588235294117,131.3033448673587
124,4,02,-0.04532368210768737,0.8483270092510518,102,4149,0.8054746651135701,2,0.0019452533488642976,81.3529411764706,127.61245674740486
125,4,03,-0.009839943905028459,0.8375449422678598,102,4055,0.7872257814016695,3,0.0021296835565909533,79.50980392156863,124.72126105344098
126,4,04,0.06928083076290459,0.812421167585147,102,3754,0.7287905261114347,3,0.0027159774801009504,73.6078431372549,115.46328335255672
127,4,05,0.04667950423482254,0.8315277940301303,102,3929,0.7627645117452921,3,0.0023801203649776747,77.03921568627452,120.84582852748945
128,4,06,0.04802818251185993,0.8385650261877462,102,3903,0.7577169481654048,3,0.002430596000776548,76.52941176470588,120.04613610149941
129,4,07,0.03917233134117238,0.8202709816887807,102,3797,0.7371384197243254,3,0.002634439914579694,74.45098039215686,116.78585159554018
130,4,08,-0.006527317456624086,0.817835720808863,102,3857,0.7487866433702194,3,0.0025160163075131025,75.62745098039215,118.6312956555171
131,4,09,0.012537508059775155,0.8482800426575531,102,3988,0.7742185983304213,3,0.002261696757911085,78.19607843137256,122.66051518646675
132,4,10,-0.015139647324814043,0.8450451221634415,102,4036,0.7835371772471365,2,0.0021646282275286366,79.13725490196079,124.13687043444828
133,4,11,-0.045623106786946935,0.7727729872334854,102,3592,0.6973403222675209,2,0.0030265967773247925,70.43137254901961,110.480584390619
134,4,12,-0.018935511117007826,0.8433073032944229,73,2067,0.7865296803652968,3,0.0031298904538341154,56.63013698630137,124.1208481891537
135,4,13,-0.013089949477422742,0.8564345149671757,73,2119,0.806316590563166,3,0.0028029669646493873,58.054794520547944,127.24338525051604
136,4,14,-0.026155471430888668,0.8454814008327962,73,2107,0.8017503805175038,3,0.0028458421763457465,57.726027397260275,126.52279977481703
137,4,15,-0.023254856593611012,0.8626683953938039,73,2144,0.8158295281582952,3,0.0027172165412566725,58.73972602739726,128.74460499155563
138,4,16,-0.061893188504429125,0.8532874688146843,73,2095,0.7971841704718418,3,0.0028779985851180136,57.397260273972606,125.80221429911805
139,4,17,-0.014410794561777471,0.8410951989627758,73,2089,0.7949010654490106,2,0.002888717388042102,57.23287671232877,125.44192156126853
140,4,18,0.05312352074192632,0.8514362614771741,73,2022,0.769406392694064,3,0.003258516088923189,55.397260273972606,121.41865265528243
141,4,19,-0.00649421384109993,0.840177638054961,73,2041,0.7766362252663622,2,0.0031459686582202494,55.917808219178085,122.55957965847252
142,4,20,-0.0129068657047121,0.8668830710807792,73,2184,0.8310502283105022,2,0.0023795742491478553,59.83561643835616,131.14655657721897
143,4,21,-0.03761378027964585,0.8537104154100899,73,2120,0.806697108066971,2,0.0027225759427187174,58.082191780821915,127.30343404015763
144,4,22,-0.07519386345382618,0.8818710523098464,55,1234,0.8309764309764309,2,0.003189123943840925,44.872727272727275,130.53884297520662
145,4,23,-0.07122087388053472,0.8823270732212543,55,1228,0.826936026936027,2,0.0032653579823391145,44.654545454545456,129.90413223140496
146,4,24,-0.039764927356850964,0.8679810463959432,55,1167,0.7858585858585858,2,0.00404040404040404,42.43636363636364,123.4512396694215
147,4,25,-0.06353358865067933,0.867474338786761,55,1204,0.8107744107744108,2,0.0035702941363318715,43.78181818181818,127.36528925619835
148,4,26,-0.06860398223815535,0.8668183363549149,55,1240,0.835016835016835,2,0.0031128899053427354,45.09090909090909,131.17355371900828
149,4,27,-0.04211234996666695,0.8774746834545194,55,1266,0.8525252525252526,2,0.0027825424051839153,46.03636363636364,133.92396694214875
150,4,28,-0.07039792523297767,0.8850971203908428,55,1276,0.8592592592592593,2,0.002655485674353599,46.4,134.98181818181817
151,4,29,-0.05914731867632794,0.8851709971923251,55,1272,0.8565656565656565,2,0.002706308366685725,46.25454545454546,134.5586776859504
152,4,30,-0.014984536394676977,0.877800949394433,55,1252,0.8430976430976431,2,0.0029604218283463555,45.527272727272724,132.44297520661158
153,4,31,-0.0565456904599325,0.8762353157061338,55,1221,0.8222222222222222,2,0.0033542976939203344,44.4,129.16363636363636
154,4,32,-0.12272313799476382,0.8663278585254118,35,497,0.8352941176470589,2,0.004991087344028519,28.4,129.82857142857142
155,4,33,-0.07575450401950527,0.8501051549810423,35,490,0.8235294117647058,2,0.005347593582887701,28.0,128.0
156,4,34,-0.07750700806937005,0.9132405366897688,35,505,0.8487394957983193,3,0.004634581105169339,28.857142857142858,131.91836734693877
157,4,35,-0.0447933125964519,0.9002674724972517,35,501,0.8420168067226891,2,0.004787369493251844,28.62857142857143,130.8734693877551
158,4,36,-0.036074733259453685,0.8672835745672408,35,488,0.8201680672268907,2,0.005449452508276038,27.885714285714286,127.47755102040817
159,4,37,-0.06406012586967468,0.8850657363807605,35,484,0.8134453781512605,3,0.0057040998217468795,27.65714285714286,126.43265306122449
160,4,38,-0.12143193819156972,0.8531731257946076,35,480,0.8067226890756303,2,0.005856888209829386,27.428571428571427,125.38775510204081
161,4,39,-0.09102949102122332,0.8672777516196396,35,492,0.826890756302521,2,0.005245734657499363,28.114285714285714,128.52244897959181
162,4,40,-0.048989887868625306,0.8781565432880409,35,485,0.8151260504201681,2,0.0056022408963585435,27.714285714285715,126.69387755102042
163,4,41,-0.0555199666529925,0.9075873836966739,35,500,0.8403361344537815,3,0.004889228418640184,28.571428571428573,130.6122448979592
