,PageRank,HubScore,AuthorityScore,Betweeness
Ant621,0.005586459232534262,0.004695430714453604,0.004695430714666781,0.0017247920919925492
Ant665,0.008354637696152472,0.008118867787483143,0.008118867787568824,0.002739468636013304
Ant356,0.005271894954198131,0.007119077410187467,0.007119077409785957,0.000946989970574864
Ant118,0.007071170571177267,0.006095412315191054,0.006095412315389019,0.0022902723848560397
Ant540,0.009023282942036142,0.010550581506506042,0.010550581506202536,0.002456929628790271
Ant227,0.009217279618642426,0.009351968542983462,0.009351968543003934,0.002403700801582025
Ant117,0.005689326757295477,0.0043113225057573425,0.004311322506127292,0.0016631121539604778
Ant111,0.003194898194650111,0.0025033622256982807,0.0025033622257493323,0.000886430464886614
Ant221,0.004408983160479269,0.003156676742333701,0.0031566767425882953,0.0010647415170295517
Ant112,0.006053371430491389,0.005388095612005419,0.005388095612121093,0.0020692911969116875
Ant194,0.006076261979218075,0.0047073508246734405,0.00470735082492648,0.0016801399178057524
Ant196,0.008126010696441357,0.005839032995309053,0.005839032995895628,0.0019460629195194189
Ant191,0.0078017570471213046,0.01032068795391392,0.010320687953405837,0.001702379648698564
Ant190,0.005488861562752771,0.004582977569818291,0.004582977570003687,0.0015531169234532026
Ant198,0.0068812173757923775,0.004329047486583145,0.004329047487157124,0.0015454231633462543
Ant518,0.004988851073593478,0.003046675908776108,0.0030466759091807415,0.0010622456150690407
Ant492,0.008321196649974001,0.01078654139326278,0.01078654139278766,0.0020576374112579645
Ant324,0.0071473805953986,0.007628469413504605,0.00762846941339797,0.0018559862170692048
Ant329,0.006181686590407753,0.008805270624068058,0.008805270623536126,0.0010196183700082596
Ant650,0.0052724428075795774,0.004326511080053583,0.004326511080222603,0.0013905142686494298
Ant556,0.0065816328370438965,0.008663130390083758,0.008663130389657136,0.0010825753681668706
Ant252,0.008850738012353143,0.007075848113312942,0.007075848113762457,0.0027403489676049116
Ant250,0.0062792931353023995,0.006213458301644494,0.006213458301679683,0.0025378279628493097
Ant251,0.004969037668735238,0.003167394931461921,0.0031673949318090505,0.0014214978646192077
Ant124,0.006512211900495982,0.006954360449506285,0.006954360449352594,0.0016577574253886724
Ant126,0.003772099502542906,0.003038162599996723,0.0030381626000243684,0.0009807572821022377
Ant127,0.0049299532865728895,0.0029900052409107085,0.002990005241289499,0.0006943914289146209
Ant26,0.007154735056387647,0.005279423261556237,0.005279423262142099,0.0014937173094294067
Ant27,0.004076622479447178,0.003874006076071144,0.003874006076036542,0.0012730317000047649
Ant20,0.00789870823222948,0.008369203271521276,0.00836920327142604,0.0017762571275902774
Ant23,0.005269893678727127,0.0055613643492525315,0.0055613643491440766,0.0011193639386111978
Ant28,0.005481204524551329,0.00627834649037079,0.006278346490160808,0.0010016213116824878
Ant256,0.005016599172081131,0.004462095586484592,0.004462095586631215,0.0012337995385684694
Ant264,0.005059523495053152,0.006598935161377324,0.006598935161039546,0.0006045567578550287
Ant331,0.004379658542121784,0.004222147870276487,0.004222147870229652,0.0010258317473947772
Ant313,0.005265149950865888,0.004746702566446312,0.004746702566531415,0.0016620899366671011
Ant334,0.005702907283372316,0.007694539345671465,0.0076945393452461566,0.0007726882348469882
Ant131,0.005867877706179669,0.007748289284098449,0.0077482892837073755,0.0007531821100820439
Ant255,0.002584369946549835,0.0015672328373994343,0.0015672328374412069,0.0007072218596542862
Ant560,0.006833924713987195,0.005217665325240739,0.0052176653256820055,0.0018006318334555125
Ant564,0.005064208035702822,0.006640131997827683,0.006640131997468787,0.0010968844030120517
Ant243,0.004468776506786563,0.004600546787614687,0.004600546787488702,0.0009671740164857947
Ant242,0.006693840839972749,0.009359784084543316,0.00935978408397054,0.0006192683681979045
Ant245,0.00120982466415067,0.00035901093976903515,0.00035901093976540736,5.1265698275034065e-05
Ant244,0.006144579584623749,0.008389775075673947,0.008389775075223668,0.0007548672297053238
Ant51,0.005696490142305171,0.005663980028903164,0.005663980028871924,0.0014653765918536865
Ant50,0.004044367070748632,0.003036925472925833,0.003036925473079159,0.0008304756506549215
Ant53,0.00900919359541371,0.01250335259358483,0.012503352592914354,0.0011959197340390365
Ant52,0.006927335054261484,0.005764428904284477,0.005764428904547555,0.0025488392014461495
Ant54,0.004372831983715584,0.003727041637431452,0.003727041637516584,0.0011642582320811712
Ant57,0.0035918429096379635,0.001986845779078186,0.0019868457793388015,0.0004133591323504697
Ant59,0.006236077847136508,0.006346586828435417,0.006346586828383061,0.001798184291248058
Ant509,0.004563418155001714,0.002479819814169465,0.002479819814550575,0.0005572283970369224
Ant142,0.006950055479936497,0.005323397385904325,0.005323397386316394,0.0015759582322317038
Ant390,0.0075760218994152355,0.008641672948759912,0.008641672948567068,0.0012128161610112148
Ant308,0.006629195123588279,0.006698693010660749,0.006698693010588219,0.0024410080283343736
Ant632,0.005490914790324153,0.0033128034136626796,0.00331280341408238,0.0012847605487748162
Ant9,0.006703786597970082,0.008909281999948396,0.008909281999479065,0.0010280181007423716
Ant149,0.005013555443527177,0.003757246206401281,0.0037572462067022782,0.0016570066005728936
Ant278,0.0029044560780805855,0.002100714315432593,0.002100714315448701,0.0009652689910423573
Ant301,0.006496853129402131,0.008166493529434065,0.008166493529076576,0.0015864102639946112
Ant476,0.004693368778467145,0.003139567257416511,0.003139567257783493,0.0013852399727137057
Ant475,0.005268672799573305,0.004070456195430754,0.004070456195707378,0.0016893308940980666
Ant380,0.005824077882043873,0.004923470042843203,0.004923470043071888,0.0019503441551966079
Ant229,0.006887460954160651,0.007063756538081145,0.007063756538043961,0.0020907168225215776
Ant576,0.007261771594815053,0.010273311818849721,0.010273311818218804,0.00082499259462578
Ant462,0.008854435717685013,0.009002447423870198,0.009002447423794992,0.0022398798488807506
Ant115,0.00838155763440675,0.010700963450878618,0.010700963450389137,0.0013147007492330346
Ant44,0.004234495044915557,0.003031556906599123,0.0030315569067959095,0.0012381052225699293
Ant48,0.007468163888544797,0.005970309873526389,0.005970309873934386,0.002418088789798846
Ant580,0.004799999406321835,0.006539319129946155,0.006539319129546668,0.0006694905793629181
Ant398,0.006802459989633473,0.009228035369139445,0.00922803536859228,0.0009770391983479302
Ant663,0.00720425388380823,0.009164722512333702,0.009164722511893333,0.0017142224333145885
Ant740,0.006683224809499989,0.006403351812105135,0.006403351812121863,0.0022616143008756633
Ant954,0.009084164564235246,0.009673143273989946,0.009673143273908552,0.002425558375046314
Ant263,0.006427253291359981,0.0049294590552895435,0.004929459055725541,0.0017501873483530392
Ant260,0.008544904693975503,0.006852134438019216,0.006852134438473716,0.0027720015674645533
Ant156,0.004783460629911939,0.003970616370509229,0.003970616370642765,0.0014245168724630398
Ant159,0.005886271662184273,0.007119572143730495,0.00711957214346007,0.0007682902387852309
Ant158,0.00840021294576993,0.009276270976183625,0.00927627097604221,0.001799404263333382
Ant311,0.0029896711180144447,0.0012621459221865878,0.0012621459224279451,0.00011121351073107063
Ant220,0.006352425286454163,0.0066636969351844075,0.0066636969351047655,0.0019316295693668846
Ant391,0.005481338782919619,0.003760319181900927,0.00376031918234867,0.0008650948684517899
Ant673,0.005194778036742188,0.005279348233980721,0.005279348233883747,0.0014839852350744768
Ant397,0.0067356697844599255,0.005298175657900277,0.005298175658207176,0.002005764927649287
Ant395,0.006611256884487119,0.005159249063207103,0.0051592490635997915,0.0018017879169717997
Ant394,0.0056526461341887225,0.005265614528385321,0.005265614528360598,0.0024195468027092574
Ant4,0.004140523716176247,0.0029754396220320694,0.002975439622226009,0.0011430269020303125
Ant7,0.007279578959621506,0.004477934899961449,0.0044779349006258354,0.0010407310414433683
Ant6,0.0052807436969852075,0.004014913683422003,0.004014913683723836,0.001510821048962592
Ant1,0.007634174092894098,0.007052025933226724,0.007052025933338171,0.0020596701198314694
Ant0,0.004817277632923494,0.002498177412285668,0.002498177412698998,0.0005801431674838949
Ant2,0.005596517476781818,0.0057343385913988295,0.005734338591320107,0.000985505714396001
Ant482,0.0048665263595263405,0.004789625621517154,0.004789625621443191,0.0016010852210678287
Ant76,0.005733354690698955,0.003339828141454376,0.0033398281419931186,0.0005809140630839679
Ant137,0.009122488893388618,0.011993585307198733,0.01199358530669624,0.0020678724259634057
Ant74,0.007430674316112151,0.010550456398537546,0.01055045639793537,0.0016208780714520672
Ant72,0.004867655636967972,0.0054397378823427735,0.005439737882136909,0.0006345354376184103
Ant71,0.005045330235536605,0.005699124302236289,0.005699124302003638,0.0011263028588959583
Ant70,0.00670995484269227,0.006163845730876973,0.006163845730950698,0.0020695957300632946
Ant610,0.007578489653242976,0.010608125019928564,0.010608125019317282,0.0005432702845154632
Ant592,0.005364358087952343,0.005704794715076528,0.005704794714988613,0.001745597324224379
Ant19,0.004901043808448889,0.003672030918666192,0.0036720309189023606,0.0018911656079462524
Ant614,0.007075595785754427,0.00919512085512366,0.009195120854674003,0.0011513399875982477
Ant15,0.0048835912155441134,0.006209201009014527,0.006209201008688193,0.0008000018550198336
Ant17,0.017500958216278537,0.023392856719590613,0.023392856718438344,0.0030868150986937013
Ant13,0.006696329560662249,0.00756412635166166,0.007564126351456004,0.0015739176429611747
Ant12,0.008400514388150194,0.007205894410155034,0.007205894410524561,0.002638686799327161
Ant97,0.010708499491118548,0.01598628170728002,0.015986281706279283,0.0011562562391962549
Ant96,0.00645810399262487,0.007343239455881606,0.007343239455662506,0.00164594638655324
Ant169,0.005078241297402433,0.003374010022156959,0.0033740100225455308,0.001290303791032799
Ant298,0.006616791312400854,0.00628533512697407,0.006285335126998679,0.0018670619605691973
Ant299,0.007086298629300384,0.004324041760156564,0.004324041760792704,0.0008844100914914306
Ant296,0.005187444573140693,0.003783226392131591,0.003783226392456435,0.0017541676069240775
Ant161,0.0040302035822625815,0.0027446738122010148,0.002744673812441715,0.0009025731062483021
Ant217,0.005558795441233274,0.006740916727169499,0.006740916726912168,0.0011127669068637792
Ant215,0.009669478051352317,0.007432317389072377,0.007432317389781058,0.001966695725501665
Ant212,0.009183564327811027,0.012299198657561114,0.012299198656943856,0.0013975270086910142
Ant210,0.004347412788239664,0.0034935753696229838,0.003493575369705515,0.002101954819087508
Ant458,0.006980646613359277,0.005149528918693344,0.005149528919232379,0.0021624378407429957
Ant218,0.0052706750533626735,0.0038112564961465295,0.0038112564964966366,0.0016448878932445478
Ant219,0.008066660934321186,0.011103692346746831,0.011103692346165556,0.0007912122180432576
