,PageRank,HubScore,AuthorityScore,Betweeness
Ant256,0.005814177309196281,0.004781613061174752,0.004781613061482984,0.001889112353559482
Ant621,0.0061116174136626985,0.005442923951640826,0.005442923951835685,0.0026556979448234593
Ant580,0.005507473523082081,0.007138729304403341,0.007138729303864937,0.0006846968471844975
Ant356,0.005177086773475838,0.0048644779592038586,0.004864477959217738,0.002596854566254275
Ant118,0.005791118322425419,0.0054462171402144405,0.005446217140324709,0.002353480949375642
Ant540,0.008065868573804633,0.010404581708019469,0.010404581707436234,0.0014511491038679853
Ant115,0.00838916990018278,0.010637053589741957,0.010637053589201733,0.0018861835644710609
Ant117,0.005823518645697672,0.004877950283535965,0.0048779502838121784,0.0027421378698343274
Ant111,0.004043001393899183,0.0038048137510076326,0.003804813750980492,0.0018660770143194723
Ant221,0.004369932109786297,0.003397602267741032,0.0033976022680125497,0.001946976636639164
Ant112,0.00598531216000093,0.005392431382777638,0.005392431382959737,0.0031867875180933373
Ant194,0.008165552155297403,0.007098555482590225,0.007098555482877576,0.0027330632925297825
Ant196,0.008962843397026956,0.006494026674394584,0.006494026675228469,0.0028475389276253833
Ant191,0.006945853127677756,0.008685804026313868,0.00868580402579059,0.0009578559908039246
Ant190,0.0055456699603006546,0.00516752509548426,0.005167525095525814,0.0019622021471218027
Ant198,0.004532560176758905,0.00230884559692085,0.002308845597317857,0.000751307001892628
Ant518,0.004121911000294192,0.0021139098121776725,0.0021139098125406127,0.0007904833721456584
Ant492,0.011664422076783103,0.014745618125992743,0.014745618125379103,0.00334583792783696
Ant324,0.006953410307337013,0.007747887013587684,0.0077478870133409,0.0014632027419401506
Ant329,0.007285273939161281,0.00908373878771351,0.009083738787288236,0.0025836350762451846
Ant650,0.00602462389499125,0.005159367713065336,0.0051593677133089785,0.0027080141867068283
Ant556,0.006298039986912739,0.008273155353634884,0.008273155353165886,0.0014475741164595678
Ant252,0.006800307248347729,0.0052692804956711616,0.005269280496049427,0.003179648173820427
Ant250,0.005854522272156925,0.005225430544285967,0.0052254305444291655,0.0021553367567905056
Ant251,0.005382097807464971,0.0036344347264602958,0.0036344347269069996,0.0014454793593160228
Ant124,0.008477897802525667,0.009918492994000312,0.009918492993715047,0.002587657897569044
Ant126,0.004889044081259814,0.00443362479438111,0.004433624794418205,0.0019240281435369876
Ant255,0.0038546431139117824,0.0029196246721964066,0.0029196246722719365,0.0006229858154525289
Ant26,0.006989085753785596,0.004966716115144947,0.004966716115777191,0.002337202217209155
Ant27,0.004166296602001285,0.003932491006322419,0.003932491006308388,0.0013960864366258279
Ant20,0.007810068121127453,0.00953188321048656,0.009531883210079639,0.002025298471380775
Ant23,0.004368255604041803,0.004451490807127353,0.004451490807051384,0.0020233919132722866
Ant28,0.006925244003561939,0.006132957947548771,0.006132957947698096,0.002242299976526545
Ant227,0.010481210493527885,0.010607956324467184,0.010607956324609553,0.0032706734758850466
Ant482,0.005730804424156597,0.005151326843200371,0.005151326843322955,0.002384733825006507
Ant264,0.005622381953859156,0.00711602983728906,0.007116029836810539,0.0006844948743099263
Ant331,0.004949071820039698,0.00453358553832162,0.004533585538303788,0.0025407255273055666
Ant159,0.00577245127197443,0.007335389469809149,0.00733538946941364,0.0005641880442374569
Ant334,0.006416463267382914,0.007300616564757719,0.0073006165644675085,0.002151743805191329
Ant131,0.00504201080386624,0.006413325800452239,0.006413325800058735,0.0012029486202086172
Ant127,0.007202674946165941,0.004752266843079934,0.004752266843774785,0.0014862576837937228
Ant560,0.0052065103965253535,0.0035693678359274205,0.0035693678363995537,0.0009961020470369525
Ant564,0.005099915613687303,0.006208379775362561,0.006208379774993046,0.0006150403063477454
Ant243,0.00527731492222604,0.0051135997283706614,0.0051135997283114016,0.0014093306545863186
Ant242,0.006378383893034236,0.0088604041994649,0.00886040419890781,0.0009345921306534264
Ant245,0.0013873435646491012,0.0005231939870615619,0.0005231939870851567,9.142182540528799e-05
Ant244,0.006040164973219981,0.008298287354955018,0.008298287354433607,0.0008121258967373928
Ant51,0.006220043952665736,0.006635147296712902,0.006635147296645425,0.0021469253682648536
Ant50,0.003564835069731348,0.002845993918768062,0.0028459939188098466,0.0009033759590454122
Ant53,0.008198116009096866,0.011433157052316822,0.011433157051589352,0.0019395167699078418
Ant52,0.006652466630447172,0.00591436114308194,0.005914361143224068,0.0028709069075545292
Ant54,0.004776823774257548,0.004196794430211124,0.00419679443022747,0.0020374594605623102
Ant57,0.0038747607261029452,0.002434348652749016,0.002434348653078466,0.0011388824578962183
Ant59,0.007229990212772282,0.007626110088053213,0.007626110087944096,0.0021529459274334975
Ant509,0.004962071188972053,0.002944700137823175,0.00294470013832536,0.0005685018014131795
Ant142,0.005413065706825608,0.0044203280446628666,0.004420328044784019,0.0025351430842105766
Ant390,0.006739612702648012,0.008520272209333086,0.008520272208892326,0.0014897393701505737
Ant308,0.005358519225342309,0.0060567483920118,0.006056748391735746,0.001762170752276007
Ant632,0.0070812306535069725,0.004555983215631067,0.004555983216273685,0.00246744272342393
Ant9,0.005447489758596655,0.006725829327559993,0.006725829327216748,0.0012018181379730118
Ant149,0.005339528214058414,0.0040221668923013714,0.004022166892680637,0.0014175784982498683
Ant278,0.004506065139725846,0.0036842473181877625,0.003684247318334936,0.0023561306599674875
Ant301,0.006031225806689628,0.007161463854589758,0.0071614638543200295,0.0012676973549487288
Ant476,0.004854643194555272,0.0034022652623468255,0.003402265262820382,0.0008949245984214839
Ant475,0.004769382465348131,0.0037485980412785046,0.003748598041521879,0.0013489657713428801
Ant380,0.00502566260380526,0.0036973653554716354,0.0036973653558015785,0.001549934385251551
Ant229,0.0074531919316790695,0.007814744130884026,0.007814744130891452,0.004248714730080656
Ant576,0.006724817598326286,0.009024400882826609,0.009024400882186112,0.0011057704845876504
Ant462,0.008225998707091123,0.009160913260120347,0.009160913259950809,0.0025786103457972605
Ant43,0.008558202654118625,0.011157081268999362,0.011157081268355847,0.0012449270858935582
Ant44,0.004151262929221565,0.0027939302481211886,0.0027939302483858557,0.0015122678153709592
Ant48,0.006919373066503478,0.005503835604805233,0.005503835605286682,0.0036155378118067146
Ant665,0.00792528413336699,0.007189547695892702,0.007189547696139008,0.003355787574837358
Ant501,0.008611289457094934,0.011501457554326836,0.011501457553745703,0.0022599479244406425
Ant663,0.009254506031069124,0.012673908847480202,0.012673908846763829,0.0012904594538772646
Ant740,0.006811717689221833,0.006709455265135144,0.0067094552651683955,0.002680435664004967
Ant954,0.008772659026934162,0.011111534829060398,0.011111534828617405,0.002082346606493664
Ant263,0.006462027573114789,0.005056757000053575,0.005056757000504925,0.002619940218901656
Ant260,0.006695418366412588,0.004578280582743866,0.004578280583292103,0.0024524809488329475
Ant156,0.0043051486341751585,0.002695010517689854,0.002695010517977407,0.00129336876408821
Ant313,0.006404297214984538,0.005693266067644854,0.005693266067912453,0.0024016606988599984
Ant158,0.007203805045515957,0.009252540664864372,0.00925254066438053,0.0015948722422970173
Ant311,0.002925388730260903,0.0010766591308520176,0.0010766591310637339,0.00010817667381932858
Ant220,0.0060976838849731785,0.005316112414042442,0.005316112414283468,0.002036985342013904
Ant391,0.0067041376470280065,0.00499157246419577,0.004991572464823039,0.001971748530680228
Ant673,0.00512330953071179,0.005188835218288361,0.005188835218191754,0.0020607616705623473
Ant397,0.007357540206810767,0.006426581740417354,0.006426581740701103,0.0029739250733434837
Ant395,0.006568972027256145,0.005042903860427424,0.005042903860854255,0.0031122659573226486
Ant394,0.005787263302322317,0.005915432178862099,0.005915432178731554,0.0029504273123698663
Ant4,0.00388971218744816,0.0029204119075799564,0.0029204119077451364,0.0011535636524456665
Ant7,0.006438421023636067,0.003496491740637251,0.0034964917412314282,0.001147877165126257
Ant6,0.0049878389208172095,0.0041429529398894025,0.004142952940131928,0.0018512442978693504
Ant1,0.007192261597042397,0.0068456770483791216,0.006845677048462966,0.002548235969531288
Ant0,0.003957257641874123,0.0018008621856655759,0.0018008621860033497,0.00015910248497837096
Ant2,0.007920722488442491,0.009484637838952599,0.00948463783864733,0.002673934034083393
Ant76,0.0051641551311999,0.0030788452401076315,0.0030788452405900815,0.001399546144549378
Ant137,0.006071938712692464,0.008133825806147495,0.008133825805658985,0.0014091106680052916
Ant74,0.00929463969783222,0.012135450229730293,0.012135450229050963,0.0018911814307666843
Ant72,0.006113008256442762,0.007679041149904127,0.007679041149515425,0.0011718459520492397
Ant71,0.006733986592219131,0.007339148249148102,0.007339148248996845,0.003162878984082773
Ant70,0.006902212823817801,0.005496106080741745,0.005496106081107114,0.0021349210679172267
Ant610,0.00585475156316615,0.00737276048433576,0.007372760483871756,0.0010846760918227906
Ant592,0.004673007067499316,0.004712070423194685,0.00471207042306973,0.0015889991158270342
Ant19,0.0060771979402003875,0.00490652849220059,0.004906528492551255,0.0027636934200473604
Ant614,0.005477814976833937,0.00656934935756497,0.0065693493572163185,0.0010934194928354428
Ant15,0.004473576040185465,0.004579556750138846,0.004579556750020353,0.001983211227469783
Ant17,0.007888780233425305,0.010256020690936491,0.010256020690303147,0.0007028289041207407
Ant13,0.005175674014281218,0.006779229488996498,0.006779229488593524,0.0010250367414574274
Ant12,0.011479418827167869,0.009330240154545857,0.00933024015518546,0.003558211495177401
Ant97,0.012693129166444824,0.016984593904993413,0.016984593903987946,0.00223395450884156
Ant96,0.007155257430568778,0.007566353600150706,0.0075663536001456776,0.0028116504152338835
Ant169,0.0038169750871729926,0.002231341987075741,0.0022313419874139748,0.0007744980061760115
Ant298,0.006041826282793883,0.00507754726013911,0.005077547260451829,0.0026997202458089427
Ant299,0.005871888090474941,0.004111128372841792,0.004111128373370463,0.0016921259512272262
Ant296,0.005589494920871301,0.004101668449837508,0.004101668450303136,0.002220599920659367
Ant398,0.004897096667665492,0.005836106437535902,0.005836106437145536,0.000545284423762289
Ant161,0.0040567572727400495,0.002911897585019019,0.0029118975852378114,0.0014877473496944158
Ant217,0.006272355372370992,0.008122409954220824,0.008122409953747618,0.001201969761889515
Ant215,0.011727886554464436,0.008728303454176418,0.00872830345517066,0.0029794108335074866
Ant212,0.006217707903774659,0.007721488918655177,0.007721488918243839,0.0015765057756280411
Ant210,0.0040372627482457455,0.0032522309402013374,0.0032522309403198273,0.002027484323780599
Ant458,0.00509049221893824,0.0038983269654092306,0.0038983269657605468,0.0019692833364011557
Ant218,0.006194304266975862,0.004375202552364902,0.004375202552858118,0.002516743504733713
Ant219,0.008447589803587535,0.01224354937886527,0.012243549378111559,0.0015274931759507759
Ant68,0.0053818645215722586,0.0068558436728184844,0.006855843672426063,0.0010245929658338271
Ant178,0.007967015852811784,0.011315677755639452,0.011315677754977136,0.0010688821388221232
Ant60,0.010007010108302529,0.013152978342579391,0.013152978341897745,0.0016379295772324784
Ant62,0.0051644321840233634,0.006043384126232338,0.0060433841259790256,0.0009908318956782136
Ant65,0.010914734381162378,0.007740978780609399,0.007740978781696336,0.002134365072609935
Ant66,0.0061293134331383645,0.006396692240954793,0.0063966922408950425,0.002002627917862739
Ant604,0.009376473719033869,0.012733459347199255,0.012733459346420894,0.0007421141486137499
Ant607,0.005901883787536353,0.007419028459590767,0.0074190284591195785,0.000729026379988599
Ant85,0.005390463868241042,0.00491529698592934,0.004915296986098605,0.0023474243184768355
Ant289,0.00596817908465558,0.00780409848107264,0.00780409848058564,0.0010378125260759531
Ant81,0.0040221358001165265,0.0029472483401730724,0.002947248340390349,0.0014254402821759825
Ant173,0.005636522440347318,0.006150648250397229,0.0061506482502175,0.0017213341037020883
Ant172,0.00828329792684165,0.009373406055519744,0.009373406055300246,0.00236369201946675
Ant170,0.00506161701947676,0.004049409150677705,0.004049409150974111,0.0016071286294372991
Ant176,0.004317204731845293,0.0026989311922861066,0.00269893119247404,0.001557943339963299
Ant175,0.0066799096575281955,0.008712006285536263,0.008712006285044755,0.0015496999135734737
Ant207,0.005140718019798923,0.0030527255908334,0.0030527255913337555,0.0007252707064342043
Ant206,0.008176394594240308,0.01046175659384091,0.01046175659326062,0.0016711700843032205
