,PageRank,HubScore,AuthorityScore,Betweeness
Ant621,0.011605638762406681,0.012931668962931252,0.012931668963048325,0.00328048778770142
Ant665,0.0054799208905976044,0.006051839006037193,0.006051839005694611,0.0018833629286928578
Ant356,0.009086466486756267,0.011568800522838046,0.011568800522167695,0.004090223022545696
Ant540,0.006218676816901771,0.0022886554636974183,0.002288655465168628,6.99946048783258e-06
Ant227,0.008228626105713493,0.006867567168618344,0.0068675671688262,0.004849933328714033
Ant114,0.006186751105060955,0.006347550307571595,0.006347550307271119,0.0033630173676745495
Ant112,0.006833297739037983,0.006614445857218323,0.006614445857170816,0.0021352254865747897
Ant195,0.007686159945120168,0.006131011935593315,0.006131011936189729,0.0018513939864296786
Ant191,0.014672455087461653,0.014541497535338632,0.014541497535524493,0.0047894114614354675
Ant518,0.006681347271896994,0.005790154149707467,0.005790154149990846,0.0029814990179775425
Ant492,0.007488290807095384,0.01028491590505562,0.010284915904419274,0.0011966244944626174
Ant324,0.006417720024246599,0.005983137464243809,0.005983137464373198,0.0025999547323033545
Ant329,0.010398083112580803,0.008124605504486187,0.008124605505248269,0.005353825710364674
Ant650,0.014773628022392746,0.018947739876254432,0.018947739875227704,0.0022562579240141753
Ant556,0.006889215609452304,0.00844230006301643,0.008442300062494008,0.00212125950881353
Ant552,0.014450488768315544,0.021251801820384972,0.021251801818955553,0.0031158861371080445
Ant252,0.006013410884694333,0.0051264291183218905,0.0051264291184197775,0.0015484074330151673
Ant256,0.007257031832178055,0.005591144947645103,0.005591144948147343,0.001874015020303158
Ant257,0.005851460581793236,0.006565335840268118,0.006565335839948526,0.0011397212016368513
Ant126,0.009409129017621028,0.0071779050739166255,0.007177905074823579,0.0021596290295872
Ant26,0.005736690369059038,0.00617098772789384,0.006170987727623056,0.0018564447556467635
Ant318,0.009099811753753276,0.010650463218432318,0.010650463217934308,0.003616014254457742
Ant20,0.007881041131856071,0.005656838672394308,0.005656838673207805,0.0042906516344792135
Ant137,0.006977083283383736,0.00831981877466042,0.008319818774251657,0.0025132304153499927
Ant332,0.009390824010024754,0.01198472118462962,0.011984721183786686,0.0016056405548471246
Ant647,0.006113470298103532,0.006316941668624007,0.006316941668394022,0.0012156895229602344
Ant560,0.007596433317660134,0.009076864398700845,0.00907686439832095,0.0017094963662898873
Ant268,0.007250986063902204,0.004468495555707744,0.004468495556514664,0.0031920927383407433
Ant564,0.008328515118449896,0.006395705658087874,0.006395705658881465,0.001984585490588918
Ant243,0.00451442065759641,0.0023498229119299826,0.0023498229125027154,0.000966185179935451
Ant244,0.008173947885023212,0.009889251855939352,0.009889251855426391,0.0015995141673270706
Ant50,0.004281976658133338,0.0037353383503400707,0.0037353383500865213,0.0005249353261381519
Ant52,0.003803590238861491,0.0031398827345913895,0.003139882734348473,0.0005863726268831455
Ant55,0.008653471348564033,0.00722702202439929,0.0072270220249050394,0.0033954032136812263
Ant32,0.005914310761784439,0.006627186437138512,0.006627186436744276,0.0016448952914460504
Ant142,0.0034451486215522522,0.00211352694763928,0.002113526947549978,0.0003346800093700874
Ant140,0.010045866000865062,0.008075366219699487,0.008075366220474407,0.0031536408689628354
Ant147,0.0099796718190528,0.01154779096070353,0.011547790960448768,0.0032907074393629466
Ant144,0.0071735085394093925,0.009647186786621995,0.00964718678598635,0.0012443861678986072
