,PageRank,HubScore,AuthorityScore,Betweeness
Ant621,0.010435962295416311,0.013107509350197536,0.013107509349945689,0.002277967537768801
Ant665,0.005534053620292197,0.005438696936273335,0.005438696935873114,0.00045732277453182433
Ant356,0.006865558365994263,0.006170530854175006,0.006170530853873799,0.002533710870339602
Ant540,0.007364851432505167,0.0031662636641090263,0.003166263666085733,6.33507127143047e-05
Ant227,0.007510684168882784,0.0065254230359345225,0.006525423036128323,0.0034729909480476903
Ant114,0.007206359722538091,0.008276208033182983,0.0082762080326818,0.0015364829114925542
Ant112,0.005937465143021211,0.006121725724154799,0.006121725723959996,0.0009168700945196866
Ant195,0.009720602089495151,0.011000380021017367,0.011000380020828196,0.0025951093315424814
Ant191,0.020537797787585733,0.023652329458856793,0.023652329458268274,0.008333429018260096
Ant217,0.005071771146079953,0.0025731842743339285,0.0025731842754382664,0.0002260301970415546
Ant492,0.006780476603275695,0.006657036830827209,0.0066570368304973895,0.0017843257721270331
Ant324,0.006095201976933981,0.006083096559151934,0.006083096559065697,0.0024345638981422965
Ant329,0.010288132893817015,0.010451087406149657,0.01045108740674816,0.0050804360189954335
Ant650,0.014102498801803977,0.017575306682313132,0.017575306681072593,0.0017960978579665853
Ant556,0.006067071843059952,0.005832021708160201,0.005832021707725071,0.000977677340553924
Ant552,0.00984102774841696,0.011719593286064558,0.011719593285245095,0.0020507459705299555
Ant252,0.007148569362780073,0.007086541234278569,0.007086541234065963,0.0012890808830709531
Ant256,0.009934367607676246,0.009139246633529092,0.009139246634341014,0.003760052784205138
Ant257,0.004197413714415006,0.003235538548851937,0.0032355385488271053,0.0013759689721464978
Ant126,0.012142154475916536,0.013578177064033668,0.013578177064397096,0.004580024181374837
Ant26,0.005179252884068018,0.004879229363695444,0.004879229363515888,0.002115475464990052
Ant318,0.008064491231878324,0.009058877839401834,0.009058877838897895,0.0013440659963271835
Ant20,0.00910044165629264,0.00870942235821853,0.008709422358656328,0.008890230679995073
Ant137,0.006865219394584451,0.006957233384775421,0.006957233384422839,0.0016776982520702833
Ant332,0.006537943344863767,0.006866636525973232,0.006866636525464519,0.001116177040023726
Ant647,0.0017284622460584092,0.0004986417895092327,0.0004986417894977518,1.427688798350627e-05
Ant560,0.0067929450736127425,0.007699481141164711,0.007699481140683627,0.0008891626257730427
Ant268,0.00693534053067131,0.004708865943385932,0.004708865944495524,0.0027363496020311392
Ant564,0.008033248880597322,0.006460029241243594,0.006460029242295965,0.0038591223614304134
Ant243,0.004517265278912588,0.003183055685769718,0.0031830556861375185,0.00599919395450036
Ant244,0.006620539960737829,0.007380243482159997,0.007380243481759675,0.00136039755805503
Ant50,0.007753662869003116,0.008046298197828997,0.008046298197292754,0.001882120882304497
Ant52,0.006730296073104456,0.007197512066597583,0.007197512066007421,0.0014618164665276586
Ant55,0.009656510835066088,0.00949327438179916,0.009493274382154507,0.011096030379486957
Ant635,0.00731927848039503,0.008003508183811611,0.008003508183442063,0.0015878856554134373
Ant142,0.004197321402071932,0.0034035285095996995,0.003403528509414777,0.0009233485086693448
Ant140,0.007531268187225718,0.008526677541158148,0.00852667754099206,0.001623579551387482
Ant147,0.008098091512099748,0.007809345031758754,0.007809345031608043,0.003480518860368549
Ant144,0.008122166789972277,0.00988077602911721,0.009880776028585236,0.0013951257713478726
Ant305,0.006301910763627026,0.005746557955456897,0.005746557955754571,0.0020060810593878074
Ant148,0.006357165001756606,0.007491650005124756,0.007491650004654763,0.0007932894776704372
Ant673,0.0088690098239956,0.009938333901676496,0.009938333901199936,0.0017211354089403659
Ant278,0.00526482872861197,0.0053040622870649924,0.00530406228690631,0.0013851692208072836
Ant301,0.011558550679915883,0.013486177694476784,0.013486177693587231,0.002374440313551908
Ant476,0.00908486285592556,0.00997179715194561,0.00997179715123589,0.0010430968913545896
Ant575,0.0066553594411790885,0.0073040277555450886,0.007304027755377623,0.002084714792905625
Ant502,0.0053030914058076785,0.004840843371422935,0.004840843371565152,0.002589471039564773
Ant40,0.006977186830906257,0.005974592663770555,0.005974592664180475,0.008942104442704202
Ant44,0.010774173426572544,0.013692256269191778,0.013692256268414233,0.003115658104490626
Ant43,0.008591510512994227,0.007523434984160525,0.007523434985015171,0.006132256330149167
Ant580,0.008507627727781976,0.008976344836198556,0.008976344836143514,0.003228125501703897
Ant398,0.009063433964505463,0.008153550218296921,0.0081535502190736,0.002745974547805625
Ant507,0.0069733532054875765,0.006038327792978399,0.0060383277937745335,0.002519474940073616
Ant262,0.003217852657444889,0.0026661863418477867,0.0026661863418210494,0.0006162726917936093
Ant260,0.011998328159143553,0.0129578848900707,0.01295788488942552,0.005747996331654594
Ant265,0.004009330308565217,0.0033368371687736505,0.003336837168828561,0.0011752791136132436
Ant264,0.010423969521060807,0.01083899923908858,0.010838999239384074,0.011549109771535539
Ant313,0.008021317331030672,0.009385490278504634,0.009385490278097057,0.001834608374364658
Ant158,0.00847358156467133,0.0086512241761933,0.008651224175973225,0.002875194411600243
Ant311,0.012828260367684072,0.014485273522717331,0.014485273522410148,0.005593608226561214
